BookID,BookName,PageName,IDAnnot,DefinitionTranscription
b_7032836325,1.Zavorda,zavorda_8094_61r,48,(παρα)κέλευ[[΄]]εν
b_7032836325,1.Zavorda,zavorda_8106_71v,188,πεπείρα(μαι)
b_2802960295,2.XER093,Xer_006_392v,17,τυπώματα
b_2802960295,2.XER093,Xer_048_476v,17,βλαβέντ(ες)
b_5553899179,3.EBE1082,EBE1082_050_30v,25,ἐπαιρόμενος
b_2802960295,2.XER093,Xer_043_467r,22,τὸ μερός
b_2802960295,2.XER093,Xer_021_423r,4,διὰ τὸ δίκας κ(αὶ) ὁδοὺς τηρῶν
b_2802960295,2.XER093,Xer_059_499r,28,εὐσέβεια
b_2802960295,2.XER093,Xer_063_506v,18,"τὸ πώλος κ(αὶ) ὁ ἵππος · διὰ τοῦ ῶ
μ(εγάλου)"
b_7032836325,1.Zavorda,zavorda_8103_69r,129,τ(ὴν) ψυχ(ὴν) λυπου(μένων)
b_7032836325,1.Zavorda,zavorda_8103_68v,136,πορθηκό(των)
b_2802960295,2.XER093,Xer_068_517r,21,σκόληκας
b_2802960295,2.XER093,Xer_055_490v,21,πρόβατον
b_7032836325,1.Zavorda,zavorda_8101_67r,37,ἀποματτό(μενον)
b_5553899179,3.EBE1082,EBE1082_058_38v,24,ὄργαν(ον) τιμωριτικ(όν)
b_7032836325,1.Zavorda,zavorda_8097_63v,149,εἰς ἡδον(ὰς) προτρέπον(τες)
b_2802960295,2.XER093,Xer_080_540v,11,φαντάματα
b_2802960295,2.XER093,Xer_020_420v,2,διέκοψαι
b_2802960295,2.XER093,Xer_057_495r,25,ὀψιτὰ
b_2802960295,2.XER093,Xer_021_422v,24,πράττειν
b_7032836325,1.Zavorda,zavorda_8099_65v,122,συνεχώρει
b_5553899179,3.EBE1082,EBE1082_067_48r,7,παραλλάττει
b_2802960295,2.XER093,Xer_076_533r,6,μακαριστὸς
b_7032836325,1.Zavorda,zavorda_8108_73v,116,πρ(ὸς) τὸ τέλ(ος)
b_7032836325,1.Zavorda,zavorda_8107_73r,134,(μετα)φέροντ(ες)
b_2802960295,2.XER093,Xer_047_474v,27,ὁλοθρί(ως) · χαλεπῶς · κακῶς κ(αὶ) λυπηρῶς
b_7032836325,1.Zavorda,zavorda_8091_58r,35,ἀειστρόφοις
b_2802960295,2.XER093,Xer_041_463r,17,καταφροντὴν κ(αὶ) κατὰ φόβον
b_2802960295,2.XER093,Xer_054_488v,1,πυροειδὴς
b_7032836325,1.Zavorda,zavorda_8106_72r,53,ἑορτή
b_5553899179,3.EBE1082,EBE1082_066_47r,22,ἀναπλάσαι
b_2802960295,2.XER093,Xer_018_417r,28,νῦν
b_2802960295,2.XER093,Xer_022_424v,24,ἔληθεν
b_7032836325,1.Zavorda,zavorda_8104_70r,67,(κατα)ράκτ(ης)
b_7032836325,1.Zavorda,zavorda_8099_66r,123,ἔλαβ(εν)
b_2802960295,2.XER093,Xer_024_429r,5,σπογγίζει
b_2802960295,2.XER093,Xer_075_531r,17,τοιγαροῦν ἢ διὰ τοῦτου
b_7032836325,1.Zavorda,zavorda_8096_62v,26,(ὄνομα) (κύριον)
b_2802960295,2.XER093,Xer_028_437r,5,ἐπὶ πτᾶν
b_7032836325,1.Zavorda,zavorda_8108_74r,85,δυν<ά>μει
b_7032836325,1.Zavorda,zavorda_8110_74v,56,διακόψ(ας)
b_2802960295,2.XER093,Xer_080_541r,15,φιλοχρημάτ(ων)
b_2802960295,2.XER093,Xer_043_466v,27,κρύπτεται
b_2802960295,2.XER093,Xer_026_433r,13,συντιμότερον
b_5553899179,3.EBE1082,EBE1082_057_37v,10,ὁ ἰσχϋρὸ(ς) κ(αὶ) δυνατὸ(ς) τ(ὴν) χεῖρα
b_2802960295,2.XER093,Xer_013_406v,2,βεβαίως
b_2802960295,2.XER093,Xer_041_462v,27,"ἐπιφορὰν ἀνέμου σφοδρ(ὰν)·λέγεται (δὲ) κ(αὶ) ἡ τῶν ὑδάτῶν ζάλη·ὁ δ’ αὐτὸς ἄνεμος
ἔρχεται ἀπο τὴν γῆν"
b_7032836325,1.Zavorda,zavorda_8106_71v,177,μεταλλάσσ(ων)
b_5553899179,3.EBE1082,EBE1082_069_49v,8,δαμάσαντες
b_7032836325,1.Zavorda,zavorda_8099_66r,97,τρακτάρ(ας)
b_2802960295,2.XER093,Xer_022_424v,14,ἀδημονῶ κ(αὶ) βαρύνομαι
b_7032836325,1.Zavorda,zavorda_8096_62v,77,σκληρ(ός)
b_7032836325,1.Zavorda,zavorda_8094_60v,26,ἀφῶ
b_7032836325,1.Zavorda,zavorda_8098_64v,143,ὁ ἐπίσημ(ος)
b_2802960295,2.XER093,Xer_066_513r,23,"ἀνάπαυσις · τρυφῆ · ἀργεία · τέρψις ·
εὐκολία"
b_2802960295,2.XER093,Xer_024_429r,26,ὁμοιάζεται
b_7032836325,1.Zavorda,zavorda_8110_75r,114,δειν(ῶς) (περι)βλεψά(μενος)
b_7032836325,1.Zavorda,zavorda_8095_62r,43,μὴ ὁρώ(μενον) πόρρωθ(εν)
b_2802960295,2.XER093,Xer_075_531r,13,τοιοῦτον
b_7032836325,1.Zavorda,zavorda_8092_59r,25,ἅλα
b_2802960295,2.XER093,Xer_003_387r,7,πληγαὶ
b_5553899179,3.EBE1082,EBE1082_062_42v,20,θηλυνόμ(εν)ο(ς)
b_7032836325,1.Zavorda,zavorda_8090_57r,49,ὁ ἀνόητ(ος)
b_7032836325,1.Zavorda,zavorda_8110_74v,145,δολί(ως)
b_2802960295,2.XER093,Xer_060_501r,9,χωρὶς κ(αὶ) ἐκτὸς
b_7032836325,1.Zavorda,zavorda_8104_69v,57,ἐπευθεί(ας)
b_7032836325,1.Zavorda,zavorda_8095_61v,64,ἀπρεπ(ές)
b_5553899179,3.EBE1082,EBE1082_053_34r,15,στήριγμα
b_7032836325,1.Zavorda,zavorda_8108_73v,124,ἐκλεκτ(όν)
b_2802960295,2.XER093,Xer_024_429r,15,ἐξερχόμ(ενα)
b_2802960295,2.XER093,Xer_054_488v,15,γράφη
b_2802960295,2.XER093,Xer_042_464v,13,εὐοδοῦντι
b_5553899179,3.EBE1082,EBE1082_070_50v,13,φυγ(ῶν) ἢ πράξ(ας)$
b_2802960295,2.XER093,Xer_019_418v,24,οἰκινόμ(οι)
b_7032836325,1.Zavorda,zavorda_8101_67r,69,ἐφήρμωσ(εν)
b_7032836325,1.Zavorda,zavorda_8104_69v,72,δρόσ(ος) · ὑγρασί<α> · ἄρδευσ(ις)
b_2802960295,2.XER093,Xer_042_465r,3,κατήστραψεν
b_7032836325,1.Zavorda,zavorda_8102_68r,1,δροσώδη
b_5553899179,3.EBE1082,EBE1082_068_49r,20,ψηλαφῶν
b_7032836325,1.Zavorda,zavorda_8102_67v,12,"σκοτοῖ
ταράττει"
b_7032836325,1.Zavorda,zavorda_8105_71r,160,ἔλαλ(ον)
b_2802960295,2.XER093,Xer_011_403r,6,ἀποδίδειν
b_7032836325,1.Zavorda,zavorda_8098_65r,46,"ἀφ(ει)<ϋ>λίζεται
σακελίζεται"
b_7032836325,1.Zavorda,zavorda_8093_60r,48,ἀμφοτέρ(ων)
b_2802960295,2.XER093,Xer_077_535r,19,ὑπέσυρεν
b_7032836325,1.Zavorda,zavorda_8104_70r,134,(κατὰ) τρό<π(ον)>
b_7032836325,1.Zavorda,zavorda_8110_75r,35,ὑποκεί(μενον) · ὑπόβασ(ιν)
b_2802960295,2.XER093,Xer_043_466v,6,κερνὰ
b_2802960295,2.XER093,Xer_028_437r,21,δαιμονιάρις
b_7032836325,1.Zavorda,zavorda_8107_73r,136,τὰ τ(οῦ) π(ατ)ρ(ό)ς
b_7032836325,1.Zavorda,zavorda_8110_74v,137,θηρί(ον) πολυκέφαλ(ον)
b_5553899179,3.EBE1082,EBE1082_059_40r,2,παρα τὸ γείνω τὸ γεννῶ
b_2802960295,2.XER093,Xer_057_494v,6,οὐ(ρά)νϊος θαυμαστὸς
b_5553899179,3.EBE1082,EBE1082_065_46r,1,ῥητορεῦσαι| ἐν δῆμω λαλῆσαι
b_2802960295,2.XER093,Xer_040_460v,17,καταστροφή
b_2802960295,2.XER093,Xer_070_521r,1,στοιβασία
b_2802960295,2.XER093,Xer_055_491r,9,νόμιζε κ(αὶ) ὑπολάμβανε
b_7032836325,1.Zavorda,zavorda_8099_65v,30,ἀγαθ(ῶν)
b_5553899179,3.EBE1082,EBE1082_052_32v,23,μαλακός
b_5553899179,3.EBE1082,EBE1082_063_43v,17,ἀναβοῶ
b_2802960295,2.XER093,Xer_013_407r,19,αὐτόκλητος
b_2802960295,2.XER093,Xer_002_384v,4,αγγάλας
b_2802960295,2.XER093,Xer_080_541r,29,βάπτων
b_7032836325,1.Zavorda,zavorda_8091_57v,29,ἡ <ʽ΄> λαμπροί
b_7032836325,1.Zavorda,zavorda_8099_66r,14,(παρα)νόμ(ως)
b_7032836325,1.Zavorda,zavorda_8098_65r,111,νομιζο(μένους)
b_2802960295,2.XER093,Xer_075_530v,1,καταπονεῖτο
b_7032836325,1.Zavorda,zavorda_8097_63v,139,γαστριμαργ(εῖν)
b_7032836325,1.Zavorda,zavorda_8110_74v,146,ὁρμ(ὰς) βελ(ῶν)
b_7032836325,1.Zavorda,zavorda_8110_75r,78,ὁ θηλ<ά>ζ(ων)
b_2802960295,2.XER093,Xer_054_489r,26,ὁ κρατῶν
b_2802960295,2.XER093,Xer_072_524v,21,εὐτελεῖς
b_2802960295,2.XER093,Xer_081_543r,26,ταπειν(ὸν)
b_7032836325,1.Zavorda,zavorda_8103_69r,121,τὰ φθείρον(τα) (τὴν) ψυ(χήν)
b_5553899179,3.EBE1082,EBE1082_049_30r,15,λαγωοί
b_2802960295,2.XER093,Xer_048_477r,1,γεννηθήσονται
b_7032836325,1.Zavorda,zavorda_8105_71r,93,συκή
b_2802960295,2.XER093,Xer_052_485r,10,συναγωγῆ
b_2802960295,2.XER093,Xer_070_521r,12,"ἀπα
τούσης κ(αὶ) κλεπτούσης"
b_2802960295,2.XER093,Xer_016_413r,20,"εὐφραίνεται κ(αὶ)
χαίρεται"
b_2802960295,2.XER093,Xer_013_407r,5,λαμπηδόνας
b_2802960295,2.XER093,Xer_036_453r,21,ποτήριον
b_2802960295,2.XER093,Xer_002_384v,15,δοξολογίαις κ(αὶ) ὑμνωδίαις
b_7032836325,1.Zavorda,zavorda_8105_71r,22,νέοι
b_7032836325,1.Zavorda,zavorda_8101_67r,80,ἔσεισ(εν)
b_5553899179,3.EBE1082,EBE1082_058_39r,25,εὐγενεστάτους
b_7032836325,1.Zavorda,zavorda_8102_67v,4,ἡ εὐχ(ῆς) ἀξί<α>
b_5553899179,3.EBE1082,EBE1082_065_45v,6,ὁ τὸν δῆμον ὠφελ(ῶν)
b_7032836325,1.Zavorda,zavorda_8091_58r,123,"ὅπλ(ον) κοσσωτ(ὸν) (ἐστὶ) σκουτάρι(ον)
ἡ τόρκ<α>"
b_7032836325,1.Zavorda,zavorda_8095_62r,39,ἀπαρέσκ(ειν)
b_5553899179,3.EBE1082,EBE1082_059_40r,15,χρόνος| καιρός
b_7032836325,1.Zavorda,zavorda_8106_72r,136,βρέχω
b_7032836325,1.Zavorda,zavorda_8108_74r,146,βοτάνη πικρ<ὰ> ἐν ὄρεσ(ιν) ὃ (καὶ) δορύκνιον
b_7032836325,1.Zavorda,zavorda_8108_73v,108,ὁ ναῦλ(ος)
b_7032836325,1.Zavorda,zavorda_8099_65v,77,ἁγίασμ<α>
b_2802960295,2.XER093,Xer_052_484v,21,φιλονικία · μάχη · ἔχθρα
b_7032836325,1.Zavorda,zavorda_8096_62v,19,ἥρμοσ(εν)
b_2802960295,2.XER093,Xer_019_418v,21,"ὡς 
ἀντάλμα · ἐξελθόντος τινὸς · εἰσαχθῆναι ἕτερον"
b_2802960295,2.XER093,Xer_074_528v,17,"σκώληξ ὁ οἰκῶν ἐν ξύλω ·
ἢ θὺρ ἐν γῆ ξυλοφάγος"
b_2802960295,2.XER093,Xer_079_539r,10,ὑπέμεινες
b_7032836325,1.Zavorda,zavorda_8093_59v,38,τ(ῆς) ξέν(ης)
b_7032836325,1.Zavorda,zavorda_8106_72r,40,ἡ ζώνη
b_7032836325,1.Zavorda,zavorda_8098_65r,21,διαβόητ(ον)
b_7032836325,1.Zavorda,zavorda_8104_69v,175,κ<α>τευθεί(αν)
b_7032836325,1.Zavorda,zavorda_8103_69r,72,φυάλαι
b_7032836325,1.Zavorda,zavorda_8099_66r,114,σύνδεν<δρ(ος)> το<π>
b_2802960295,2.XER093,Xer_075_530v,11,γεννᾶται
b_5553899179,3.EBE1082,EBE1082_061_41v,11,ἀπάτη<α>| φαρμακεία
b_2802960295,2.XER093,Xer_074_528v,2,"γίνετ(αι) ·
γεννάτε · τελειοῖ"
b_7032836325,1.Zavorda,zavorda_8101_66v,103,ἠκριβωμένως
b_2802960295,2.XER093,Xer_077_534v,23,οἱ τὴν ὕλην χαίροντες
b_2802960295,2.XER093,Xer_033_446v,30,ἄπρακτον
b_2802960295,2.XER093,Xer_056_493r,28,ἀκέραιος (καὶ) ὁλόκληρος
b_2802960295,2.XER093,Xer_062_504v,22,ἐρώτησις
b_7032836325,1.Zavorda,zavorda_8098_65r,120,ξέσται
b_7032836325,1.Zavorda,zavorda_8093_60r,61,ἀποτυχ(εῖν)
b_2802960295,2.XER093,Xer_041_462v,9,κεφαλαργία
b_5553899179,3.EBE1082,EBE1082_052_32v,14,σκοτία| μεσονύκτιο(ν)
b_7032836325,1.Zavorda,zavorda_8106_72r,26,μὴ κρύπτε
b_7032836325,1.Zavorda,zavorda_8103_68v,113,ἡ ἡμέρα
b_2802960295,2.XER093,Xer_067_514v,3,πράττει ἐπιτελεῖ · θύει
b_2802960295,2.XER093,Xer_053_486v,3,παρήκουσεν
b_2802960295,2.XER093,Xer_077_535r,20,στηρίζουσαν κ(αὶ) ἀκουμβίζουσαν
b_7032836325,1.Zavorda,zavorda_8091_57v,102,ἀμάσητα
b_7032836325,1.Zavorda,zavorda_8096_63r,111,ἀνέγγιστ(ον)
b_2802960295,2.XER093,Xer_039_458v,7,ἡ σκουρία τοῦ σιδήρου
b_7032836325,1.Zavorda,zavorda_8098_64v,154,"σκορπίζεται ·
σκίδμη (γὰρ) ἡ σκόρπισ(ις)"
b_2802960295,2.XER093,Xer_061_502v,3,ψαλμοὶ
b_2802960295,2.XER093,Xer_071_522v,7,διαμερίζομαι
b_7032836325,1.Zavorda,zavorda_8097_64r,110,ἡ κρίσ(ις)
b_5553899179,3.EBE1082,EBE1082_064_45r,13,ἀντὶ τοῦ ἔλθε
b_2802960295,2.XER093,Xer_059_498v,18,στεναγμοῖς
b_2802960295,2.XER093,Xer_010_400v,16,ὁμοιάζει κ(αὶ) εἰκονίζει
b_2802960295,2.XER093,Xer_074_528v,16,ὠδαὶ ἀπατηλαὶ κ(αὶ) ἄσματα ἔκλυπα
b_7032836325,1.Zavorda,zavorda_8091_57v,11,τὸ στάδι(ον)
b_7032836325,1.Zavorda,zavorda_8092_59r,33,καρπ(ῶν)
b_7032836325,1.Zavorda,zavorda_8091_58r,38,ἀθερ<ά>πευτα
b_7032836325,1.Zavorda,zavorda_8096_62v,13,ὑπάγι(ος)
b_2802960295,2.XER093,Xer_061_502v,25,σπήλαιον
b_2802960295,2.XER093,Xer_046_473r,17,μυρίαι μυριάδες · κ(αὶ) ἄλλως λεγεῶν λέγετ(αι) ἐξακισχίλιοι ἀριθμὸν
b_5553899179,3.EBE1082,EBE1082_050_31r,27,"! γηράσαντι| ὑπὲρ βε
[[ἀ]]βηκότι| τ(ὴν) ἤβην| ἥγ(ουν) τ(ὴν) νεότηταν"
b_2802960295,2.XER093,Xer_018_416v,14,δαμσθεῖσαν
b_7032836325,1.Zavorda,zavorda_8107_73r,12,θυμ(ου)(μένη)
b_2802960295,2.XER093,Xer_078_537r,12,ὑπεισελθόντ(ων)
b_7032836325,1.Zavorda,zavorda_8101_67r,3,ἀνήλωσ(ας)
b_7032836325,1.Zavorda,zavorda_8108_73v,16,ἡ (περι)στερά
b_5553899179,3.EBE1082,EBE1082_068_48v,26,κακοῦργος
b_2802960295,2.XER093,Xer_058_497r,9,οὐ προς ἐποίησαν
b_7032836325,1.Zavorda,zavorda_8103_68v,137,<ἐβόησ(εν)>
b_7032836325,1.Zavorda,zavorda_8098_65r,45,διέτρεχον
b_7032836325,1.Zavorda,zavorda_8094_61r,88,"[[πάλ(ιν)]]
ἐθρήνησ(εν) · ἀνεστέναξ(εν)"
b_2802960295,2.XER093,Xer_055_491r,20,ὁδὸς
b_7032836325,1.Zavorda,zavorda_8096_63r,128,ἐρχό(μενος)
b_2802960295,2.XER093,Xer_029_438v,24,πλαγίως
b_7032836325,1.Zavorda,zavorda_8105_71r,132,κεκαμ(μένος) · ἥ κυρτ(ός)
b_7032836325,1.Zavorda,zavorda_8099_66r,5,βαδίζει
b_7032836325,1.Zavorda,zavorda_8092_58v,14,ὁρώ(μενα)
b_2802960295,2.XER093,Xer_023_427r,6,ἔλαβεν
b_7032836325,1.Zavorda,zavorda_8093_60r,80,περιέπ(εις) · προΐστασ<αι> · ἐπ’ἐκ δίκ(ης)
b_2802960295,2.XER093,Xer_042_465r,17,θ(εὸ)ς τῶν ἐλήνων
b_2802960295,2.XER093,Xer_061_503r,6,"ἐπάρωμεν 
κ(αὶ) περικόψωμεν"
b_7032836325,1.Zavorda,zavorda_8092_59r,80,ἀνθρ<α>κῶδ<ες>
b_2802960295,2.XER093,Xer_055_491r,18,ὑπολαμβάνω · κ(αὶ) νομίζω
b_7032836325,1.Zavorda,zavorda_8106_71v,47,ἡδύς
b_2802960295,2.XER093,Xer_030_441r,31,ἐρηρισμέν(ους)
b_2802960295,2.XER093,Xer_010_400v,21,ἀπέθαν(εν)
b_7032836325,1.Zavorda,zavorda_8094_60v,87,ἀμέμπτ(ως)
b_2802960295,2.XER093,Xer_043_466v,1,"κουρεύετ(αι) κ(αὶ) ξύρεται
τὰ μαλία"
b_2802960295,2.XER093,Xer_082_544v,2,προδηλώσας κ(αὶ) προαιμιξάμενος
b_7032836325,1.Zavorda,zavorda_8106_71v,107,βλ<ά>ψαντι
b_2802960295,2.XER093,Xer_046_473r,8,ἀπαλώτησι
b_7032836325,1.Zavorda,zavorda_8110_74v,114,ἡ καλάμη (τ(ῆς) ζ(ει)(ὰς)
b_7032836325,1.Zavorda,zavorda_8104_69v,100,πορευό(μενοι)
b_7032836325,1.Zavorda,zavorda_8105_70v,92,νόθ(οις) (καὶ) ἀδοκίμ(οις)
b_2802960295,2.XER093,Xer_028_436v,19,"ὁ τῶν ἵππων
ἄρχων"
b_7032836325,1.Zavorda,zavorda_8101_67r,5,ἔξ(ω) ἔχε(ον)
b_7032836325,1.Zavorda,zavorda_8093_60r,39,ὁ δεσμ(ὸς) (καὶ) τὰ δράγματα
b_2802960295,2.XER093,Xer_023_426v,19,ματαί(ως)
b_7032836325,1.Zavorda,zavorda_8097_64r,88,τὰ μέλ<η>
b_7032836325,1.Zavorda,zavorda_8094_61r,116,σεισθ(έν)τα · κινηθέν(τα)
b_7032836325,1.Zavorda,zavorda_8106_71v,179,φρ(ον)τίζω
b_7032836325,1.Zavorda,zavorda_8101_67r,107,ἐφαπλοῦ(ται)
b_7032836325,1.Zavorda,zavorda_8106_71v,3,τὸ σχίσ(μα)
b_2802960295,2.XER093,Xer_058_496v,28,οὐκ εφθέγξατο
b_7032836325,1.Zavorda,zavorda_8107_73r,112,μειγ(μένους)
b_5553899179,3.EBE1082,EBE1082_050_30v,10,αὐτῆ τῆ νυκτί
b_7032836325,1.Zavorda,zavorda_8096_63r,102,λυπ(οῦν)
b_7032836325,1.Zavorda,zavorda_8106_71v,29,ὁ βασιλεύ(ων) ἔν θαλ<ά>ττῃ · ζῶ(ον) (δὲ) ἔνι ἐνάλι(ον)
b_2802960295,2.XER093,Xer_020_420v,10,διακεύαν κ(αὶ) τρυφὰν
b_7032836325,1.Zavorda,zavorda_8110_74v,82,ἀλάζονεί<α>
b_7032836325,1.Zavorda,zavorda_8108_73v,120,πηδ(ᾶν)
b_7032836325,1.Zavorda,zavorda_8107_72v,142,ἀδελφοί
b_2802960295,2.XER093,Xer_083_547r,12,ὁράθη
b_7032836325,1.Zavorda,zavorda_8108_73v,130,(περι)έπτυξα
b_2802960295,2.XER093,Xer_038_457r,9,πορεύου· ἤ ἔρχου
b_7032836325,1.Zavorda,zavorda_8107_73r,104,δυν<α>τ(ῶς)
b_2802960295,2.XER093,Xer_029_439r,12,ἐρώτα
