BookID,BookName,PageName,IDAnnot,DefinitionTranscription
b_2802960295,2.XER093,Xer_070_521r,20,φοβῆται · ἢ ζαρόνετ(αι)
b_2802960295,2.XER093,Xer_073_526v,2,τὰ ἀρέσκοντα
b_2802960295,2.XER093,Xer_074_528v,13,ψευδολογουμ(ένη)
b_2802960295,2.XER093,Xer_039_458v,25,τῆς σῆς
b_2802960295,2.XER093,Xer_070_520v,12,αὐστηρὸν· σκηρὸν
b_2802960295,2.XER093,Xer_017_414v,19,γεροντικὸν
b_2802960295,2.XER093,Xer_071_523r,9,συμβουλί(ας)
b_2802960295,2.XER093,Xer_063_506v,9,"κούρσος κ(αὶ) ἀφανισμὸς ·
(καὶ) ἐξολόθρευσις"
b_2802960295,2.XER093,Xer_069_518v,15,τοῦ κραββάτου τὸ πόδι
b_2802960295,2.XER093,Xer_017_414v,4,τίμιος
b_2802960295,2.XER093,Xer_019_419r,20,ζυγομαχῶ κ(αὶ) ἐνίσταμαι
b_2802960295,2.XER093,Xer_030_441r,29,τρώγον(τες)
b_2802960295,2.XER093,Xer_003_387r,8,"ὑπόδειγμα σκιῶδες · κ(αὶ) τύπος κ(αὶ)
ἀφανεὶ"
b_2802960295,2.XER093,Xer_052_484v,2,"θεῖον ·
πῖσσα ὑδατώδης"
b_2802960295,2.XER093,Xer_005_391r,10,"ἀκράτητα · ἢ ὡς μὴ
εἰς νοῦν λαμβανόμ(ενα) · ἀλλ’ οὔτε εἰς χεῖρας
κρατούμ(ενα)"
b_2802960295,2.XER093,Xer_036_452v,25,"οἱ
γάμοι · κ(αὶ) τὰ παιγνίδια"
b_2802960295,2.XER093,Xer_001_383r,15,διὰ τὸ συναγελάζεσθαι τὰ ζῶα · ἠγ(ουν) τὰ κτήνη
b_2802960295,2.XER093,Xer_057_495r,1,συναναστρέφεται ἢ ἀπέρχεται
b_2802960295,2.XER093,Xer_001_383r,5,"! οἱ γέροντες διὰ τὸ πόλιον ·
ἢ διὰ τὸ φρόνημα · ἢ ὅτι ἐκσπέρματος ὄντες τοῦ ἀβραὰμ"
b_2802960295,2.XER093,Xer_067_514v,20,ῥήτορας · κ(αὶ) ὑμνητὰς
b_2802960295,2.XER093,Xer_017_415r,21,εὐνούχοι
b_2802960295,2.XER093,Xer_010_401r,25,ἐξητόνησαν
b_2802960295,2.XER093,Xer_018_416v,20,μερισται· κ(αὶ) οἱ συνάγοντες τοὺς φόρους
b_2802960295,2.XER093,Xer_068_517r,8,ἀγνοίας
b_2802960295,2.XER093,Xer_062_505r,6,μεγαλεῖον · ἢγουν μέγα
b_2802960295,2.XER093,Xer_011_402v,25,προσδοκία
b_2802960295,2.XER093,Xer_063_507r,1,δωρεὰ · ἠ(γουν) δῶμα
b_2802960295,2.XER093,Xer_035_450v,24,"ἡ
χορδῆ"
b_2802960295,2.XER093,Xer_034_449r,2,ἐλθόντες
b_2802960295,2.XER093,Xer_072_524v,8,διάνοια · μετὰ λύπης ἄνευ λόγου
b_2802960295,2.XER093,Xer_055_490v,20,κύμα
b_2802960295,2.XER093,Xer_009_399r,16,διαχώρησιν
b_2802960295,2.XER093,Xer_075_530v,21,"ταλαίπωρος ·
(καὶ) ὑπομονετικὸς"
b_2802960295,2.XER093,Xer_011_402v,8,ἀποκαμόντες
b_2802960295,2.XER093,Xer_067_514v,6,κλίν(ων) · κ(αὶ) ὁρμῶν
b_2802960295,2.XER093,Xer_034_448v,29,τὰ ἄκρα βεβλαμ(ένοι)
b_2802960295,2.XER093,Xer_076_532v,5,τ(ὴν) δύναμιν
b_2802960295,2.XER093,Xer_012_405r,20,ἄκλειστον κ(αὶ) ἀκράτητον
b_2802960295,2.XER093,Xer_003_387r,4,καμινὰς · στακτη θερμὰ · ἠ(γουν) θερμόστακτη
b_2802960295,2.XER093,Xer_042_465r,16,δύναμϊς
b_2802960295,2.XER093,Xer_069_519r,25,θυσιάζομαι
b_2802960295,2.XER093,Xer_035_451r,19,δασυνόμ(ενον) · δηλοῖ ἔλαττον · ἐλάχιστον · μικρ(ὸν)
b_2802960295,2.XER093,Xer_009_399r,6,ἶσον ἀντίσταθμον
b_2802960295,2.XER093,Xer_010_401r,18,ἀπεχώρισεν
b_2802960295,2.XER093,Xer_053_486v,9,γρηγορότης
b_2802960295,2.XER093,Xer_027_434v,27,ἐξακοῦεται · ἐξευμενίζεται · δυσωπεῖται · κ(αὶ) παρακαλεῖται
b_2802960295,2.XER093,Xer_074_529r,24,τιμιώτερον · πολυτελέστερον · κ(αὶ) κοσμιότερον
b_2802960295,2.XER093,Xer_041_462v,23,ἀριθμὸς
b_2802960295,2.XER093,Xer_077_534v,20,λήρους · φλυαρί(ας) κ(αὶ) μωρί(ας)
b_2802960295,2.XER093,Xer_081_542v,23,ἐπαιρόμενοι
b_2802960295,2.XER093,Xer_029_438v,25,τέχνη
b_2802960295,2.XER093,Xer_075_531r,11,"δια τοῦτο ·
κ(αὶ) λοιπὸν"
b_2802960295,2.XER093,Xer_077_534v,1,πληγῆς
b_2802960295,2.XER093,Xer_014_409r,19,τὸ ἀμίαντον (καὶ) καθαρὸν
b_2802960295,2.XER093,Xer_034_449r,29,μαϊμοῦ
b_2802960295,2.XER093,Xer_053_486v,26,ἀπ’ ἀλλοτριεῖ · ἀπατὰ · ἀναπαύει · κολακεύει
b_2802960295,2.XER093,Xer_025_430v,19,διαβιβάζει κ(αὶ) διαπερὰ
b_2802960295,2.XER093,Xer_037_454v,1,νόμος
b_2802960295,2.XER093,Xer_055_490v,16,ὀγκοῦται φλεγμένει
b_2802960295,2.XER093,Xer_061_502v,18,λόγχαι
b_2802960295,2.XER093,Xer_021_422v,8,ἀπῶσαι κ(αὶ) ἀποδιῶξαι
b_2802960295,2.XER093,Xer_005_390v,3,ἀπαίδευτος
b_2802960295,2.XER093,Xer_009_399r,21,ἠ(γουν) δόξη
b_2802960295,2.XER093,Xer_018_417r,20,θεωρεῖν
b_2802960295,2.XER093,Xer_028_437r,14,"ἠ(γουν) ἴσως κ(αὶ) μὴ
πλαγί(ως) ὡς τὸ - ῖ"
b_2802960295,2.XER093,Xer_047_474v,11,λαιμαργουμ(ένην)
b_2802960295,2.XER093,Xer_019_419r,17,(δὲ) λέγ(εται) τὸ ὁξύτερον
b_2802960295,2.XER093,Xer_060_501r,8,ἡτοίμασ(εν)
b_2802960295,2.XER093,Xer_057_494v,1,ὀλέθρια φρονοῦντα
b_2802960295,2.XER093,Xer_080_540v,19,λέγεται
b_2802960295,2.XER093,Xer_077_534v,26,δοξολογία · ὠδὴ κ(αὶ) προσευχὴ
b_2802960295,2.XER093,Xer_026_432v,13,θεικ(ῶς)
b_2802960295,2.XER093,Xer_022_425r,5,παραπλήσια
b_2802960295,2.XER093,Xer_039_459r,5,ὅμοια ἐργαζόμενον κ(αὶ) ἰσοδύναμον
b_2802960295,2.XER093,Xer_036_453r,11,θεόθεν ὀικοδομητόν · θεοκατασκέυαστον
b_2802960295,2.XER093,Xer_077_535r,3,οὐσία
b_2802960295,2.XER093,Xer_081_543r,7,φυσίζωον · ὅπερ ζωὴν ἔφυσεν · ἢτοι ἐβλάστησεν
b_2802960295,2.XER093,Xer_018_416v,5,ἐμποιεῖς ἠ(γουν) φόβον
b_2802960295,2.XER093,Xer_057_495r,8,"μύλος · τὸ ἀπανάριν τοῦ μύλου · τὸ γὰρ ἀ
ποκάτω · μύλως λέγετ(αι)"
b_2802960295,2.XER093,Xer_012_404v,9,δεσμοῖς κ(αὶ) δυκτίοις
b_2802960295,2.XER093,Xer_061_502v,11,πλησίων
b_2802960295,2.XER093,Xer_064_508v,3,προπέτης
b_2802960295,2.XER093,Xer_046_472v,5,"σπήλαιον δυσὲβακτον · ἢ χλοροειδὴς
τόπος"
b_2802960295,2.XER093,Xer_030_440v,5,ἐμάχοντο
b_2802960295,2.XER093,Xer_080_540v,15,χλευαστὴν
b_2802960295,2.XER093,Xer_007_394v,14,ἄργητας · ὑπόθεσις (καὶ) βραδύτήτας
b_2802960295,2.XER093,Xer_079_538v,1,μεγάλ(ων)
b_2802960295,2.XER093,Xer_005_390v,12,πάχος
b_2802960295,2.XER093,Xer_077_535r,15,ἄστεγοι ὑπὸ τῶν ἀέρα
b_2802960295,2.XER093,Xer_066_512v,7,πετάσθ(αι)
b_2802960295,2.XER093,Xer_027_434v,17,διεφθαρμ(ένον) · κ(αὶ) σαπημ(ένον)
b_2802960295,2.XER093,Xer_034_448v,10,λαμπρυνομ(ένη)
b_2802960295,2.XER093,Xer_045_471r,21,ἀντλητήρια
b_2802960295,2.XER093,Xer_046_473r,7,εἴπατε
b_2802960295,2.XER093,Xer_070_520v,17,στῆθος
b_2802960295,2.XER093,Xer_047_474v,23,σύνδενδρος τόπος κ(αὶ) φραγγῶδης
b_2802960295,2.XER093,Xer_043_466v,18,ταπεινοῦται
b_2802960295,2.XER093,Xer_049_478v,12,βασιλεὺς
b_2802960295,2.XER093,Xer_079_538v,16,ἀποστρέφει
b_2802960295,2.XER093,Xer_062_504v,9,μερικὴν γνῶσιν τῶν περι θ(εο)ῦ
b_2802960295,2.XER093,Xer_007_394v,7,ἀμφιβαλλεῖν
b_2802960295,2.XER093,Xer_066_513r,19,εὐχερῆ · εὔκολα
b_2802960295,2.XER093,Xer_033_446v,26,ἀγωρασμέν(ων)
b_2802960295,2.XER093,Xer_044_469r,15,ῥαῦδος
b_2802960295,2.XER093,Xer_056_493r,13,ἀπόλεσ(εν)
b_2802960295,2.XER093,Xer_048_477r,18,μαίνετ(αι) ἢ μάχεται
b_2802960295,2.XER093,Xer_058_496v,10,σκότος · νὺξ μέλαινα
b_2802960295,2.XER093,Xer_049_478v,17,μετοχῆ · μετάληψις κοινωνία
b_2802960295,2.XER093,Xer_033_447r,24,νεάζοντας
b_2802960295,2.XER093,Xer_074_528v,11,χαίρετ(αι)
b_2802960295,2.XER093,Xer_011_402v,1,ἐξέρασαν
b_2802960295,2.XER093,Xer_054_488v,10,"κατεπλάγησαν · κ(αὶ) τὸ ἀπόῤῥητον · οἷον εἴπω
ξενίζομαι"
b_2802960295,2.XER093,Xer_038_457r,12,ἐπευθεί(ας) ἐλαύνομαι
b_2802960295,2.XER093,Xer_075_531r,5,"ταχύτατον · κ(αὶ) τμηκότατον · κ(αὶ)
πτερότατον"
b_2802960295,2.XER093,Xer_062_505r,20,"δαμάζει κ(αὶ) θλίβει 
(καὶ) πατεῖ · κ(αὶ) ταλαιπωρεῖ · κ(αὶ) σφίγγει"
b_2802960295,2.XER093,Xer_074_528v,3,κατοικία
b_2802960295,2.XER093,Xer_048_476v,3,"φθορά ·
κ(αὶ) ἡ νόσος · ἡ βλάβη"
b_2802960295,2.XER093,Xer_015_411r,23,ἀπατήσας
b_2802960295,2.XER093,Xer_080_541r,10,δωρεῖσθαι
b_2802960295,2.XER093,Xer_050_480v,22,μελανὸς · μαῦρος
b_2802960295,2.XER093,Xer_016_412v,5,ἡχοῦν κ(αὶ) κτυποῦν
b_2802960295,2.XER093,Xer_042_464v,22,γυμνασμ(ένος)
b_2802960295,2.XER093,Xer_024_428v,31,κατέσεισε
b_2802960295,2.XER093,Xer_030_441r,27,ἐστολισμέν(ων)
b_2802960295,2.XER093,Xer_039_459r,18,γνώτωσαν
b_2802960295,2.XER093,Xer_041_463r,13,"κατηγορία (καὶ) φανέρωσις τινὸς πράγματος ·
οἷον · κατέρχετ(αι) ὁ ποταμὸς · ἢ ἀνέρχετ(αι) ὁ δεῖνα"
b_2802960295,2.XER093,Xer_015_411r,8,βάδισμα
b_2802960295,2.XER093,Xer_075_531r,23,"τρί(ας) · τριτογενεία ·
φοβερὰ καταπληκτικότατα"
b_2802960295,2.XER093,Xer_014_408v,1,ἀποδώσομεν κ(αὶ) ἀποπληρώσομεν
b_2802960295,2.XER093,Xer_031_443r,30,ἰσάζο<ν>τα
b_2802960295,2.XER093,Xer_055_491r,12,ἐλεῶν
b_2802960295,2.XER093,Xer_033_447r,14,σώματος κ(αὶ) ψυχῆς δέσις
b_2802960295,2.XER093,Xer_032_445r,18,ἐπίσης · κ(αὶ) κατατάξιν κ(αὶ) μετα ταῦτα
b_2802960295,2.XER093,Xer_037_455r,1,πρόβατα · ποίμνια
b_2802960295,2.XER093,Xer_031_443r,22,εὐμενῆν · εἶναι
b_2802960295,2.XER093,Xer_081_542v,1,"τὸ βασταζόμ(ενον) ·
(καὶ) φερόμενον"
b_2802960295,2.XER093,Xer_023_426v,17,ἄμποτε
b_2802960295,2.XER093,Xer_071_523r,13,σύνκοιτ(ον)
b_2802960295,2.XER093,Xer_083_546v,23,ταχέως · συντόμως
b_2802960295,2.XER093,Xer_002_385r,25,"διὰ
παντὸς"
b_2802960295,2.XER093,Xer_034_449r,33,ἐλύπησεν
b_2802960295,2.XER093,Xer_032_444v,17,πλάτος
b_2802960295,2.XER093,Xer_034_448v,20,βρώματα
b_2802960295,2.XER093,Xer_043_467r,4,ταφῆ
b_2802960295,2.XER093,Xer_056_492v,20,πορεύσομαι
b_2802960295,2.XER093,Xer_039_459r,3,ἱσοστάσιον κ(αὶ) ἰσόσταθμον
b_2802960295,2.XER093,Xer_038_456v,12,ὁ τὴν ψιὰν ἔχων ἱομένην
b_2802960295,2.XER093,Xer_074_528v,22,τέσσαρις
