BookID,BookName,PageName,IDAnnot,DefinitionTranscription
b_7032836325,1.Zavorda,zavorda_8099_66r,14,(παρα)νόμ(ως)
b_7032836325,1.Zavorda,zavorda_8098_65r,111,νομιζο(μένους)
b_7032836325,1.Zavorda,zavorda_8097_63v,139,γαστριμαργ(εῖν)
b_7032836325,1.Zavorda,zavorda_8110_74v,146,ὁρμ(ὰς) βελ(ῶν)
b_7032836325,1.Zavorda,zavorda_8110_75r,78,ὁ θηλ<ά>ζ(ων)
b_7032836325,1.Zavorda,zavorda_8103_69r,121,τὰ φθείρον(τα) (τὴν) ψυ(χήν)
b_7032836325,1.Zavorda,zavorda_8105_71r,93,συκή
b_7032836325,1.Zavorda,zavorda_8105_71r,22,νέοι
b_7032836325,1.Zavorda,zavorda_8101_67r,80,ἔσεισ(εν)
b_7032836325,1.Zavorda,zavorda_8102_67v,4,ἡ εὐχ(ῆς) ἀξί<α>
b_7032836325,1.Zavorda,zavorda_8091_58r,123,"ὅπλ(ον) κοσσωτ(ὸν) (ἐστὶ) σκουτάρι(ον)
ἡ τόρκ<α>"
b_7032836325,1.Zavorda,zavorda_8095_62r,39,ἀπαρέσκ(ειν)
b_7032836325,1.Zavorda,zavorda_8106_72r,136,βρέχω
b_7032836325,1.Zavorda,zavorda_8108_74r,146,βοτάνη πικρ<ὰ> ἐν ὄρεσ(ιν) ὃ (καὶ) δορύκνιον
b_7032836325,1.Zavorda,zavorda_8108_73v,108,ὁ ναῦλ(ος)
b_7032836325,1.Zavorda,zavorda_8099_65v,77,ἁγίασμ<α>
b_7032836325,1.Zavorda,zavorda_8096_62v,19,ἥρμοσ(εν)
b_7032836325,1.Zavorda,zavorda_8093_59v,38,τ(ῆς) ξέν(ης)
b_7032836325,1.Zavorda,zavorda_8106_72r,40,ἡ ζώνη
b_7032836325,1.Zavorda,zavorda_8098_65r,21,διαβόητ(ον)
b_7032836325,1.Zavorda,zavorda_8104_69v,175,κ<α>τευθεί(αν)
b_7032836325,1.Zavorda,zavorda_8103_69r,72,φυάλαι
b_7032836325,1.Zavorda,zavorda_8099_66r,114,σύνδεν<δρ(ος)> το<π>
b_7032836325,1.Zavorda,zavorda_8101_66v,103,ἠκριβωμένως
b_7032836325,1.Zavorda,zavorda_8098_65r,120,ξέσται
b_7032836325,1.Zavorda,zavorda_8093_60r,61,ἀποτυχ(εῖν)
b_7032836325,1.Zavorda,zavorda_8106_72r,26,μὴ κρύπτε
b_7032836325,1.Zavorda,zavorda_8103_68v,113,ἡ ἡμέρα
b_7032836325,1.Zavorda,zavorda_8091_57v,102,ἀμάσητα
b_7032836325,1.Zavorda,zavorda_8096_63r,111,ἀνέγγιστ(ον)
b_7032836325,1.Zavorda,zavorda_8098_64v,154,"σκορπίζεται ·
σκίδμη (γὰρ) ἡ σκόρπισ(ις)"
b_7032836325,1.Zavorda,zavorda_8097_64r,110,ἡ κρίσ(ις)
b_7032836325,1.Zavorda,zavorda_8091_57v,11,τὸ στάδι(ον)
b_7032836325,1.Zavorda,zavorda_8092_59r,33,καρπ(ῶν)
b_7032836325,1.Zavorda,zavorda_8091_58r,38,ἀθερ<ά>πευτα
b_7032836325,1.Zavorda,zavorda_8096_62v,13,ὑπάγι(ος)
b_7032836325,1.Zavorda,zavorda_8107_73r,12,θυμ(ου)(μένη)
b_7032836325,1.Zavorda,zavorda_8101_67r,3,ἀνήλωσ(ας)
b_7032836325,1.Zavorda,zavorda_8108_73v,16,ἡ (περι)στερά
b_7032836325,1.Zavorda,zavorda_8103_68v,137,<ἐβόησ(εν)>
b_7032836325,1.Zavorda,zavorda_8098_65r,45,διέτρεχον
b_7032836325,1.Zavorda,zavorda_8094_61r,88,"[[πάλ(ιν)]]
ἐθρήνησ(εν) · ἀνεστέναξ(εν)"
b_7032836325,1.Zavorda,zavorda_8096_63r,128,ἐρχό(μενος)
b_7032836325,1.Zavorda,zavorda_8105_71r,132,κεκαμ(μένος) · ἥ κυρτ(ός)
b_7032836325,1.Zavorda,zavorda_8099_66r,5,βαδίζει
b_7032836325,1.Zavorda,zavorda_8092_58v,14,ὁρώ(μενα)
b_7032836325,1.Zavorda,zavorda_8093_60r,80,περιέπ(εις) · προΐστασ<αι> · ἐπ’ἐκ δίκ(ης)
b_7032836325,1.Zavorda,zavorda_8092_59r,80,ἀνθρ<α>κῶδ<ες>
b_7032836325,1.Zavorda,zavorda_8106_71v,47,ἡδύς
b_7032836325,1.Zavorda,zavorda_8094_60v,87,ἀμέμπτ(ως)
b_7032836325,1.Zavorda,zavorda_8106_71v,107,βλ<ά>ψαντι
b_7032836325,1.Zavorda,zavorda_8110_74v,114,ἡ καλάμη (τ(ῆς) ζ(ει)(ὰς)
b_7032836325,1.Zavorda,zavorda_8104_69v,100,πορευό(μενοι)
b_7032836325,1.Zavorda,zavorda_8105_70v,92,νόθ(οις) (καὶ) ἀδοκίμ(οις)
b_7032836325,1.Zavorda,zavorda_8101_67r,5,ἔξ(ω) ἔχε(ον)
b_7032836325,1.Zavorda,zavorda_8093_60r,39,ὁ δεσμ(ὸς) (καὶ) τὰ δράγματα
b_7032836325,1.Zavorda,zavorda_8097_64r,88,τὰ μέλ<η>
b_7032836325,1.Zavorda,zavorda_8094_61r,116,σεισθ(έν)τα · κινηθέν(τα)
b_7032836325,1.Zavorda,zavorda_8106_71v,179,φρ(ον)τίζω
b_7032836325,1.Zavorda,zavorda_8101_67r,107,ἐφαπλοῦ(ται)
b_7032836325,1.Zavorda,zavorda_8106_71v,3,τὸ σχίσ(μα)
b_7032836325,1.Zavorda,zavorda_8107_73r,112,μειγ(μένους)
b_7032836325,1.Zavorda,zavorda_8096_63r,102,λυπ(οῦν)
b_7032836325,1.Zavorda,zavorda_8106_71v,29,ὁ βασιλεύ(ων) ἔν θαλ<ά>ττῃ · ζῶ(ον) (δὲ) ἔνι ἐνάλι(ον)
b_7032836325,1.Zavorda,zavorda_8110_74v,82,ἀλάζονεί<α>
b_7032836325,1.Zavorda,zavorda_8108_73v,120,πηδ(ᾶν)
b_7032836325,1.Zavorda,zavorda_8107_72v,142,ἀδελφοί
b_7032836325,1.Zavorda,zavorda_8108_73v,130,(περι)έπτυξα
b_7032836325,1.Zavorda,zavorda_8107_73r,104,δυν<α>τ(ῶς)
b_7032836325,1.Zavorda,zavorda_8096_62v,3,οἱ ἀροτριῶντ(ες)
b_7032836325,1.Zavorda,zavorda_8090_57r,21,ἀγνοή<σαι>
b_7032836325,1.Zavorda,zavorda_8105_71r,70,χ(ω)ρ(ισ)θ(έν)τ(ες)
b_7032836325,1.Zavorda,zavorda_8106_72r,25,"τέχν(ας)
καλ(ὰς) ἢ κακ(άς)"
b_7032836325,1.Zavorda,zavorda_8092_59r,111,ἱκαν(ῶς)
b_7032836325,1.Zavorda,zavorda_8093_60r,102,ἔνδυμ<α>
b_7032836325,1.Zavorda,zavorda_8108_73v,139,προέχ(ων)
b_7032836325,1.Zavorda,zavorda_8110_74v,79,ψιθυρίζ(ειν)
b_7032836325,1.Zavorda,zavorda_8097_63v,128,βοηθ(οῦν)τ(ας)
b_7032836325,1.Zavorda,zavorda_8092_58v,35,νικήσεται
b_7032836325,1.Zavorda,zavorda_8095_62r,128,ἀντλήσαντ(ες)
b_7032836325,1.Zavorda,zavorda_8105_70v,70,τῇ μάστιγι νύξ(ας)
b_7032836325,1.Zavorda,zavorda_8093_60r,67,ἐστομω(μένοις)
b_7032836325,1.Zavorda,zavorda_8105_70v,106,ὑπὸ μηρ(ῶν) προσενεχθ(έν)τ(ας)
b_7032836325,1.Zavorda,zavorda_8098_64v,134,ἰσχυρ(ὰς)
b_7032836325,1.Zavorda,zavorda_8103_69r,38,τὰ συνεχῆ (καὶ) πυκνά
b_7032836325,1.Zavorda,zavorda_8094_60v,96,ἀναπλάσο(μεν)
b_7032836325,1.Zavorda,zavorda_8105_71r,82,τελείωσ(ον)
b_7032836325,1.Zavorda,zavorda_8093_59v,127,τὸ κλοκί(ον) < · > τὸ ὑελί(ον) ὅ ἰατροὶ τὸ οὖρ(ος) δέχον(ται)
b_7032836325,1.Zavorda,zavorda_8092_58v,31,ὁ θρῆν(ος)
b_7032836325,1.Zavorda,zavorda_8102_68r,44,ἐυωχί(αν)
b_7032836325,1.Zavorda,zavorda_8092_58v,29,τὸ βασιλέυ(ειν)
b_7032836325,1.Zavorda,zavorda_8103_68v,127,πληροφορί<α>
b_7032836325,1.Zavorda,zavorda_8094_61r,8,παρ(α)κελεύει
b_7032836325,1.Zavorda,zavorda_8101_67r,138,μεταταῦτα
b_7032836325,1.Zavorda,zavorda_8107_73r,67,χρεωστήματ<α>
b_7032836325,1.Zavorda,zavorda_8092_58v,114,ἄκρα τέμνει
b_7032836325,1.Zavorda,zavorda_8107_72v,163,γοερ(ὸν) ἐπίφθεγμ<α>
b_7032836325,1.Zavorda,zavorda_8108_74r,66,τὸ δίκτυ(ον)
b_7032836325,1.Zavorda,zavorda_8092_58v,34,καίουσ<α>
b_7032836325,1.Zavorda,zavorda_8093_59v,81,φιλονικοῦντ(ες)
b_7032836325,1.Zavorda,zavorda_8103_69r,119,στέναξ(ις)
b_7032836325,1.Zavorda,zavorda_8110_75r,26,ὑστέρ(αν)
b_7032836325,1.Zavorda,zavorda_8103_68v,81,κεκαλλ(ώ)πισθαι
b_7032836325,1.Zavorda,zavorda_8105_70v,155,κ<α>λεσ(μένος)
b_7032836325,1.Zavorda,zavorda_8105_70v,119,καλῶ
b_7032836325,1.Zavorda,zavorda_8102_68r,114,φιλί(α)
b_7032836325,1.Zavorda,zavorda_8096_63r,37,τὰ γινό(μενα) συντόμ(ως)
b_7032836325,1.Zavorda,zavorda_8102_67v,132,ὀζεσάτω
b_7032836325,1.Zavorda,zavorda_8097_64r,103,λαμπάδα
b_7032836325,1.Zavorda,zavorda_8098_65r,36,τὸ ἁλσῶδ(ες)
b_7032836325,1.Zavorda,zavorda_8107_72v,158,γοργομίλητ(ον)
b_7032836325,1.Zavorda,zavorda_8102_68r,104,καλ(ῶς) δοκῆσ<αι> · (καὶ) εὐδοκῆσ<αι> · ὁ(μοίως)
b_7032836325,1.Zavorda,zavorda_8105_70v,74,"ἱμ(αν)τ(ας) ·
σχοινί(ον) ποικίλ(ον)"
b_7032836325,1.Zavorda,zavorda_8110_74v,3,σύνταξ(ις)
b_7032836325,1.Zavorda,zavorda_8103_69r,115,τριβήσεται
b_7032836325,1.Zavorda,zavorda_8090_57r,15,ὁμοί(ως)
b_7032836325,1.Zavorda,zavorda_8097_63v,134,γαλέα
b_7032836325,1.Zavorda,zavorda_8105_71r,26,νεάνιδ<α>
b_7032836325,1.Zavorda,zavorda_8095_62r,11,ἀπά<τ<η>μα>
b_7032836325,1.Zavorda,zavorda_8103_69r,128,ἔξω θύρ(ας)
b_7032836325,1.Zavorda,zavorda_8095_62r,101,φόρτ(ων) βασταγμάτ(ων)
b_7032836325,1.Zavorda,zavorda_8099_65v,7,οἱ βαρ(εῖς)
b_7032836325,1.Zavorda,zavorda_8107_72v,59,ἀλλότρι(ος)
b_7032836325,1.Zavorda,zavorda_8102_68r,81,κατεγέλ(ων)
b_7032836325,1.Zavorda,zavorda_8092_59r,118,φόβ(ος) (καὶ) θόρυβ(ος)
b_7032836325,1.Zavorda,zavorda_8099_66r,31,προθύμ(ως)
b_7032836325,1.Zavorda,zavorda_8095_61v,123,ἀποκανόντ(ες)
b_7032836325,1.Zavorda,zavorda_8104_70r,100,ὁ ξηρ(ός)
b_7032836325,1.Zavorda,zavorda_8106_71v,142,μ(ω)ραινο(μένην)
b_7032836325,1.Zavorda,zavorda_8095_61v,53,ἐπτερό(μενα) παχύτατ<α>
b_7032836325,1.Zavorda,zavorda_8096_62v,35,μὴ πατού(μενον)
b_7032836325,1.Zavorda,zavorda_8110_75r,7,παύει · ἢ ἀφήσει(εν)
b_7032836325,1.Zavorda,zavorda_8092_59r,75,ἅλωναι
b_7032836325,1.Zavorda,zavorda_8095_62r,95,"ἀρκτῶ(ος) τόπ(ος) · δια τοῦτο (καὶ) οἱ ἑπτὰ ἀστέρ(ες) ἀρ
κτοῦρ(α) καλ(οῦν)τ<αι> · (κατὰ) (γὰρ) ἄρκτ(ου) βαδίζουσ(ιν) ·
ταύτη (γὰρ) ἡ ἀρκτοῦρ<α> (καὶ) ἅμαξ<α> λέγεται"
b_7032836325,1.Zavorda,zavorda_8097_63v,9,τὸ πλοῖ(ον · ἐ(ὰν) ἔνι τὸ ρεις δίφ(θογγον)
b_7032836325,1.Zavorda,zavorda_8092_59r,127,ἐπινίκι(ος) ὕμνος
b_7032836325,1.Zavorda,zavorda_8099_66r,34,θεο[[ο]]φανεί(ας)
b_7032836325,1.Zavorda,zavorda_8110_75r,105,υποκάμπι<α>
b_7032836325,1.Zavorda,zavorda_8108_73v,26,"πλῆθ(ος)
ὕπαρξ(ις)"
b_7032836325,1.Zavorda,zavorda_8092_59r,5,ὁ ἰατρ(ός)
b_7032836325,1.Zavorda,zavorda_8107_72v,180,ἔγειραι · ἐλθέ
b_7032836325,1.Zavorda,zavorda_8091_58r,118,χείρον<α>
b_7032836325,1.Zavorda,zavorda_8095_61v,91,ὁ δειλ(ός)
b_7032836325,1.Zavorda,zavorda_8107_73r,133,παρακολουθ(οῦν)τι
b_7032836325,1.Zavorda,zavorda_8093_59v,85,ἡ ἐστεγασ(μένη) ἔνθ(εν) (καὶ) ἐκ(εῖ)θ(εν)
b_7032836325,1.Zavorda,zavorda_8095_61v,9,ξίφ(ος)
b_7032836325,1.Zavorda,zavorda_8102_67v,60,ἐπωνυμί(αν)
b_7032836325,1.Zavorda,zavorda_8103_69r,51,θεοσεβ(ής)
b_7032836325,1.Zavorda,zavorda_8102_68r,2,γενναῖ(ον)
b_7032836325,1.Zavorda,zavorda_8101_67r,2,ἀπαρ<ν(εῖ)(ται)>
b_7032836325,1.Zavorda,zavorda_8099_65v,80,ἐπεθύμησ(εν)
b_7032836325,1.Zavorda,zavorda_8103_69r,27,"θερμαίνε(ται)
ἢ καίεται"
b_7032836325,1.Zavorda,zavorda_8105_71r,121,ταράσσει
b_7032836325,1.Zavorda,zavorda_8110_75r,139,προίκ(ας)
b_7032836325,1.Zavorda,zavorda_8098_65r,95,δεικνύ(ω)
b_7032836325,1.Zavorda,zavorda_8106_71v,9,"λί(αν)
βαίν(ειν)"
b_7032836325,1.Zavorda,zavorda_8098_65r,28,ὑπονόει
b_7032836325,1.Zavorda,zavorda_8099_65v,21,"(πόλις) τ(ῆς) ἑλλά<δ(ος)> ·
ἤπειρ(ον) τ(ὴν) παλαι<άν>"
b_7032836325,1.Zavorda,zavorda_8107_73r,98,ἀκον(ῶν)
b_7032836325,1.Zavorda,zavorda_8106_71v,189,(κατα)πεφρονη(μένον)
b_7032836325,1.Zavorda,zavorda_8096_63r,70,συφερ<τ(ὸν)>
b_7032836325,1.Zavorda,zavorda_8107_72v,117,θρήν(ους)
b_7032836325,1.Zavorda,zavorda_8094_61r,49,ὁ κατεστραμ(μένος)
b_7032836325,1.Zavorda,zavorda_8097_64r,23,ἀκρ(ω)τήρι(ον) τ(ῆς) ναξί(ας)
b_7032836325,1.Zavorda,zavorda_8107_73r,106,ὁ κτύπ(ος)
b_7032836325,1.Zavorda,zavorda_8106_72r,114,ἀ(πο)κοιμίσ(ου)σ(ιν)
b_7032836325,1.Zavorda,zavorda_8107_72v,135,ὁμοτρ<ά>πεζ(ος)
b_7032836325,1.Zavorda,zavorda_8105_71r,73,ἡ ἔνδοξ(ος)
b_7032836325,1.Zavorda,zavorda_8106_72r,157,κοιλί<α> · ἢ γαστήρ
b_7032836325,1.Zavorda,zavorda_8091_57v,12,τὸν μὴ παῖδ(ας) τίκτον(τα)
b_7032836325,1.Zavorda,zavorda_8106_71v,93,βλ<α>βῆ(ναι)
b_7032836325,1.Zavorda,zavorda_8098_65r,81,ὁ πτωχ(ός)
b_7032836325,1.Zavorda,zavorda_8101_66v,97,τάχιον
b_7032836325,1.Zavorda,zavorda_8104_69v,95,πορεύοιτο
b_7032836325,1.Zavorda,zavorda_8091_57v,90,[[αὐτὴ]] ἡ πνοὴ
b_7032836325,1.Zavorda,zavorda_8094_61r,96,οὐ χρήζω τί
b_7032836325,1.Zavorda,zavorda_8099_65v,5,δυσχερή
b_7032836325,1.Zavorda,zavorda_8106_72r,109,ῥευμά(των)
b_7032836325,1.Zavorda,zavorda_8105_70v,123,τὸ νόθ(ον)
b_7032836325,1.Zavorda,zavorda_8103_69r,40,κρουσμ(ὸς) σάλπιγγ(ος)
b_7032836325,1.Zavorda,zavorda_8110_74v,65,ἀποδώσ(ω)
b_7032836325,1.Zavorda,zavorda_8107_73r,52,ἐπίρρ(ημα) (ἀντὶ) τ(οῦ) οὐδαμ(ῶς)
b_7032836325,1.Zavorda,zavorda_8103_68v,134,ἐπικριθ(είς)
b_7032836325,1.Zavorda,zavorda_8093_59v,31,μὴ λησμονού(μενον)
b_7032836325,1.Zavorda,zavorda_8104_69v,99,ἐξομολογού(μενοι)
b_7032836325,1.Zavorda,zavorda_8104_70r,104,τρυπη(μένος)
b_7032836325,1.Zavorda,zavorda_8108_74r,137,πλῆθ(ος)
b_7032836325,1.Zavorda,zavorda_8105_71r,10,ἡ βοὴ τ(ῶν) κυν(ῶν)
b_7032836325,1.Zavorda,zavorda_8099_66r,35,θερμο(τάτην)
b_7032836325,1.Zavorda,zavorda_8105_71r,88,ὁ ταχύς
b_7032836325,1.Zavorda,zavorda_8096_62v,61,"(παρα)βάσ(εις)
συνθηκ(ῶν)"
b_7032836325,1.Zavorda,zavorda_8106_72r,164,ἐσώρευ(εν)
b_7032836325,1.Zavorda,zavorda_8098_65r,88,ἀπανθεῖ
b_7032836325,1.Zavorda,zavorda_8110_75r,92,ἐγγύτερ(ον)
b_7032836325,1.Zavorda,zavorda_8096_63r,97,"βάρ(ος) ·
(καὶ) ταραχή"
b_7032836325,1.Zavorda,zavorda_8101_67r,51,ἰών (καὶ) θερ(α)πεύ(ων)
b_7032836325,1.Zavorda,zavorda_8104_70r,90,(κατα)ξηρ(αν)θ(έν)τ<α>
b_7032836325,1.Zavorda,zavorda_8103_69r,19,ποιήσο(μεν)
b_7032836325,1.Zavorda,zavorda_8097_64r,120,ἡ μαγ(ει)ρεί<α>
b_7032836325,1.Zavorda,zavorda_8110_74v,77,κούρι<α>
b_7032836325,1.Zavorda,zavorda_8110_74v,101,τρ<α>π(έν)τ(ες)
b_7032836325,1.Zavorda,zavorda_8106_71v,22,τὸ πλ<α>τύ
b_7032836325,1.Zavorda,zavorda_8097_63v,41,ὁ (παρά)λυτ(ος)
b_7032836325,1.Zavorda,zavorda_8108_73v,142,προνοητικώτερ(ος)
b_7032836325,1.Zavorda,zavorda_8092_59r,125,κύματα θαλάττια
b_7032836325,1.Zavorda,zavorda_8094_61r,92,"οἱ τροχοὶ τ(ῶν) ἁμαξ(ῶν) ·
(καὶ) ἅρματ(ος) περιφέρια"
b_7032836325,1.Zavorda,zavorda_8096_62v,20,φανερ(οῖς)
b_7032836325,1.Zavorda,zavorda_8106_72r,85,πολυαρίθμητοι
b_7032836325,1.Zavorda,zavorda_8107_73r,66,χρεωστῶ
b_7032836325,1.Zavorda,zavorda_8095_61v,84,πολλά
b_7032836325,1.Zavorda,zavorda_8099_65v,105,νάει στ<ά>ζει
b_7032836325,1.Zavorda,zavorda_8104_69v,30,ἱερουργ(εῖν)
b_7032836325,1.Zavorda,zavorda_8098_65r,23,διονύχ(ους)
b_7032836325,1.Zavorda,zavorda_8104_69v,152,"ἐκ τ(ῶν) ἰχν(ῶν)
ἀνεζήτησ(εν)"
b_7032836325,1.Zavorda,zavorda_8092_59r,26,ἐρεθισμοί
b_7032836325,1.Zavorda,zavorda_8107_73r,158,κατεσθίεσθαι
b_7032836325,1.Zavorda,zavorda_8110_74v,157,ὑπὸ ἀνέμ(ου)
b_7032836325,1.Zavorda,zavorda_8099_65v,59,ἔπρεπ(εν)
b_7032836325,1.Zavorda,zavorda_8105_71r,75,ἄναξ
b_7032836325,1.Zavorda,zavorda_8096_63r,92,ἀκριβ(ὲς)
b_7032836325,1.Zavorda,zavorda_8099_65v,150,χάριν
b_7032836325,1.Zavorda,zavorda_8097_64r,26,μεγαλοφ(ω)νο<΄>τερ<α>
b_7032836325,1.Zavorda,zavorda_8094_61r,56,ἐναντί(ον)
b_7032836325,1.Zavorda,zavorda_8094_60v,73,ποταμ(ὸς) ποτὲ μὴ φρϊ[[υ]]ττό(μενος)
b_7032836325,1.Zavorda,zavorda_8094_61r,33,ἀνώρμησ(αν)
