BookID,BookName,PageName,IDAnnot,DefinitionTranscription
b_5553899179,3.EBE1082,EBE1082_069_50r,24,δέρμα
b_5553899179,3.EBE1082,EBE1082_061_42r,24,τὸ βραχύ| τὸ τυχόν
b_5553899179,3.EBE1082,EBE1082_069_49v,14,θεολογεῖ
b_5553899179,3.EBE1082,EBE1082_050_30v,19,τράχηλος
b_5553899179,3.EBE1082,EBE1082_054_34v,2,φλυαρίαι
b_5553899179,3.EBE1082,EBE1082_053_33v,19,λέξις| φωνῆ| φήμη
b_5553899179,3.EBE1082,EBE1082_049_30r,22,αὐτόκλητος
b_5553899179,3.EBE1082,EBE1082_062_43r,13,διάκρισις
b_5553899179,3.EBE1082,EBE1082_063_43v,11,διακόψας
b_5553899179,3.EBE1082,EBE1082_064_44v,9,κλεπτοτρόφον
b_5553899179,3.EBE1082,EBE1082_054_35r,2,ἐπεπλήρωτο
b_5553899179,3.EBE1082,EBE1082_053_33v,18,πορευθέντες
b_5553899179,3.EBE1082,EBE1082_062_42v,14,οἱ εὐνοῦχοι
b_5553899179,3.EBE1082,EBE1082_049_30r,18,ὁ κατ’ ἐνιαυτόν
b_5553899179,3.EBE1082,EBE1082_061_41v,19,"τρεῖς γυναῖκες| αἱ 
 τὸ σοῦτον εἶχον τὰ πρόσωπα|
 φρικοὰ| κ(αὶ) φοβερὰ| ὡς τοὺς ὁ
 ρῶντας θνήσκειν|"
b_5553899179,3.EBE1082,EBE1082_058_39r,21,ἀλαζῶν
b_5553899179,3.EBE1082,EBE1082_056_37r,25,σαφῶς| συντόμως
b_5553899179,3.EBE1082,EBE1082_062_43r,1,θησαυροφυλάκι(ον)
b_5553899179,3.EBE1082,EBE1082_066_46v,21,διὰ ταράττουσιν
b_5553899179,3.EBE1082,EBE1082_058_39r,24,ὁ τὴν γῆν φυλάσσω(ν)
b_5553899179,3.EBE1082,EBE1082_058_38v,16,οἱ ἀρχητέκτονες
b_5553899179,3.EBE1082,EBE1082_055_36r,25,βοΐδια
b_5553899179,3.EBE1082,EBE1082_065_45v,10,κολάζων τους παρανόμους
b_5553899179,3.EBE1082,EBE1082_058_38v,21,φαιδρός| ἱλαρός
b_5553899179,3.EBE1082,EBE1082_061_41v,2,ἡ συνείδησις
b_5553899179,3.EBE1082,EBE1082_055_35v,10,ὁ διάδοχο(ς) παρα ῥωμαίοις
b_5553899179,3.EBE1082,EBE1082_049_30r,7,φύλακες
b_5553899179,3.EBE1082,EBE1082_064_45r,18,"τὰ κοιλώματα τῶν ὑδάτων
 ἐν τὼ βάθει| αἱ ἰλιγγώδεις ἐριστροφαί"
b_5553899179,3.EBE1082,EBE1082_050_31r,11,εὐθέως
b_5553899179,3.EBE1082,EBE1082_054_34v,5,φλύαρος
b_5553899179,3.EBE1082,EBE1082_069_50r,15,ταράσσει
b_5553899179,3.EBE1082,EBE1082_055_36r,12,ὁ ἰχθύς
b_5553899179,3.EBE1082,EBE1082_055_36r,22,μακρὰ| μεγάλη
b_5553899179,3.EBE1082,EBE1082_067_48r,27,σαφηνίας
b_5553899179,3.EBE1082,EBE1082_059_39v,30,προγόνοις προπάπποις
b_5553899179,3.EBE1082,EBE1082_058_39r,7,ἡ ἐπίκαμψις
b_5553899179,3.EBE1082,EBE1082_068_48v,18,ὁ περι τ(ὰς) δίκ(ας) ἀναστρεφόμ(εν)ο(ς)
b_5553899179,3.EBE1082,EBE1082_058_38v,17,κατακλυστὴ ἐρμηνεύεται
b_5553899179,3.EBE1082,EBE1082_050_31r,8,σκοτεινόν
b_5553899179,3.EBE1082,EBE1082_068_49r,25,δίχα χωρίς
b_5553899179,3.EBE1082,EBE1082_063_43v,3,ἡ μάχη| δακιβίζα| τόπο(ς)
b_5553899179,3.EBE1082,EBE1082_067_48r,6,διέτρεχεν
b_5553899179,3.EBE1082,EBE1082_060_40v,19,λυπαρός
b_5553899179,3.EBE1082,EBE1082_062_42v,6,τὸ ἐσθίω
b_5553899179,3.EBE1082,EBE1082_053_34r,14,αἰσχύνη
b_5553899179,3.EBE1082,EBE1082_051_31v,13,θυσία| καθιέρωσις
b_5553899179,3.EBE1082,EBE1082_067_47v,14,μαλακός
b_5553899179,3.EBE1082,EBE1082_065_45v,28,διακόπτων
b_5553899179,3.EBE1082,EBE1082_051_31v,11,ἄφωνος
b_5553899179,3.EBE1082,EBE1082_052_33r,22,ἐξεστηκυῖα
b_5553899179,3.EBE1082,EBE1082_064_45r,19,δύναμιν
b_5553899179,3.EBE1082,EBE1082_062_43r,5,ἐτίμα
b_5553899179,3.EBE1082,EBE1082_063_43v,16,ευωχεί<ϊ>α
b_5553899179,3.EBE1082,EBE1082_057_38r,17,ὁ βυθὸς παρὰ ἡροδότω
b_5553899179,3.EBE1082,EBE1082_055_36r,27,εἶδος μελίσσης
b_5553899179,3.EBE1082,EBE1082_067_48r,2,περὶ γραφομέν(ας)
b_5553899179,3.EBE1082,EBE1082_069_50r,4,κακοποιΐα λαθραία
b_5553899179,3.EBE1082,EBE1082_067_48r,21,διοικεῖ
b_5553899179,3.EBE1082,EBE1082_051_32r,16,ὁμίχλη| σκοτία
b_5553899179,3.EBE1082,EBE1082_055_35v,21,ὁ τα δημόσια ἀγοράζων
b_5553899179,3.EBE1082,EBE1082_069_49v,18,ἔννοια περὶ θ(εο)ῦ ἀψευδής
b_5553899179,3.EBE1082,EBE1082_057_38r,19,τὸ ἀσφαλίζω
b_5553899179,3.EBE1082,EBE1082_059_39v,25,στρωτηρίδια
b_5553899179,3.EBE1082,EBE1082_067_48r,10,δια παρακλήσεως
b_5553899179,3.EBE1082,EBE1082_058_39r,3,ὁ ἐπὶ τρεπὲς βλέπ(ων)
b_5553899179,3.EBE1082,EBE1082_062_42v,5,προσφωνῶ
b_5553899179,3.EBE1082,EBE1082_062_43r,11,τὸ χωρῶ
b_5553899179,3.EBE1082,EBE1082_067_48r,4,διέρχεται
b_5553899179,3.EBE1082,EBE1082_061_41v,1,ἡ ἀδελφή
b_5553899179,3.EBE1082,EBE1082_054_34v,23,ἀναβεβηκώς
b_5553899179,3.EBE1082,EBE1082_056_37r,16,ἄγρια λάχανα
b_5553899179,3.EBE1082,EBE1082_063_43v,2,πλουσιότης
b_5553899179,3.EBE1082,EBE1082_064_44v,17,φοβηθείς
b_5553899179,3.EBE1082,EBE1082_053_33v,15,ῥηγοῦν σφόδρα
b_5553899179,3.EBE1082,EBE1082_057_37v,1,μεγάλα φρονεῖ
b_5553899179,3.EBE1082,EBE1082_069_49v,10,σκοτεινός| μέλας
b_5553899179,3.EBE1082,EBE1082_050_31r,20,ἀπόλυσις
b_5553899179,3.EBE1082,EBE1082_051_32r,3,ἀναποδράστης
b_5553899179,3.EBE1082,EBE1082_061_42r,12,"οἱ ἔλληνες ἀπὸ κώμ(ης)
 τινός| ἢ ἀπο γραικοῦ τινός| καὶ γὰρ
 διὰ τὴν πολλὴν ἀνδρείαν| οὗτως οἱ ἔ
 λλ"
b_5553899179,3.EBE1082,EBE1082_056_36v,14,ἄνεμος ψυχρός
b_5553899179,3.EBE1082,EBE1082_061_42r,9,τοῖνυν
b_5553899179,3.EBE1082,EBE1082_053_34r,17,ἡ τοῦ βασιλέ(ως) γυνή
b_5553899179,3.EBE1082,EBE1082_063_44r,9,παραφύλαξ
b_5553899179,3.EBE1082,EBE1082_064_44v,13,δεῖ δέχεσθαι
b_5553899179,3.EBE1082,EBE1082_051_31v,22,ἀδιανοήτως
b_5553899179,3.EBE1082,EBE1082_054_35r,24,ὁ λίθος τοῦ δικαστηρίου
b_5553899179,3.EBE1082,EBE1082_053_34r,22,ἡ ἀρχὴ καὶ ἔννομος ἐπιστασία
b_5553899179,3.EBE1082,EBE1082_052_32v,1,ὡς ἰχωρος τοῦ σεσηπότο(ς) αἵματο(ς)
b_5553899179,3.EBE1082,EBE1082_051_32r,25,ὁ χ(ριστό)ς
b_5553899179,3.EBE1082,EBE1082_058_39r,20,ἀλαζῶν
b_5553899179,3.EBE1082,EBE1082_062_42v,9,σκεύη λεπτά
b_5553899179,3.EBE1082,EBE1082_069_49v,17,νομίζων προσδοκῶν
b_5553899179,3.EBE1082,EBE1082_069_49v,7,ἡ δάμασις
b_5553899179,3.EBE1082,EBE1082_054_35r,15,χρήζω| βιώσομαι
b_5553899179,3.EBE1082,EBE1082_063_44r,7,ὁ εὐσεβής
b_5553899179,3.EBE1082,EBE1082_058_38v,18,"ἡ πρώτη τροφὴ τοῦ ζώου|
 ὅπερ ἐκ μεταβολῆς γίνεται"
b_5553899179,3.EBE1082,EBE1082_049_30r,23,αὐτῆ τῆ ἡμέρα
b_5553899179,3.EBE1082,EBE1082_064_44v,12,χεῖρας γινομένης
b_5553899179,3.EBE1082,EBE1082_054_35r,8,τὰ βέλη
b_5553899179,3.EBE1082,EBE1082_070_50v,17,πλάσις ψευδής
b_5553899179,3.EBE1082,EBE1082_062_43r,2,μακροκέντης| ἢ κοντός
b_5553899179,3.EBE1082,EBE1082_057_38r,10,ὁ ἐν τῶ βυθῶ
b_5553899179,3.EBE1082,EBE1082_066_46v,15,διαβασταχθείς
b_5553899179,3.EBE1082,EBE1082_061_42r,13,δίσκολος| κ(αὶ) τὸ δίκτυον
b_5553899179,3.EBE1082,EBE1082_050_30v,26,εὔχομαι
b_5553899179,3.EBE1082,EBE1082_062_43r,7,δωρεάς| γέρας| ἀμοιβή| τιμή
b_5553899179,3.EBE1082,EBE1082_067_47v,7,λύτρωσις
b_5553899179,3.EBE1082,EBE1082_050_31r,10,προσκολλᾶν
b_5553899179,3.EBE1082,EBE1082_066_47r,9,διαμάχονται
b_5553899179,3.EBE1082,EBE1082_056_36v,8,βουκόλος
b_5553899179,3.EBE1082,EBE1082_066_46v,16,ἀμφιβάλλει
b_5553899179,3.EBE1082,EBE1082_062_43r,6,τιμ(ῶν)τ(ες)| εὐφημ(οῦν)τ(ες)| δο(ξά)ζο(ν)τ(ες)
b_5553899179,3.EBE1082,EBE1082_063_43v,22,παραδόξως
b_5553899179,3.EBE1082,EBE1082_065_46r,27,διαφυγεῖν
b_5553899179,3.EBE1082,EBE1082_058_38v,7,ἐρμηνεύεται θ(εό)ς καὶ ἄν(θρωπ)ος
b_5553899179,3.EBE1082,EBE1082_049_30r,26,αὐτοῖς
b_5553899179,3.EBE1082,EBE1082_065_45v,20,φανερόν
b_5553899179,3.EBE1082,EBE1082_050_31r,16,ὁ πλοῦτος
b_5553899179,3.EBE1082,EBE1082_051_31v,9,ἀνελεήμων
b_5553899179,3.EBE1082,EBE1082_054_34v,8,μωρός
b_5553899179,3.EBE1082,EBE1082_050_30v,9,κοσμοκράτωρ
b_5553899179,3.EBE1082,EBE1082_062_42v,22,ἀσκούμενος
b_5553899179,3.EBE1082,EBE1082_061_42r,18,ἡ σκευοθήκη
b_5553899179,3.EBE1082,EBE1082_057_38r,3,βυθϊζόμενον
b_5553899179,3.EBE1082,EBE1082_055_35v,15,σφοδρῶς
b_5553899179,3.EBE1082,EBE1082_070_50v,7,ἀποταξάμ(εν)ο(ς)
b_5553899179,3.EBE1082,EBE1082_068_48v,24,τὸ πρὸς ἀξί(αν) ἑκάστω τετιμημ(ένον)
b_5553899179,3.EBE1082,EBE1082_061_42r,7,κϊβωτός| λάρναξ
b_5553899179,3.EBE1082,EBE1082_050_30v,12,μέρος ἀρότρου
b_5553899179,3.EBE1082,EBE1082_052_33r,8,πλανητεύει
b_5553899179,3.EBE1082,EBE1082_059_39v,8,τὸ ζῶ(ον)| ἀπὸ τοῦ γ(ῆς) ἐρευν(ὰν) σπέρματα
b_5553899179,3.EBE1082,EBE1082_063_44r,4,εὔνους| ἀγαθός
b_5553899179,3.EBE1082,EBE1082_068_49r,19,ὁ δύο φύσεις ἔχων
b_5553899179,3.EBE1082,EBE1082_051_31v,7,ἀνέθηκε τῶ θ(ε)ῶ
b_5553899179,3.EBE1082,EBE1082_053_34r,21,τ(οὺς) ὀρθοδόξους ἱερ(εῖς) λέγ(ει)
b_5553899179,3.EBE1082,EBE1082_055_35v,23,ἐλπίδα ἔχων τοῦ ζῆσαι
b_5553899179,3.EBE1082,EBE1082_068_48v,6,διῆλθεν
b_5553899179,3.EBE1082,EBE1082_067_48r,15,ὑπάτησεν
b_5553899179,3.EBE1082,EBE1082_058_38v,14,τὸ κοντάριον
b_5553899179,3.EBE1082,EBE1082_069_50r,19,ἄσμα| ὡδῆ| αἶνος
b_5553899179,3.EBE1082,EBE1082_058_39r,10,γαμικὰ| ἀντὶ δώρα
b_5553899179,3.EBE1082,EBE1082_068_49r,17,διλογία
b_5553899179,3.EBE1082,EBE1082_057_37v,15,ὀργισθίης
b_5553899179,3.EBE1082,EBE1082_059_39v,2,μαντεία πε(ρὶ) τῆς γεννήσεως
b_5553899179,3.EBE1082,EBE1082_054_34v,4,ἡ πολυλογία
b_5553899179,3.EBE1082,EBE1082_059_39v,20,σιαγόσι
b_5553899179,3.EBE1082,EBE1082_066_46v,25,διελέσθαι
b_5553899179,3.EBE1082,EBE1082_063_44r,24,τὸ ποτήριον
b_5553899179,3.EBE1082,EBE1082_066_47r,14,πετασθέντο(ς)
b_5553899179,3.EBE1082,EBE1082_058_38v,23,ἰχθύς
b_5553899179,3.EBE1082,EBE1082_053_33v,3,"σχολαστὴς μὴ παρα
 μένων τῶ πράγματι αὐτοῦ"
b_5553899179,3.EBE1082,EBE1082_054_34v,18,μυσερός| ἀκάθαρτος
b_5553899179,3.EBE1082,EBE1082_065_45v,18,ἡ γῆ
b_5553899179,3.EBE1082,EBE1082_067_48r,12,διετρίβη
b_5553899179,3.EBE1082,EBE1082_068_49r,10,διαχωρϊστέον
b_5553899179,3.EBE1082,EBE1082_054_35r,3,βεβρυκία| δώρα
b_5553899179,3.EBE1082,EBE1082_060_40v,23,φλυαρία
b_5553899179,3.EBE1082,EBE1082_051_32r,23,ἄχρηστος| ὁ ἔσχατο(ς)
b_5553899179,3.EBE1082,EBE1082_051_32r,1,ὃ οὐκ ἔστιν ἐκφυγ(εῖν)
b_5553899179,3.EBE1082,EBE1082_069_49v,6,θεράπενα |δούλη
b_5553899179,3.EBE1082,EBE1082_050_31r,5,ἡ αροτρίαστος γῆ
b_5553899179,3.EBE1082,EBE1082_050_30v,23,σκοτεινός
b_5553899179,3.EBE1082,EBE1082_056_37r,20,ζεόντων καὶ καιομένω(ν)
b_5553899179,3.EBE1082,EBE1082_051_32r,19,ἄρχειν| προηγεῖσθαι
b_5553899179,3.EBE1082,EBE1082_068_49r,7,ἐπίσκοπος
b_5553899179,3.EBE1082,EBE1082_052_32v,8,προσεγγίσαι
b_5553899179,3.EBE1082,EBE1082_062_42v,13,τὸ δίκτυον
b_5553899179,3.EBE1082,EBE1082_064_44v,18,οἱκοδομήσ(αν)τες
b_5553899179,3.EBE1082,EBE1082_055_36r,23,παρουσία
b_5553899179,3.EBE1082,EBE1082_055_35v,25,μωρία| ὑπεροψία
b_5553899179,3.EBE1082,EBE1082_051_31v,23,ἀνεκδιήγητον
b_5553899179,3.EBE1082,EBE1082_062_42v,8,βαβισμός
b_5553899179,3.EBE1082,EBE1082_055_35v,24,μωρὸ(ς)| μὴ εἰδὼς τὰ πράγματα διακρί(ναι)
b_5553899179,3.EBE1082,EBE1082_064_44v,1,ἀπάτη| δόλος
b_5553899179,3.EBE1082,EBE1082_057_37v,7,ἔμβρι(ον)| νήπιον
b_5553899179,3.EBE1082,EBE1082_059_40r,9,τὸ ἀντλῶ
b_5553899179,3.EBE1082,EBE1082_064_44v,14,φοβούμενος
b_5553899179,3.EBE1082,EBE1082_068_49r,26,ἐπιθυμεῖτε
b_5553899179,3.EBE1082,EBE1082_066_46v,1,εἰσφορὰ συντέλεσας
b_5553899179,3.EBE1082,EBE1082_060_40v,20,κυανός| ἢ λευκός
b_5553899179,3.EBE1082,EBE1082_049_30r,13,αὔξησις
b_5553899179,3.EBE1082,EBE1082_068_49r,3,κάτοπτρον
b_5553899179,3.EBE1082,EBE1082_064_45r,2,δεδοκημ(έν)ο(ς)
b_5553899179,3.EBE1082,EBE1082_066_47r,3,κολυμβήσαντες
b_5553899179,3.EBE1082,EBE1082_069_49v,19,τὸ ταράσσω
b_5553899179,3.EBE1082,EBE1082_059_39v,12,περιήγησις
b_5553899179,3.EBE1082,EBE1082_066_47r,8,διακομίζειν
b_5553899179,3.EBE1082,EBE1082_069_49v,2,διαβόητον
b_5553899179,3.EBE1082,EBE1082_056_36v,3,εἶδος σκώληκος
b_5553899179,3.EBE1082,EBE1082_057_37v,16,τὸ ὀλίγ(ον) πόμα
b_5553899179,3.EBE1082,EBE1082_055_36r,5,παραλυτικός
b_5553899179,3.EBE1082,EBE1082_057_38r,7,μαίνεται ὁ λέων
b_5553899179,3.EBE1082,EBE1082_062_43r,8,ἀκροτήρι(ον)
b_5553899179,3.EBE1082,EBE1082_055_35v,26,ἀντί τοῦ βραδέως
b_5553899179,3.EBE1082,EBE1082_065_46r,22,δεσπίζει
b_5553899179,3.EBE1082,EBE1082_064_44v,23,μεμέρισται
b_5553899179,3.EBE1082,EBE1082_057_37v,26,αἷμα
b_5553899179,3.EBE1082,EBE1082_055_36r,16,ἀποστάζων τοῦ μέλιτο(ς)
b_5553899179,3.EBE1082,EBE1082_055_36r,26,ἐπίκουρος
b_5553899179,3.EBE1082,EBE1082_065_45v,2,ὁ ἄρχων τοῦ δήμου
b_5553899179,3.EBE1082,EBE1082_051_32r,27,τὸ πιτυρώδες τ(ῆς) κεφαλ(ῆς)
b_5553899179,3.EBE1082,EBE1082_064_45r,8,πατουμένη
b_5553899179,3.EBE1082,EBE1082_052_33r,12,ἀγαπῶ
b_5553899179,3.EBE1082,EBE1082_050_31r,13,ἀποσπᾶ
b_5553899179,3.EBE1082,EBE1082_051_32r,4,ἄφωνο(ς)| μὴ κεχηνῶς
b_5553899179,3.EBE1082,EBE1082_051_31v,24,σύνεφον
b_5553899179,3.EBE1082,EBE1082_060_40v,5,τὸ χλορὸν κρόμυον| κ(αὶ) τὸ ἀμπελόπρασον
b_5553899179,3.EBE1082,EBE1082_063_44r,14,ἡ βύρσα
b_5553899179,3.EBE1082,EBE1082_069_49v,23,κρίνεις
b_5553899179,3.EBE1082,EBE1082_059_39v,5,οἰ φράγγοι
b_5553899179,3.EBE1082,EBE1082_067_47v,10,ἡ σχολή
b_5553899179,3.EBE1082,EBE1082_049_30r,10,τὸ φωνιτικ(ὸν) ὄργαν(ον)$
b_5553899179,3.EBE1082,EBE1082_068_48v,25,τιμωρία| ἢ πρόνια
b_5553899179,3.EBE1082,EBE1082_060_40v,7,μικρὰ γῆ
b_5553899179,3.EBE1082,EBE1082_063_43v,15,αριστηταί| <σύνδειπνοι| ἐστιάτωρ (δὲ) ὁ τὸ ἄριστον ποι(ῶν)
b_5553899179,3.EBE1082,EBE1082_066_47r,26,διαφθείρουσαι
b_5553899179,3.EBE1082,EBE1082_059_39v,21,παλαι(ὸν) φυτόν
b_5553899179,3.EBE1082,EBE1082_056_36v,11,ἀπατεών
b_5553899179,3.EBE1082,EBE1082_066_46v,17,διαχύρησιν
b_5553899179,3.EBE1082,EBE1082_064_44v,26,έκφοβῶν
b_5553899179,3.EBE1082,EBE1082_062_42v,21,ἀκολασταίνω
b_5553899179,3.EBE1082,EBE1082_062_42v,18,ἡ τρϊβή
b_5553899179,3.EBE1082,EBE1082_055_35v,27,ὁ ἀγριόφθαλμος
b_5553899179,3.EBE1082,EBE1082_063_44r,11,δειλός
b_5553899179,3.EBE1082,EBE1082_065_45v,3,ὁ τα πάντα
b_5553899179,3.EBE1082,EBE1082_059_39v,26,δωρεάς
b_5553899179,3.EBE1082,EBE1082_051_31v,2,διηγεῖσθαι
b_5553899179,3.EBE1082,EBE1082_051_31v,25,δυσχερής| ἀμαθής
b_5553899179,3.EBE1082,EBE1082_049_30r,2,συντόμως
b_5553899179,3.EBE1082,EBE1082_056_36v,16,υἱοὶ βροντῆς
b_5553899179,3.EBE1082,EBE1082_070_50v,25,ποιοῦσι μίαν μνᾶν
b_5553899179,3.EBE1082,EBE1082_051_32r,21,καθαρ(ὸν)| ἀμίαντον
b_5553899179,3.EBE1082,EBE1082_053_34r,11,μικρὸς| ὁλίγος
b_5553899179,3.EBE1082,EBE1082_061_42r,3,τὰ τῶν ὑποκριτῶν προσωπεῖα
b_5553899179,3.EBE1082,EBE1082_060_40v,3,"ὁ προσδοκώμ(εν)ο(ς)
 βίος| ὡς τοῦ θανάτου κεχωρισμ(έν)ο(ς)|
 καὶ ἐλεύθερος λύπης"
b_5553899179,3.EBE1082,EBE1082_056_37r,3,ἄρτος| ἐλατός
