BookID,BookName,PageName,IDAnnot,LemmaTranscription,DefinitionTranscription
b_2802960295,2.XER093,Xer_002_384v,3,ἀγώσιμος,πεφορτισμένος
b_2802960295,2.XER093,Xer_002_384v,30,ἄγραυλος,ὁ ἐν ἀγρῶ αὐλιζόμ(ενός)
b_2802960295,2.XER093,Xer_002_384v,31,ἀ,
b_2802960295,2.XER093,Xer_002_384v,4,ἄγγας,αγγάλας
b_2802960295,2.XER093,Xer_002_384v,5,ἄγων,φέρον κ(αὶ) κομίζων
b_2802960295,2.XER093,Xer_002_384v,6,ἄγνει,ἄγνειαν · δϊὰ τοῦ εῖ διφθόγκου · κ(αὶ) διὰ τῆς δασί(ας) εἰς τὸ ἄλφα · λέγ(εται) καθαρότητα
b_2802960295,2.XER093,Xer_002_384v,7,ἀγνοίαν,"διὰ τοῦ οῖ · κ(αὶ) διὰ τὴν εἰς 
τ’ ἄλα ψιλὴν · λέ(γεται) ἀγνωσία κ(αὶ) ἀκαθαρσία"
b_2802960295,2.XER093,Xer_002_384v,8,ἀγηός,λαμπρὸς
b_2802960295,2.XER093,Xer_002_384v,9,ἀγλαὴς,καλλονῆς
b_2802960295,2.XER093,Xer_002_385r,1,χίθυρον,πλησιόθυρον γείτονα
b_2802960295,2.XER093,Xer_002_385r,10,ἀδαήμονας,ἀμαθεῖς κ(αὶ) ἀπείρους
b_2802960295,2.XER093,Xer_002_385r,11,ἀδαμ(αν)τινα,στερέα
b_2802960295,2.XER093,Xer_002_385r,12,ἅδης,"ὁ τὰ ἄδυτα δήνον ·
ἀλὺτῶν δήσεων"
b_2802960295,2.XER093,Xer_002_385r,13,ἀδάμαστος,ἀνὑπότακτος
b_2802960295,2.XER093,Xer_002_385r,14,ἄδυτος,ἄδετος
b_2802960295,2.XER093,Xer_002_385r,15,ἀδέκαστος,ἀδωροδόκητος
b_2802960295,2.XER093,Xer_002_385r,16,ἀδέσποτον,αὐτεξούσιον
b_2802960295,2.XER093,Xer_002_385r,17,ἅδει,"λέγει κ(αὶ) ψάλ<λ>ει τὰς
ὠδὰς"
b_2802960295,2.XER093,Xer_002_385r,18,ἀδιστάκτως,ἀδυσπίστως
b_2802960295,2.XER093,Xer_002_385r,19,ἀδδιφάγος,ὁ ταχέ(ως) ἐθίων
b_2802960295,2.XER093,Xer_002_385r,2,ἀγχιμάχης,πλησιο μάχης
b_2802960295,2.XER093,Xer_002_385r,20,ἀδόνητος,ἀσάλευτος
b_2802960295,2.XER093,Xer_002_385r,21,ἀδρότης,πλουσίοτης
b_2802960295,2.XER093,Xer_002_385r,22,ἀδροτέρας,πλουσιοτέρ(ας)
b_2802960295,2.XER093,Xer_002_385r,23,ἀδρανεῖ,ἀσθενεῖ ἄπρακτα
b_2802960295,2.XER093,Xer_002_385r,24,ἄδυτα,"τὰ ἀεί ζωα · κ(αὶ) μὴ
κρυπτόμε(να) · κ(αὶ) τὰ μὴ δύνοντα ἐν τῷ σκότος"
b_2802960295,2.XER093,Xer_002_385r,25,ἀεὶ,"διὰ
παντὸς"
b_2802960295,2.XER093,Xer_002_385r,26,ἀεικαῖς,ἀπρεπῆς
b_2802960295,2.XER093,Xer_002_385r,27,ἀένναον,"τὸ πᾶν
βρύον · κ(αὶ) τὸ αἰώνιον"
b_2802960295,2.XER093,Xer_002_385r,28,ἀέχεινες,ππένητες
b_2802960295,2.XER093,Xer_002_385r,3,ἀγχόνη,βρίχος κ(αὶ) ποιγμονῆ ἡ διὰ σχοινίου ὡς ἡ φούλκα
b_2802960295,2.XER093,Xer_002_385r,4,ἀγχιστεία,"πλησιογενεία κ(αὶ) συγγένεια · ὡς τὸ οἱ δε ἀγχισταὶ αὐτοῦ ἔλεγον αὐτῷ · τίς
σου τὰς κόῤῥας διήνοιξε"
b_2802960295,2.XER093,Xer_002_385r,5,ἄγχων,κατέχων κ(αὶ) ποίγων
b_2802960295,2.XER093,Xer_002_385r,6,ἀγωγίκων,φορτομένων
b_2802960295,2.XER093,Xer_002_385r,7,ἀναγωγῆ,ἀνατροφῆ
b_2802960295,2.XER093,Xer_002_385r,8,ἀδαῆ,ἄπειρον κ(αὶ) ἀμαθῆ
b_2802960295,2.XER093,Xer_002_385r,9,ἀδάμας,εἶδος σιδήρου
b_2802960295,2.XER093,Xer_003_386v,1,ἀελῆ,συνστροφῆ ἀνέμου
b_2802960295,2.XER093,Xer_003_386v,10,ἄθεσμος,παράνομος
b_2802960295,2.XER093,Xer_003_386v,11,ἀθέμητον,ἄνομον
b_2802960295,2.XER093,Xer_003_386v,12,ἄθικτον,διὰ τοῦ ῖ τὸ θ̄ · ἄβατος κ(αὶ) ἀπόρευτος τοῖς ποσί τόποις
b_2802960295,2.XER093,Xer_003_386v,13,ἄθικτον,"διὰ τοῦ ῆ τὸ
θ̄ · ἀψηλάφητον"
b_2802960295,2.XER093,Xer_003_386v,14,ἀθῶοι,διὰ τοῦ ῶ τὸ θ̄ · ἀναίτιοι
b_2802960295,2.XER093,Xer_003_386v,15,ἀθρᾶσαι,διὰ τοῦ ᾶ · ἰδεῖν
b_2802960295,2.XER093,Xer_003_386v,16,ἀθρῶν,θεωρῶν
b_2802960295,2.XER093,Xer_003_386v,17,ἄθραυστον,ἄτραπτον κ(αὶ) ἀσύντριπτον
b_2802960295,2.XER093,Xer_003_386v,18,ἀιγλήκτα,φαεινότατον
b_2802960295,2.XER093,Xer_003_386v,19,αἰδέσθητι,"αἰσχύνθητι ·
εὐλαβήθητι"
b_2802960295,2.XER093,Xer_003_386v,2,ἄζευξ,μονάζων
b_2802960295,2.XER093,Xer_003_386v,20,αἰδούμενος,"ἐντρεπόμ(ενος) · κ(αὶ) τιμόμ(ενος) κ(αὶ) εὐλαβούμ(ενος) παρα πάντων ὡς φρόνημος ἢ ὡς
ἐν ἀρετῆ ὤν"
b_2802960295,2.XER093,Xer_003_386v,21,ἀθρίσας,σκορπήσας
b_2802960295,2.XER093,Xer_003_386v,22,ἀθρό(ως),ἐξάφνης κ(αὶ) ταχέως
b_2802960295,2.XER093,Xer_003_386v,23,ἀθρόματα,παιγνίδια
b_2802960295,2.XER093,Xer_003_386v,24,ἀθῶος,ὁ ἀζήμιος
b_2802960295,2.XER093,Xer_003_386v,25,ἀθροίσωμεν,συνάξωμεν
b_2802960295,2.XER093,Xer_003_386v,26,αἲ,οἶμοι κ(αὶ) φεῦς
b_2802960295,2.XER093,Xer_003_386v,27,αἰδέσιμον,σεμνὸν κ(αὶ) τίμιον κ(αὶ) λαμπρὸν · κ(αὶ) θαυμαστὸν
b_2802960295,2.XER093,Xer_003_386v,28,αἴγλη,λαμπηδὼν
b_2802960295,2.XER093,Xer_003_386v,3,ἀήθης,ὁ χωρισήθους
b_2802960295,2.XER093,Xer_003_386v,4,ἀἡδῆ,ἀνόρεκτον
b_2802960295,2.XER093,Xer_003_386v,5,ἄημα,πνοή
b_2802960295,2.XER093,Xer_003_386v,6,ἀήττητον,ἀνίκητον κ(αὶ) ἄτρεπτον
b_2802960295,2.XER093,Xer_003_386v,7,ἀθανάσιος κ(αὶ) ἀθάνατη,διὰ τ’ ἄνοθεν οὑν ἔχειν θ(εο)ῦ · ὁνοῖς οὐ σαλεύετ(αι)
b_2802960295,2.XER093,Xer_003_386v,8,ἀθλήσαντες,κακοπαθήσαντες
b_2802960295,2.XER093,Xer_003_386v,9,ἄθλος,ἀγώνισμα
b_2802960295,2.XER093,Xer_003_387r,1,αἰδῆ,εὐλάβεια · φόβον · αἰδροσύνη
b_2802960295,2.XER093,Xer_003_387r,10,αἴηγμα,ζήτημα
b_2802960295,2.XER093,Xer_003_387r,11,αἴνοι,ὁ πρὸς θ(ε)ὸν ἔπαινος · σεβάσμιος
b_2802960295,2.XER093,Xer_003_387r,12,αἴξ,αἴγα
b_2802960295,2.XER093,Xer_003_387r,13,αἰθὴρ,ὁ ἐν ὥψει ἀήρ
b_2802960295,2.XER093,Xer_003_387r,14,ἀΐδιον,αἰῶνιον
b_2802960295,2.XER093,Xer_003_387r,15,αἰώλος,εὐκινήτος
b_2802960295,2.XER093,Xer_003_387r,16,αἰκίαν,ὕβριν
b_2802960295,2.XER093,Xer_003_387r,17,αἰκιζόμ(ενος),μαστιζόμ(ενος)
b_2802960295,2.XER093,Xer_003_387r,18,αἰπώλος,ποιμὴν
b_2802960295,2.XER093,Xer_003_387r,19,αἰρετότερα,"προκριτότερα ·
ποθηνότερα"
b_2802960295,2.XER093,Xer_003_387r,2,αἴεδρα,"ὑπὸ
τὸν ἀέρα"
b_2802960295,2.XER093,Xer_003_387r,20,αἰρεῖσθαι,ἐκλέγεσθαι
b_2802960295,2.XER093,Xer_003_387r,21,αἰρούμ(ενος),βουλόμ(ενος)
b_2802960295,2.XER093,Xer_003_387r,22,αἴσχιστον,"ἐντρεπτιὼν · αἰσχρ(ὸν) κ(αὶ)
ῥυπαρὸν"
b_2802960295,2.XER093,Xer_003_387r,23,αἴσχιον,χεῖρον
b_2802960295,2.XER093,Xer_003_387r,24,αἴσχος,"ὁ ῥύπος ·
ἡ ἀσχημοσύνη κ(αὶ) ἡ ἀπρέπεια"
b_2802960295,2.XER093,Xer_003_387r,25,αἴσιος,καθ’ ἡμῶν
b_2802960295,2.XER093,Xer_003_387r,26,αἴσητ(αι),ἀκούσετ(αι)
b_2802960295,2.XER093,Xer_003_387r,27,αἴτιος,ἀρχιγὸς
b_2802960295,2.XER093,Xer_003_387r,28,αἰῶν,ζωῆ
b_2802960295,2.XER093,Xer_003_387r,29,αἰώνιον,"ἀΐδιον · ἠ(γουν) τὸ πάντοτε 
ὤν κ(αὶ) ὑπάρχων"
b_2802960295,2.XER093,Xer_003_387r,3,αἱμοβόροι,αἱματοπιοὶ
b_2802960295,2.XER093,Xer_003_387r,30,ἀκάθεκτον,"ἄτακτον · ἠ(γουν) τὸ μὴ
τάξιν ἔχον"
b_2802960295,2.XER093,Xer_003_387r,4,αἰθάλη,καμινὰς · στακτη θερμὰ · ἠ(γουν) θερμόστακτη
b_2802960295,2.XER093,Xer_003_387r,5,αἰθρίαν,εὐδί(αν)
b_2802960295,2.XER093,Xer_003_387r,6,αἴων,διὰ παντὸς
b_2802960295,2.XER093,Xer_003_387r,7,αἰκισμὸς,πληγαὶ
b_2802960295,2.XER093,Xer_003_387r,8,αἴνιγμα,"ὑπόδειγμα σκιῶδες · κ(αὶ) τύπος κ(αὶ)
ἀφανεὶ"
b_2802960295,2.XER093,Xer_003_387r,9,αἰνιπτόμενος,δεικνύων
b_2802960295,2.XER093,Xer_004_388v,1,ἀκεσόδυνος,θεραπευτῆς ὀδυνῶν
b_2802960295,2.XER093,Xer_004_388v,10,ἀκέστους,ἰἀτροὺς
b_2802960295,2.XER093,Xer_004_388v,11,ἀκήρατον,ἄφθαρτον κ(αὶ) ἄφλεκτον
b_2802960295,2.XER093,Xer_004_388v,12,ἀκηλιδωτον,ἄσπιλον · ἀρρύπαρον · ἄχραντον κ(αὶ) καθαρὸν
b_2802960295,2.XER093,Xer_004_388v,13,ἀκοίμητον,ἄφθαρτον
b_2802960295,2.XER093,Xer_004_388v,14,ἀκίβδηλον,δόκιμον κ(αὶ) καθαρὸν
b_2802960295,2.XER093,Xer_004_388v,15,ἀκιδνότερον,ἀσθενέστερον
b_2802960295,2.XER093,Xer_004_388v,16,ἀκλόνητον,"ἀτάραχον
(καὶ) μὴ φόβον ἔχοντα"
b_2802960295,2.XER093,Xer_004_388v,17,ἀκοίμηστοι,"μὴ τυχοντες
ταφῆς"
b_2802960295,2.XER093,Xer_004_388v,18,ἄκλεος,ἄδοξος
b_2802960295,2.XER093,Xer_004_388v,19,ἀκλήτους,ἀκαλέστους
b_2802960295,2.XER093,Xer_004_388v,2,αἴκλιτος,"ὁ μὴ κλινόμ(ενος) · τῇ συνηδήσει κ(αὶ) τ(ὸν)
αὐχένα"
b_2802960295,2.XER093,Xer_004_388v,20,ἀκμαζει,"βαστάνει κ(αὶ) νεάζει εἰς ἡλικί(αν)
κ(αὶ) ἀυξάνει"
b_2802960295,2.XER093,Xer_004_388v,21,ἀκμαὶ,ὀξύτεραι κ(αὶ) ἀνδρεῖαι
b_2802960295,2.XER093,Xer_004_388v,22,ἀκμαιότατον,λαμπρότατον · κ(αὶ) ὀξύτατον · (καὶ) δυναμοτατον
b_2802960295,2.XER093,Xer_004_388v,23,ἀκμοιτοῖ,ἄνευ σκόπου
b_2802960295,2.XER093,Xer_004_388v,24,ἀκολασιαν,"ἀκρασιαν · ἢγουν
ἡ μὴ κρατούμ(ενη)"
b_2802960295,2.XER093,Xer_004_388v,25,ἀκολασιαν λέγε(ται),"ὁ πορνεύων εἰς 
πλήστας γυναῖκ(ας)·ἠ(γουν) ὁ ἀπὸ ἑτέρας εἰς ἑτέραν διερχόμ(ενος)·εἴτις κ(αὶ) ἀκρασια"
b_2802960295,2.XER093,Xer_004_388v,3,ἀκμὴ,ἡλικίαν κ(αὶ) ὁξύτης
b_2802960295,2.XER093,Xer_004_388v,4,ἀκωντισθῶμεν,ἀκούσωμεν
b_2802960295,2.XER093,Xer_004_388v,5,ἀκατάληκτος,ἀκατάπαυστος
b_2802960295,2.XER093,Xer_004_388v,6,ἀκαριαῖον,τὰχὴν · ὁλίγον · κ(αὶ) λεπτὸν
b_2802960295,2.XER093,Xer_004_388v,7,ἀκάτιον,μικρὸν πλοῖον
b_2802960295,2.XER093,Xer_004_388v,8,ἀκατεύναστος,ἀκοίμητος
b_2802960295,2.XER093,Xer_004_388v,9,ἄκιος,θεραπεία
b_2802960295,2.XER093,Xer_004_389r,1,ἀσύγκριτον,"ἀνόμον · ἠ(γουν) τὸ μὴ δυνάμ(ενον)
διανοηθῆναι κ(αὶ) ὁμοιουθῆναι (καὶ) συγκριθῆναι ·
μήτε δι’ ἀγ"
b_2802960295,2.XER093,Xer_004_389r,10,ἀκρορείους,ἄκρα ὄρους
b_2802960295,2.XER093,Xer_004_389r,11,ἀκρόδια,καρποὶ δένδρων
b_2802960295,2.XER093,Xer_004_389r,12,ἀκροθηνία,ἀπαῤχαὶ ἐνιαύσιαι
b_2802960295,2.XER093,Xer_004_389r,13,ἀκροτηριασμὸν,ὁ τὰ ἄκρα βεβλαμ(ένος)
b_2802960295,2.XER093,Xer_004_389r,14,ἀκτὰς,πετρόδης τόπος
b_2802960295,2.XER093,Xer_004_389r,15,"ἀκτιστο
συμπλαστουργο σύνθρονον",ἄκτιστον (καὶ) δημιουργὸν · κ(αὶ) ὁμότιμον (καὶ) ὁμόθρονον
b_2802960295,2.XER093,Xer_004_389r,16,ἀκτὶς,αἰγιαλοὺς
b_2802960295,2.XER093,Xer_004_389r,17,ἄκων,μὴ θέλων
b_2802960295,2.XER093,Xer_004_389r,18,ἀκύρωτον,ἀβεβαίωτον
b_2802960295,2.XER093,Xer_004_389r,2,ἀκουτίσατε,δοξασατε
b_2802960295,2.XER093,Xer_004_389r,3,ἀκουτισθῶμεν,διδαχθῶμεν
b_2802960295,2.XER093,Xer_004_389r,4,ἀκροβυστία,ἀπεριτμησία
b_2802960295,2.XER093,Xer_004_389r,5,ἀκρόβυστον,ἀπερίτμητονο
b_2802960295,2.XER093,Xer_004_389r,6,ἀκραδαντοι,ἀσάλευτοι
b_2802960295,2.XER093,Xer_004_389r,7,ἀκρέμονες,βλαστοικλάδων
b_2802960295,2.XER093,Xer_004_389r,8,ἀκρότομον,"ἤ ὡς ἐξ άκρον τμημένον ὄρους · ἢ ὡς τῇ
κρούσει τμημ(ένον)"
b_2802960295,2.XER093,Xer_004_389r,9,ἀκραιφνὲς,καθαρὸν (καὶ) τέλειον
b_2802960295,2.XER093,Xer_005_390v,1,ἁλὰ,ἅλας
b_2802960295,2.XER093,Xer_005_390v,10,ἀλάστορ,κακοποιός
b_2802960295,2.XER093,Xer_005_390v,11,ἀλγέων,ἀλγηδόνων
b_2802960295,2.XER093,Xer_005_390v,12,ἀλγῆς,πάχος
b_2802960295,2.XER093,Xer_005_390v,13,ἀλγοῦντ(ας),θρηνοῦντας
b_2802960295,2.XER093,Xer_005_390v,14,ἀλλ’ ἔστι,ὑπάρχει
b_2802960295,2.XER093,Xer_005_390v,15,ἀλγης,πικρια κ(αὶ) λύπη (καὶ) πόνος
b_2802960295,2.XER093,Xer_005_390v,16,ἀλίπτης,ἀγωνιστῆς (καὶ) δι’ ἐγερτῆς
b_2802960295,2.XER093,Xer_005_390v,17,ἀλεξιφάρματων,βοήθεια πρὸς τὰ κακὰ
b_2802960295,2.XER093,Xer_005_390v,18,ἀληγορία,"τροπολογία ·
φυσιολογία · ἢ ἀλλ’ ὅτι περὶ τῶν ἐνορώμ(ενον) ὑπο
δεικνύουσα · ὡς τὸ ἐπὶ κατάρατος εἶ ἀ"
b_2802960295,2.XER093,Xer_005_390v,19,ἀλήκτως,ἀπαύστως · ἀτελευτήτως (καὶ) αἰωνί(ως)
b_2802960295,2.XER093,Xer_005_390v,2,ἀλλὰ,ἀντὰτῆ · (καὶ) τίθεται διὰ τῆς διόλλ(ας)
b_2802960295,2.XER093,Xer_005_390v,20,ἀλλ’ ἄνα,ἀλλ’ ὧ βασιλεῦ (καὶ) θὲὲ
b_2802960295,2.XER093,Xer_005_390v,3,ἀκίκλης,ἀπαίδευτος
b_2802960295,2.XER093,Xer_005_390v,4,ἀλλαλαγμ(ένος),"φωνῆ
ἄναρθρος ἐπὶ ἡττηθήσιν ἐχθροῦ"
b_2802960295,2.XER093,Xer_005_390v,5,ἀλλ’ ἄγε,ἀλλὰ φέρε · ἢ μεταδοῦναι ἢ ἀλλὰ δὴ
b_2802960295,2.XER093,Xer_005_390v,6,ἀλέγω,ὀυ φροντίζω
b_2802960295,2.XER093,Xer_005_390v,7,ἄλλεται,ὁρμᾶ
b_2802960295,2.XER093,Xer_005_390v,8,ἀλεξητήριον,βοήθεια (καὶ) ὑπερμαχίαν (καὶ) ἀναγωγῆ
b_2802960295,2.XER093,Xer_005_390v,9,ἀλαζῶν,ὑπερήφανος
b_2802960295,2.XER093,Xer_005_391r,1,ἄλλης,"πάνης τῆς ἐξ ἄλλης χεδρας
εἰς ἄλλην ἀμοιβῆς (καὶ) πλανήσεων"
b_2802960295,2.XER093,Xer_005_391r,10,ἄληπτα,"ἀκράτητα · ἢ ὡς μὴ
εἰς νοῦν λαμβανόμ(ενα) · ἀλλ’ οὔτε εἰς χεῖρας
κρατούμ(ενα)"
b_2802960295,2.XER093,Xer_005_391r,11,ἀλισγημάτ(ων),μιασμάτων
b_2802960295,2.XER093,Xer_005_391r,12,ἀλισκομένοις,κρατουμένοις
b_2802960295,2.XER093,Xer_005_391r,13,ἀλητήριος,ἁμαρτωλὸς
b_2802960295,2.XER093,Xer_005_391r,14,ἀλησούχος,διάδοχος
b_2802960295,2.XER093,Xer_005_391r,15,ἀλιταίνω,ἁμαρτάνω
b_2802960295,2.XER093,Xer_005_391r,16,ἀλητῆς,πλανητῆς
b_2802960295,2.XER093,Xer_005_391r,17,ἄλις,δαψιλῶς · ἢ ὡς πλουσί(ως) (καὶ) πολυτελῶς
b_2802960295,2.XER093,Xer_005_391r,18,ἅλιον,θαλάσσιον
b_2802960295,2.XER093,Xer_005_391r,19,ἀλκῆ,δύναμις
b_2802960295,2.XER093,Xer_005_391r,2,ἀλθαὶνοντα,ἰατρεύοντι
b_2802960295,2.XER093,Xer_005_391r,20,ἅλμα,πήδημα
b_2802960295,2.XER093,Xer_005_391r,21,ἄλματα,πηδήματα λέγοντ(αι)
b_2802960295,2.XER093,Xer_005_391r,22,ἀλλοδαπὸς,ξένος
b_2802960295,2.XER093,Xer_005_391r,23,ἁλλομένου ὕδατος,βλύζοντος
b_2802960295,2.XER093,Xer_005_391r,24,ἀλλόντες,ληφθέντες
b_2802960295,2.XER093,Xer_005_391r,25,ἀλιοῦντους,κρατοῦντες
b_2802960295,2.XER093,Xer_005_391r,3,ἀλλοίωσις,"μεταβολῆ
(καὶ) δαμασμὸς (καὶ) μετάλαξις"
b_2802960295,2.XER093,Xer_005_391r,4,ἀλογίστου,ἀνοήτου
b_2802960295,2.XER093,Xer_005_391r,5,ἀλῶνται,πλανῶντ(αι)
b_2802960295,2.XER093,Xer_005_391r,6,ἀλῶ,πλανῶ ἀπατῶ
b_2802960295,2.XER093,Xer_005_391r,7,ἀλώπεκα,"διὰ τὸ ἀλοίειν
τὴν ὁπην τοῦ οἴκου · (καὶ) διὰ τὸ ἔστιν πλάνης 
τὸ ὄνομα"
b_2802960295,2.XER093,Xer_005_391r,8,ἄληκτα,ἀπαράλλακτα
b_2802960295,2.XER093,Xer_005_391r,9,ἄλητρος,ἁμαρτωλὸς
b_2802960295,2.XER093,Xer_006_392v,1,ἀλοὺς,"κρατηθεῖς
πασθεῖς (καὶ) κουρασθεὶς"
b_2802960295,2.XER093,Xer_006_392v,10,ἀλλυσιτελὲς,ἀσύμφορον · μαρτῶν · ἀποτυχῶν
b_2802960295,2.XER093,Xer_006_392v,11,ἀμείψας,ἐκτείν(ας)
b_2802960295,2.XER093,Xer_006_392v,12,ἀμετάβλητον,ἀμετάβαλτον
b_2802960295,2.XER093,Xer_006_392v,13,ἄμεμπτον,τὸ μὴ ἔχων μέψιν · (καὶ) καθαρόν
b_2802960295,2.XER093,Xer_006_392v,14,ἀμεὶψωμ(εν),ἀντικαλλάξωμεν
b_2802960295,2.XER093,Xer_006_392v,15,ἄμεινον,κρεῖττον
b_2802960295,2.XER093,Xer_006_392v,16,ἀμιγῶς,μὴ ἒχων μίξιν
b_2802960295,2.XER093,Xer_006_392v,17,ἀμαρύγματα,τυπώματα
b_2802960295,2.XER093,Xer_006_392v,18,ἀμβρυνόμ(ενος),(καὶ) λαμπρυνόμ(ενος)
b_2802960295,2.XER093,Xer_006_392v,19,ἀμβροσία,ἀθανασία
b_2802960295,2.XER093,Xer_006_392v,2,ἀλουργὴς,πορφύρον
b_2802960295,2.XER093,Xer_006_392v,20,ἁπλακήματα,ἁμαρτήματα
b_2802960295,2.XER093,Xer_006_392v,21,ἁμπλάκημα,ἁμάρτημα
b_2802960295,2.XER093,Xer_006_392v,22,ἀμβλυωσί(ας),τυφλώσεως
b_2802960295,2.XER093,Xer_006_392v,23,ἄμιλλα,φιλονικία · (καὶ) τὸ συνέρισμα
b_2802960295,2.XER093,Xer_006_392v,24,ἀμοίβων,ἀνταποδίδων · (καὶ) μεταλλάτων
b_2802960295,2.XER093,Xer_006_392v,3,ἀλωτὸς,κρατητὸς
b_2802960295,2.XER093,Xer_006_392v,4,ἄλσαια,καθύργους τόπους
b_2802960295,2.XER093,Xer_006_392v,5,ἄλσος,δασὺς τόπος
b_2802960295,2.XER093,Xer_006_392v,6,ἀλῶναι,κρατηθῆναι
b_2802960295,2.XER093,Xer_006_392v,7,ἀλώβητον,"ἀβλαβὲς·
λώβη γὰρ λέγων ἡ βλάβη"
b_2802960295,2.XER093,Xer_006_392v,8,ἄλλως,"ἢ ὡς
ἀλλοτρόπως · ἢ ἀλλ’ ἕως"
b_2802960295,2.XER093,Xer_006_392v,9,ἀλλῶς,"λέγετ(αι) 
ἄλλωνα"
