BookID,BookName,PageName,IDAnnot,LemmaTranscription
b_7032836325,1.Zavorda,zavorda_8098_64v,27,δείκελ(ος)
b_7032836325,1.Zavorda,zavorda_8106_72r,86,μυσ<α>τό(μενος)
b_7032836325,1.Zavorda,zavorda_8104_69v,120,ἴστ(ω)
b_7032836325,1.Zavorda,zavorda_8108_74r,162,<στίγμα(τα)>
b_7032836325,1.Zavorda,zavorda_8102_68r,137,ἐύθραστ(ον)
b_7032836325,1.Zavorda,zavorda_8099_65v,156,ἐῖξαι
b_7032836325,1.Zavorda,zavorda_8103_69r,51,θεοσέπτωρ
b_7032836325,1.Zavorda,zavorda_8093_60r,102,ἄμφι(ον)
b_7032836325,1.Zavorda,zavorda_8105_71r,34,κόλλυβ(ος)
b_7032836325,1.Zavorda,zavorda_8106_72r,124,νε(ὼς)
b_7032836325,1.Zavorda,zavorda_8094_60v,30,ἀναφῆναι
b_7032836325,1.Zavorda,zavorda_8106_72r,50,μοῦσα
b_7032836325,1.Zavorda,zavorda_8097_63v,57,βρόχ(ος)
b_7032836325,1.Zavorda,zavorda_8098_64v,59,δήϊοι
b_7032836325,1.Zavorda,zavorda_8107_73r,101,παφλάζ(ων)
b_7032836325,1.Zavorda,zavorda_8106_72r,54,μοδ(ὸν)
b_7032836325,1.Zavorda,zavorda_8104_69v,163,καθήκει
b_7032836325,1.Zavorda,zavorda_8102_68r,91,εὐλὴ
b_7032836325,1.Zavorda,zavorda_8104_70r,64,κακο<ρ>ρόθ(ων)
b_7032836325,1.Zavorda,zavorda_8103_68v,116,ἠμείφθη
b_7032836325,1.Zavorda,zavorda_8101_67r,148,ἐπαρυστρίδ(ες)
b_7032836325,1.Zavorda,zavorda_8106_72r,150,νήπιν(ον)
b_7032836325,1.Zavorda,zavorda_8103_68v,90,ἠϊόν(ας)
b_7032836325,1.Zavorda,zavorda_8108_74r,159,συγχύσαι
b_7032836325,1.Zavorda,zavorda_8095_62r,130,ἀρηξήνορ(ος)
b_7032836325,1.Zavorda,zavorda_8094_60v,105,ἄνηβ(ον)
b_7032836325,1.Zavorda,zavorda_8093_60r,87,ἀμάρτοι
b_7032836325,1.Zavorda,zavorda_8091_57v,101,ἀδήφατα
b_7032836325,1.Zavorda,zavorda_8110_74v,167,ὑποφήτ(ης)
b_7032836325,1.Zavorda,zavorda_8096_62v,40,ἀσμενέστατα
b_7032836325,1.Zavorda,zavorda_8101_66v,99,ἐνι(εῖ)σα
b_7032836325,1.Zavorda,zavorda_8095_62r,14,ἀποστοιχίζ(ων)
b_7032836325,1.Zavorda,zavorda_8102_68r,50,ἐσθλ(ὸς)
b_7032836325,1.Zavorda,zavorda_8106_71v,111,λωμ(ω)τ(ὸν)
b_7032836325,1.Zavorda,zavorda_8092_59r,126,ἀλγυνθ(εῖ)
b_7032836325,1.Zavorda,zavorda_8095_62r,84,ἀρύσασθαι
b_7032836325,1.Zavorda,zavorda_8110_75r,53,ὑπεμειδίασ(εν)
b_7032836325,1.Zavorda,zavorda_8110_75r,92,ὑπόγϋ(ον)
b_7032836325,1.Zavorda,zavorda_8099_65v,162,ἐίσομ<αι>
b_7032836325,1.Zavorda,zavorda_8091_57v,41,ἀγκάζετο
b_7032836325,1.Zavorda,zavorda_8105_71r,46,κοσκυλμ<ά>τια
b_7032836325,1.Zavorda,zavorda_8103_68v,80,ἡγήσ<α>το
b_7032836325,1.Zavorda,zavorda_8104_70r,104,κατημαξευ(μένος)
b_7032836325,1.Zavorda,zavorda_8102_67v,55,ἐπαρήγουσ(αν)
b_7032836325,1.Zavorda,zavorda_8102_67v,29,ἐπιρρώσει
b_7032836325,1.Zavorda,zavorda_8092_59r,108,ἀλίσκοιτο
b_7032836325,1.Zavorda,zavorda_8096_62v,24,ἀρθρέμβολα
b_7032836325,1.Zavorda,zavorda_8106_72r,114,ναυσθλ(ώ)σ(ου)σ(ιν)
b_7032836325,1.Zavorda,zavorda_8101_67r,138,ἔπειτα
b_7032836325,1.Zavorda,zavorda_8095_62r,100,ἄρσ(εις)
b_7032836325,1.Zavorda,zavorda_8110_75r,110,ὑποτρέσαι
b_7032836325,1.Zavorda,zavorda_8104_70r,3,κα(τα)κάλλυν(ον)
b_7032836325,1.Zavorda,zavorda_8104_69v,32,ἱερομηνί<α>
b_7032836325,1.Zavorda,zavorda_8093_60r,7,ἀμουσία
b_7032836325,1.Zavorda,zavorda_8104_70r,65,κατορ<σ>φν(ὸν)
b_7032836325,1.Zavorda,zavorda_8106_72r,162,νηκ(ού)στησ(εν)
b_7032836325,1.Zavorda,zavorda_8094_60v,73,ἄναπτ(ος)
b_7032836325,1.Zavorda,zavorda_8092_58v,96,ἀίεν
b_7032836325,1.Zavorda,zavorda_8091_58r,61,ἀήτας
b_7032836325,1.Zavorda,zavorda_8095_61v,42,ἀποτειχίζ(ων)
b_7032836325,1.Zavorda,zavorda_8108_74r,56,ῥωννύουσ<α>
b_7032836325,1.Zavorda,zavorda_8107_73r,158,περϊδαρδάπτεσθαι
b_7032836325,1.Zavorda,zavorda_8098_65r,54,δισκευθέντ<α>
b_7032836325,1.Zavorda,zavorda_8110_74v,172,ὑπέρτατ(ον)
b_7032836325,1.Zavorda,zavorda_8103_68v,65,ζιβήνη
b_7032836325,1.Zavorda,zavorda_8107_72v,17,νουνεχ(ῶς)
b_7032836325,1.Zavorda,zavorda_8099_66r,76,ἑκ(ὼν)
b_7032836325,1.Zavorda,zavorda_8107_73r,24,ὀυκ ἐπιλήσο(μαι)
b_7032836325,1.Zavorda,zavorda_8107_73r,23,ὀυ προσίεντο
b_7032836325,1.Zavorda,zavorda_8092_59r,85,ἀλεῶρις
b_7032836325,1.Zavorda,zavorda_8093_59v,37,ἁλοὺς
b_7032836325,1.Zavorda,zavorda_8097_64r,115,δάπε<δ>ζ(ον)
b_7032836325,1.Zavorda,zavorda_8102_67v,137,ἔρμ(ος)
b_7032836325,1.Zavorda,zavorda_8098_65r,102,δοχμία
b_7032836325,1.Zavorda,zavorda_8107_72v,186,ὁράδαμν(ος)
b_7032836325,1.Zavorda,zavorda_8096_62v,126,ἀτρόπους
b_7032836325,1.Zavorda,zavorda_8098_65r,84,δαιάζει
b_7032836325,1.Zavorda,zavorda_8104_69v,55,ἰθαγεν(ής)
b_7032836325,1.Zavorda,zavorda_8091_57v,20,ἀγείρεται
b_7032836325,1.Zavorda,zavorda_8099_65v,121,εἰκότα
b_7032836325,1.Zavorda,zavorda_8103_69r,125,θυόων
b_7032836325,1.Zavorda,zavorda_8106_71v,97,λυττῶν(τες)
b_7032836325,1.Zavorda,zavorda_8090_57r,71,ἄγε
b_7032836325,1.Zavorda,zavorda_8098_64v,120,διευκρίνησ(εν)
b_7032836325,1.Zavorda,zavorda_8098_64v,24,δεῖν ὀφείλ(ειν)
b_7032836325,1.Zavorda,zavorda_8107_73r,66,ὀφλησκάν(ω)
b_7032836325,1.Zavorda,zavorda_8106_71v,120,μακ<α>βάρ
b_7032836325,1.Zavorda,zavorda_8108_74r,114,σκιτρ(ῶν)
b_7032836325,1.Zavorda,zavorda_8096_63r,54,ἁφὴ
b_7032836325,1.Zavorda,zavorda_8107_73r,144,παρασφῖσι
b_7032836325,1.Zavorda,zavorda_8091_57v,102,ἀδιάθρυπτα
b_7032836325,1.Zavorda,zavorda_8107_73r,74,ὀψίστ<ην>
b_7032836325,1.Zavorda,zavorda_8094_61r,132,ἆ <’>οίδ(ης)
b_7032836325,1.Zavorda,zavorda_8095_62r,98,ἀρτυλί(α)
b_7032836325,1.Zavorda,zavorda_8096_63r,71,ἀφάτω
b_7032836325,1.Zavorda,zavorda_8102_67v,139,ἐρω(μένους)
b_7032836325,1.Zavorda,zavorda_8106_71v,160,μεταφῦν<αι>
b_7032836325,1.Zavorda,zavorda_8103_69r,139,θυρε(ὸν)
b_7032836325,1.Zavorda,zavorda_8091_58r,10,ἄελλαι
b_7032836325,1.Zavorda,zavorda_8106_72r,159,νήδυμ(ον)
b_7032836325,1.Zavorda,zavorda_8093_60r,62,ἄμμορ(ος)
b_7032836325,1.Zavorda,zavorda_8095_61v,22,ἀπεῖργ(ον)
b_7032836325,1.Zavorda,zavorda_8108_73v,130,προστέρνη<¨>σα
b_7032836325,1.Zavorda,zavorda_8106_72r,143,νεμήσασθαι
b_7032836325,1.Zavorda,zavorda_8106_72r,200,νάρδ(ος)
b_7032836325,1.Zavorda,zavorda_8104_70r,134,(κατὰ) ῥ(οῦν)
b_7032836325,1.Zavorda,zavorda_8093_60r,55,ἀμολγόϊ
b_7032836325,1.Zavorda,zavorda_8103_68v,83,ἥδιστ<α>
b_7032836325,1.Zavorda,zavorda_8107_73r,35,"ὀυκ
ἐφι(έν)ται"
b_7032836325,1.Zavorda,zavorda_8099_66r,63,ἐκ μαγγάν(ου)
b_7032836325,1.Zavorda,zavorda_8107_73r,21,ὀυτί
b_7032836325,1.Zavorda,zavorda_8090_57r,90,ἄγε
b_7032836325,1.Zavorda,zavorda_8092_58v,90,αἴσυλ<α>
b_7032836325,1.Zavorda,zavorda_8105_70v,81,κελαιν(ὸν)
b_7032836325,1.Zavorda,zavorda_8102_67v,76,ἐπεισφορ(αῖς)
b_7032836325,1.Zavorda,zavorda_8106_71v,30,λεβιτονάρι(ον)
b_7032836325,1.Zavorda,zavorda_8104_70r,125,κατηπίοντο
b_7032836325,1.Zavorda,zavorda_8092_59r,96,ἀλλυδεὶς
b_7032836325,1.Zavorda,zavorda_8093_60r,103,ἀνάσσ(ης)
b_7032836325,1.Zavorda,zavorda_8102_67v,131,ἐρεσχελ(εῖς)
b_7032836325,1.Zavorda,zavorda_8110_74v,99,τυηνύμεν(ον)
b_7032836325,1.Zavorda,zavorda_8097_63v,17,βαλλί(αν)
b_7032836325,1.Zavorda,zavorda_8108_73v,13,πέπλ(ον)
b_7032836325,1.Zavorda,zavorda_8106_71v,108,λυκ<ά>β(ας)>
b_7032836325,1.Zavorda,zavorda_8099_66r,26,ἔκστασ(ις)
b_7032836325,1.Zavorda,zavorda_8101_66v,85,ἐνίεισ(ιν)
b_7032836325,1.Zavorda,zavorda_8090_57r,118,ἀγρίοφων(ος)
b_7032836325,1.Zavorda,zavorda_8108_73v,76,πλαγχθ(έν)τ(ες)
b_7032836325,1.Zavorda,zavorda_8106_71v,5,λάτρ(ις)
b_7032836325,1.Zavorda,zavorda_8108_73v,87,πότερ(ον)
b_7032836325,1.Zavorda,zavorda_8108_74r,12,πυρραμίδ(ας)
b_7032836325,1.Zavorda,zavorda_8102_68r,153,ἐυκλε(ὲς)
b_7032836325,1.Zavorda,zavorda_8097_63v,3,βεβυσ(μένος)
b_7032836325,1.Zavorda,zavorda_8092_59r,39,ἀκατ<ά>πληκτ(ος)
b_7032836325,1.Zavorda,zavorda_8106_71v,28,λέλακ(εν)
b_7032836325,1.Zavorda,zavorda_8098_64v,149,διακεισό(μενον)
b_7032836325,1.Zavorda,zavorda_8097_64r,77,γριφὶς
b_7032836325,1.Zavorda,zavorda_8105_71r,145,κωτίλοι
b_7032836325,1.Zavorda,zavorda_8105_71r,69,κραιπν(ὰ)
b_7032836325,1.Zavorda,zavorda_8102_67v,34,ἐπιτάρροθ(ος)
b_7032836325,1.Zavorda,zavorda_8096_62v,109,ἄτεγκτοι
b_7032836325,1.Zavorda,zavorda_8108_73v,5,περιαθρ(εῖν)
b_7032836325,1.Zavorda,zavorda_8105_71r,99,κτέρ(ας)
b_7032836325,1.Zavorda,zavorda_8104_70r,37,κατερυθρ<αί>νει
b_7032836325,1.Zavorda,zavorda_8090_57r,113,ἀγερώσοι
b_7032836325,1.Zavorda,zavorda_8092_59r,84,ἅλα
b_7032836325,1.Zavorda,zavorda_8107_72v,117,ὀλοφυρμ(ούς)
b_7032836325,1.Zavorda,zavorda_8103_69r,20,θεεικελάα
b_7032836325,1.Zavorda,zavorda_8093_59v,87,ἀμύριτ(ον)
b_7032836325,1.Zavorda,zavorda_8108_74r,20,πύελ(ον)
b_7032836325,1.Zavorda,zavorda_8103_69r,141,θυ<¨>έσθια δεῖπνα
b_7032836325,1.Zavorda,zavorda_8101_67r,90,ἐπαΐον(τα)
b_7032836325,1.Zavorda,zavorda_8105_70v,18,κατεκήλησ(αν)
b_7032836325,1.Zavorda,zavorda_8091_57v,1,ἀγορὰ
b_7032836325,1.Zavorda,zavorda_8104_70r,42,κα(τα)θεώ(μενοι)
b_7032836325,1.Zavorda,zavorda_8093_59v,62,ἀλακτί(ας)
b_7032836325,1.Zavorda,zavorda_8092_59r,18,ἀκαχ<΄>η(μενο[[΄]]ς)
b_7032836325,1.Zavorda,zavorda_8098_64v,17,δερμάτ(ων)
b_7032836325,1.Zavorda,zavorda_8091_58r,127,αἰδὼ
b_7032836325,1.Zavorda,zavorda_8097_64r,89,γυμνάσια
b_7032836325,1.Zavorda,zavorda_8096_63r,77,ἀφροντιστί
b_7032836325,1.Zavorda,zavorda_8105_71r,21,κολόσυρ<τ(ον)>
b_7032836325,1.Zavorda,zavorda_8099_66r,153,ἔμφύλι(ον)
b_7032836325,1.Zavorda,zavorda_8098_64v,32,δεισιμελέητ(ος)
b_7032836325,1.Zavorda,zavorda_8092_58v,55,ἀίθονες
b_7032836325,1.Zavorda,zavorda_8108_74r,49,ῥαῦθ(ος)
b_7032836325,1.Zavorda,zavorda_8107_72v,88,ὀιών(ων)
b_7032836325,1.Zavorda,zavorda_8103_68v,92,ἥκιστα <(ἐπίρρημα)>
b_7032836325,1.Zavorda,zavorda_8106_71v,44,λοιμ(ῶν)
b_7032836325,1.Zavorda,zavorda_8096_63r,88,ἀφὼ
b_7032836325,1.Zavorda,zavorda_8110_75r,69,ὑπερκέοιτο
b_7032836325,1.Zavorda,zavorda_8091_58r,89,ἀθηλεῖς
b_7032836325,1.Zavorda,zavorda_8106_72r,142,νέμε<α>
b_7032836325,1.Zavorda,zavorda_8105_71r,7,κνέφαλ(ον)
b_7032836325,1.Zavorda,zavorda_8093_59v,13,ἅλος
b_7032836325,1.Zavorda,zavorda_8103_68v,103,ἠλίθι(ος)
b_7032836325,1.Zavorda,zavorda_8095_62r,131,ἀρέσθορε
b_7032836325,1.Zavorda,zavorda_8103_69r,98,θορ(ὸς)
b_7032836325,1.Zavorda,zavorda_8099_66r,12,ἐκδοχὴ
b_7032836325,1.Zavorda,zavorda_8110_75r,75,υπόσχεσ(ις)
b_7032836325,1.Zavorda,zavorda_8091_57v,107,ἀδρανέ(ων)
b_7032836325,1.Zavorda,zavorda_8110_75r,102,ὕπαρ
b_7032836325,1.Zavorda,zavorda_8103_69r,69,θηλυδρί(ας)
b_7032836325,1.Zavorda,zavorda_8095_62r,91,ἄρπ(ην)
b_7032836325,1.Zavorda,zavorda_8104_69v,6,ἰάχεμ(ος)
b_7032836325,1.Zavorda,zavorda_8097_64r,11,γένεθλ<α>
b_7032836325,1.Zavorda,zavorda_8093_59v,111,ἀμπεχό(μενος)
b_7032836325,1.Zavorda,zavorda_8106_72r,1,μέθεξ(ις)
b_7032836325,1.Zavorda,zavorda_8108_74r,103,σκεδ<ά>σ(ας)
b_7032836325,1.Zavorda,zavorda_8102_67v,32,ἐπιτοιχίζει
b_7032836325,1.Zavorda,zavorda_8103_69r,145,θῶ
b_7032836325,1.Zavorda,zavorda_8104_70r,58,κα(τα)κ(ῶ)λ(ον)
b_7032836325,1.Zavorda,zavorda_8095_61v,34,ἀπρίατ(ον)
b_7032836325,1.Zavorda,zavorda_8102_68r,1,ἑρσήεντ<α>
b_7032836325,1.Zavorda,zavorda_8091_57v,67,ἀγκύλ(ον)
b_7032836325,1.Zavorda,zavorda_8103_69r,95,θόλον
b_7032836325,1.Zavorda,zavorda_8090_57r,27,ἀβύρβηλ(ον)
b_7032836325,1.Zavorda,zavorda_8103_69r,200,<θέριστρ(ον)>
b_7032836325,1.Zavorda,zavorda_8107_73r,2,ὀρόφυντ(ος)
b_7032836325,1.Zavorda,zavorda_8101_67r,95,ἐπάειρ(αν)
b_7032836325,1.Zavorda,zavorda_8095_62r,108,ἀριθμ(ὸς)
b_7032836325,1.Zavorda,zavorda_8099_66r,50,ἔκθεσμ(ον)
b_7032836325,1.Zavorda,zavorda_8110_74v,116,τοκή(ων)
b_7032836325,1.Zavorda,zavorda_8098_64v,104,διηνέχθη
b_7032836325,1.Zavorda,zavorda_8095_61v,63,ἀποσκορακίζει
b_7032836325,1.Zavorda,zavorda_8102_67v,136,ἐρετμοὶ
b_7032836325,1.Zavorda,zavorda_8098_64v,18,δῖνον
b_7032836325,1.Zavorda,zavorda_8108_73v,145,προϊοῦσ<α>
b_7032836325,1.Zavorda,zavorda_8104_70r,12,κάλυκ(ας)
b_7032836325,1.Zavorda,zavorda_8097_64r,143,δέρρ(εις)
b_7032836325,1.Zavorda,zavorda_8106_71v,135,μαραναθά
b_7032836325,1.Zavorda,zavorda_8095_61v,32,ἀπόσιν
b_7032836325,1.Zavorda,zavorda_8090_57r,33,ἀβέβηλ(ος)
b_7032836325,1.Zavorda,zavorda_8097_63v,59,βέλεμν<α>
b_7032836325,1.Zavorda,zavorda_8105_70v,56,καπερναοὺμ
b_7032836325,1.Zavorda,zavorda_8096_63r,18,αὐτόχθ(ων)
b_7032836325,1.Zavorda,zavorda_8110_75r,29,ὕδαν
b_7032836325,1.Zavorda,zavorda_8095_62r,33,ἀπόχρη
b_7032836325,1.Zavorda,zavorda_8096_62v,143,ἀτλήτ(ω)
b_7032836325,1.Zavorda,zavorda_8096_63r,53,ἄφαρ
b_7032836325,1.Zavorda,zavorda_8105_70v,132,κλείο(μαι)
b_7032836325,1.Zavorda,zavorda_8098_65r,16,διανέμ(ων)
b_7032836325,1.Zavorda,zavorda_8104_70r,120,κάρδοπ(ος)
b_7032836325,1.Zavorda,zavorda_8098_65r,64,δοίης
b_7032836325,1.Zavorda,zavorda_8110_75r,114,ὑπόδρα ἰδ(ὼν)
b_7032836325,1.Zavorda,zavorda_8101_66v,7,ἐμβροντησί(α)
b_7032836325,1.Zavorda,zavorda_8091_58r,69,ἀθρήσατε
b_7032836325,1.Zavorda,zavorda_8107_72v,168,ὀπιπὰ
b_7032836325,1.Zavorda,zavorda_8099_66r,147,ἐμπεδοῖ
b_7032836325,1.Zavorda,zavorda_8102_68r,142,εὐθείν(ειν)
b_7032836325,1.Zavorda,zavorda_8096_62v,11,ἀρυὼθ
b_7032836325,1.Zavorda,zavorda_8096_62v,8,ἀρκτῶ(ος)
b_7032836325,1.Zavorda,zavorda_8107_72v,100,ὀκλάζει
b_7032836325,1.Zavorda,zavorda_8106_71v,140,μάψ
b_7032836325,1.Zavorda,zavorda_8104_69v,174,καταιφ(άς)
b_7032836325,1.Zavorda,zavorda_8101_67r,70,ἐπεύθετο
b_7032836325,1.Zavorda,zavorda_8099_66r,149,ἐμόγησα
b_7032836325,1.Zavorda,zavorda_8107_73r,85,παρέσφαλε
b_7032836325,1.Zavorda,zavorda_8095_61v,109,ἀπαλθῆσαι
b_7032836325,1.Zavorda,zavorda_8097_63v,101,βύτ(ος)
b_7032836325,1.Zavorda,zavorda_8110_74v,26,σώρδει(ον)
b_7032836325,1.Zavorda,zavorda_8095_61v,18,ἀπονοσφίζεσθαι
b_7032836325,1.Zavorda,zavorda_8091_58r,14,ἀ<΄>ειρομ<αι>
b_7032836325,1.Zavorda,zavorda_8091_58r,101,ἀθλωνιδωρός
b_7032836325,1.Zavorda,zavorda_8093_60r,29,ἀμύθ(ων)
b_7032836325,1.Zavorda,zavorda_8094_60v,13,ἀναδύναι
b_7032836325,1.Zavorda,zavorda_8103_69r,35,θεσμοποίει<ησ(ον)>
b_7032836325,1.Zavorda,zavorda_8095_62r,18,ἀπορρητότερ<α>
b_7032836325,1.Zavorda,zavorda_8107_72v,58,ὀθνεί(ας)
b_7032836325,1.Zavorda,zavorda_8106_72r,78,μυκηθμ(ὸς)
b_7032836325,1.Zavorda,zavorda_8106_71v,15,λεηλασί<α>
b_7032836325,1.Zavorda,zavorda_8110_75r,21,ὑποκοριστικ(ὸν)
b_7032836325,1.Zavorda,zavorda_8092_59r,25,ἄκυμ(ος)
b_7032836325,1.Zavorda,zavorda_8104_70r,149,κα(τα)σεί(ειν)
b_7032836325,1.Zavorda,zavorda_8106_72r,34,μίλλα
b_7032836325,1.Zavorda,zavorda_8103_69r,74,θῆσα
b_7032836325,1.Zavorda,zavorda_8092_59r,2,ἀκμὴ
b_7032836325,1.Zavorda,zavorda_8095_62r,79,ἀρτίας
b_7032836325,1.Zavorda,zavorda_8101_66v,49,ἐναγοῦς
b_7032836325,1.Zavorda,zavorda_8102_68r,112,ἐυφυΐα
b_7032836325,1.Zavorda,zavorda_8108_74r,137,στῖφ(ος)
b_7032836325,1.Zavorda,zavorda_8092_58v,64,ἀίνους
b_7032836325,1.Zavorda,zavorda_8105_70v,113,κηδεστ(ής)
b_7032836325,1.Zavorda,zavorda_8098_65r,27,δικαιοδότ(ης)
b_7032836325,1.Zavorda,zavorda_8110_74v,81,τρύχειν
b_7032836325,1.Zavorda,zavorda_8110_75r,105,ὑπογλ<ώ>χιν<α>
b_7032836325,1.Zavorda,zavorda_8110_75r,147,ὑποθυμωσύν(ας)
b_7032836325,1.Zavorda,zavorda_8104_70r,41,κατεδίδοκ(εν)
b_7032836325,1.Zavorda,zavorda_8091_58r,102,ἀθρήσει(ας)
b_7032836325,1.Zavorda,zavorda_8105_70v,165,κλαίει
b_7032836325,1.Zavorda,zavorda_8105_70v,91,κερ(ασ)φόρ(ος)
b_7032836325,1.Zavorda,zavorda_8106_71v,32,λαῖφ(ος)
b_7032836325,1.Zavorda,zavorda_8099_66r,68,ἑκάτερθ(εν)
b_7032836325,1.Zavorda,zavorda_8096_63r,122,ἄωτ(ον)
b_7032836325,1.Zavorda,zavorda_8097_63v,50,βόσω
b_7032836325,1.Zavorda,zavorda_8103_68v,66,ζηλοτυπί<α>
b_7032836325,1.Zavorda,zavorda_8108_73v,144,προϊσχό(μενον)
b_7032836325,1.Zavorda,zavorda_8094_60v,70,ἀνήκεστα
b_7032836325,1.Zavorda,zavorda_8104_69v,172,κατειλημ(μένος)
b_7032836325,1.Zavorda,zavorda_8095_62r,31,ἀπολέγμην
b_7032836325,1.Zavorda,zavorda_8104_69v,44,ἵζει
b_7032836325,1.Zavorda,zavorda_8103_68v,28,έφι<η>λ(ος)
b_7032836325,1.Zavorda,zavorda_8107_72v,22,νύμφ(ω)
b_7032836325,1.Zavorda,zavorda_8108_73v,147,προμ(ὸς)
b_7032836325,1.Zavorda,zavorda_8097_64r,44,γλι<΄>σχρ(ον)
b_7032836325,1.Zavorda,zavorda_8101_66v,108,ἐνδελέχει(α)
b_7032836325,1.Zavorda,zavorda_8103_69r,107,θρία
b_7032836325,1.Zavorda,zavorda_8101_67r,57,ἔοικ(εν)
b_7032836325,1.Zavorda,zavorda_8104_70r,114,κατώρυκτ<αι>
b_7032836325,1.Zavorda,zavorda_8095_62r,92,ἀρτω(μένη) βρόχω
b_7032836325,1.Zavorda,zavorda_8104_70r,136,κατέληξ(εν)
b_7032836325,1.Zavorda,zavorda_8097_64r,15,γεώλοφ(ον)
b_7032836325,1.Zavorda,zavorda_8099_66r,13,ἐκδέβαν
b_7032836325,1.Zavorda,zavorda_8108_73v,154,προσαυδῆτ(ον)
b_7032836325,1.Zavorda,zavorda_8096_63r,6,αὐτόματ(ον)
b_7032836325,1.Zavorda,zavorda_8090_57r,105,ἀγύρτ(ης)
b_7032836325,1.Zavorda,zavorda_8097_63v,128,βοηθέον(τας)
b_7032836325,1.Zavorda,zavorda_8099_65v,161,εἱρμ(ὸς)
b_7032836325,1.Zavorda,zavorda_8090_57r,9,ἄβρα
b_7032836325,1.Zavorda,zavorda_8090_57r,104,ἀγάνα
b_7032836325,1.Zavorda,zavorda_8096_63r,126,βαίων
b_7032836325,1.Zavorda,zavorda_8106_72r,113,ναζαρέτ
b_7032836325,1.Zavorda,zavorda_8093_59v,71,ἀμφιλαφ(ῶς)
b_7032836325,1.Zavorda,zavorda_8104_69v,69,ἴκταρ
b_7032836325,1.Zavorda,zavorda_8106_71v,10,λάψαι
b_7032836325,1.Zavorda,zavorda_8093_60r,2,ἀμφίβι(ον)
b_7032836325,1.Zavorda,zavorda_8096_63r,139,βασκάνει
b_7032836325,1.Zavorda,zavorda_8093_60r,136,ανω<˜<π(ιν)
b_7032836325,1.Zavorda,zavorda_8106_71v,172,μετοιχήσον(ται)
b_7032836325,1.Zavorda,zavorda_8106_71v,35,λεβηρ(ὶς)
b_7032836325,1.Zavorda,zavorda_8102_68r,143,ἐυαφὴ
b_7032836325,1.Zavorda,zavorda_8097_63v,71,βάθρ(ων)
b_7032836325,1.Zavorda,zavorda_8098_64v,23,δέδοικ<α>
b_7032836325,1.Zavorda,zavorda_8106_72r,28,μηνύριζε
b_7032836325,1.Zavorda,zavorda_8110_75r,104,ὑπερκυαν(οῦς)
b_7032836325,1.Zavorda,zavorda_8105_70v,121,κιά(μενοι)
b_7032836325,1.Zavorda,zavorda_8103_68v,16,ἐφολκίδ<α>
b_7032836325,1.Zavorda,zavorda_8097_63v,76,βοτῆρ(ες)
b_7032836325,1.Zavorda,zavorda_8104_70r,145,κατευρύνεσ(θαι)
b_7032836325,1.Zavorda,zavorda_8107_73r,148,πάρεξ
b_7032836325,1.Zavorda,zavorda_8106_72r,83,μυσαρ(άς)
b_7032836325,1.Zavorda,zavorda_8102_67v,72,ἐπαρτᾶν
b_7032836325,1.Zavorda,zavorda_8098_65r,108,δοξαρί(οις)
b_7032836325,1.Zavorda,zavorda_8110_75r,15,ὑπατικοῦ
b_7032836325,1.Zavorda,zavorda_8091_58r,54,ἄζυγες
b_7032836325,1.Zavorda,zavorda_8106_72r,126,νέρθ(εν)
b_7032836325,1.Zavorda,zavorda_8095_61v,20,ἀποκλήρωσ(ις)
