BookID,BookName,PageName,IDAnnot,LemmaTranscription
b_7032836325,1.Zavorda,zavorda_8108_74r,61,σαβὲκ
b_7032836325,1.Zavorda,zavorda_8102_68r,33,ἐσπαραγ(μένα)
b_7032836325,1.Zavorda,zavorda_8110_74v,41,τέγος
b_2802960295,2.XER093,Xer_066_513r,4,ῥάβδος
b_2802960295,2.XER093,Xer_025_430v,6,ἔλειτο
b_7032836325,1.Zavorda,zavorda_8096_62v,1,
b_2802960295,2.XER093,Xer_033_446v,21,ἐχθιστον
b_7032836325,1.Zavorda,zavorda_8094_61r,118,ἀξιῶ
b_7032836325,1.Zavorda,zavorda_8099_65v,163,ἐιλιχ(ὼς)
b_5553899179,3.EBE1082,EBE1082_067_48r,28,διεὐκρινήσαμ(εν)
b_7032836325,1.Zavorda,zavorda_8093_60r,107,ἄναλκ(ος)
b_7032836325,1.Zavorda,zavorda_8104_69v,68,ἱκέσθη
b_7032836325,1.Zavorda,zavorda_8093_60r,66,ἀμβολάδ(ην)
b_7032836325,1.Zavorda,zavorda_8096_62v,79,ἀσπασίωσι
b_7032836325,1.Zavorda,zavorda_8090_57r,12,ἀάτ(ας)
b_7032836325,1.Zavorda,zavorda_8098_65r,28,διαλάμβανε
b_7032836325,1.Zavorda,zavorda_8098_64v,27,δείκελ(ος)
b_7032836325,1.Zavorda,zavorda_8106_72r,86,μυσ<α>τό(μενος)
b_2802960295,2.XER093,Xer_023_426v,12,εἰδρὰ
b_7032836325,1.Zavorda,zavorda_8104_69v,120,ἴστ(ω)
b_7032836325,1.Zavorda,zavorda_8108_74r,162,<στίγμα(τα)>
b_7032836325,1.Zavorda,zavorda_8102_68r,137,ἐύθραστ(ον)
b_5553899179,3.EBE1082,EBE1082_058_39r,13,γάννυμαι
b_2802960295,2.XER093,Xer_035_450v,21,ἥξειν
b_2802960295,2.XER093,Xer_013_407r,23,ἀυχμην(ὸν)
b_7032836325,1.Zavorda,zavorda_8099_65v,156,ἐῖξαι
b_7032836325,1.Zavorda,zavorda_8103_69r,51,θεοσέπτωρ
b_7032836325,1.Zavorda,zavorda_8093_60r,102,ἄμφι(ον)
b_7032836325,1.Zavorda,zavorda_8105_71r,34,κόλλυβ(ος)
b_2802960295,2.XER093,Xer_028_436v,11,ἐπαρῶνται
b_7032836325,1.Zavorda,zavorda_8106_72r,124,νε(ὼς)
b_2802960295,2.XER093,Xer_049_478v,14,μέθεκτον
b_2802960295,2.XER093,Xer_075_531r,15,ταίν(ων) χεροῖν
b_7032836325,1.Zavorda,zavorda_8094_60v,30,ἀναφῆναι
b_2802960295,2.XER093,Xer_017_415r,3,γνάθων
b_5553899179,3.EBE1082,EBE1082_057_38r,14,βυρσοδέψης
b_5553899179,3.EBE1082,EBE1082_066_47r,22,διαρτίσαι
b_2802960295,2.XER093,Xer_021_422v,14,δονούμενην
b_2802960295,2.XER093,Xer_012_404v,9,ἄρκεσι
b_2802960295,2.XER093,Xer_016_412v,8,βροτησία
b_7032836325,1.Zavorda,zavorda_8106_72r,50,μοῦσα
b_2802960295,2.XER093,Xer_066_513r,8,ῥάδαμνος
b_7032836325,1.Zavorda,zavorda_8097_63v,57,βρόχ(ος)
b_2802960295,2.XER093,Xer_082_544v,3,χαυνοιῶμ(εν)
b_5553899179,3.EBE1082,EBE1082_054_34v,14,βδελύττεσθαι
b_2802960295,2.XER093,Xer_019_419r,17,διαπρύσιον
b_2802960295,2.XER093,Xer_037_455r,25,θύτης
b_7032836325,1.Zavorda,zavorda_8098_64v,59,δήϊοι
b_7032836325,1.Zavorda,zavorda_8107_73r,101,παφλάζ(ων)
b_7032836325,1.Zavorda,zavorda_8106_72r,54,μοδ(ὸν)
b_7032836325,1.Zavorda,zavorda_8104_69v,163,καθήκει
b_7032836325,1.Zavorda,zavorda_8102_68r,91,εὐλὴ
b_2802960295,2.XER093,Xer_033_446v,27,ἐώρισις
b_5553899179,3.EBE1082,EBE1082_055_36r,3,βλάστημα
b_7032836325,1.Zavorda,zavorda_8104_70r,64,κακο<ρ>ρόθ(ων)
b_2802960295,2.XER093,Xer_075_531r,21,τρισβδένυκτα
b_7032836325,1.Zavorda,zavorda_8103_68v,116,ἠμείφθη
b_5553899179,3.EBE1082,EBE1082_064_45r,9,δεινοπαθεῖ
b_2802960295,2.XER093,Xer_075_531r,11,τοίνυν
b_7032836325,1.Zavorda,zavorda_8101_67r,148,ἐπαρυστρίδ(ες)
b_2802960295,2.XER093,Xer_059_499r,13,πανόλβιον
b_2802960295,2.XER093,Xer_054_488v,4,ξανθείζεσθ(αι)
b_2802960295,2.XER093,Xer_033_447r,24,ἥβοντας
b_7032836325,1.Zavorda,zavorda_8106_72r,150,νήπιν(ον)
b_2802960295,2.XER093,Xer_066_512v,15,πύνακα
b_7032836325,1.Zavorda,zavorda_8103_68v,90,ἠϊόν(ας)
b_2802960295,2.XER093,Xer_061_502v,22,πέτηρον
b_7032836325,1.Zavorda,zavorda_8108_74r,159,συγχύσαι
b_7032836325,1.Zavorda,zavorda_8095_62r,130,ἀρηξήνορ(ος)
b_7032836325,1.Zavorda,zavorda_8094_60v,105,ἄνηβ(ον)
b_2802960295,2.XER093,Xer_010_400v,3,ἀπεδήμησε
b_7032836325,1.Zavorda,zavorda_8093_60r,87,ἀμάρτοι
b_2802960295,2.XER093,Xer_058_497r,1,οὐ λογϊσθήσεται
b_7032836325,1.Zavorda,zavorda_8091_57v,101,ἀδήφατα
b_7032836325,1.Zavorda,zavorda_8110_74v,167,ὑποφήτ(ης)
b_7032836325,1.Zavorda,zavorda_8096_62v,40,ἀσμενέστατα
b_7032836325,1.Zavorda,zavorda_8101_66v,99,ἐνι(εῖ)σα
b_7032836325,1.Zavorda,zavorda_8095_62r,14,ἀποστοιχίζ(ων)
b_7032836325,1.Zavorda,zavorda_8102_68r,50,ἐσθλ(ὸς)
b_2802960295,2.XER093,Xer_041_463r,20,κατεύνασας
b_2802960295,2.XER093,Xer_065_511r,9,προσκομισθέον
b_7032836325,1.Zavorda,zavorda_8106_71v,111,λωμ(ω)τ(ὸν)
b_7032836325,1.Zavorda,zavorda_8092_59r,126,ἀλγυνθ(εῖ)
b_7032836325,1.Zavorda,zavorda_8095_62r,84,ἀρύσασθαι
b_7032836325,1.Zavorda,zavorda_8110_75r,53,ὑπεμειδίασ(εν)
b_7032836325,1.Zavorda,zavorda_8110_75r,92,ὑπόγϋ(ον)
b_7032836325,1.Zavorda,zavorda_8099_65v,162,ἐίσομ<αι>
b_2802960295,2.XER093,Xer_018_417r,21,δεσπότης
b_7032836325,1.Zavorda,zavorda_8091_57v,41,ἀγκάζετο
b_7032836325,1.Zavorda,zavorda_8105_71r,46,κοσκυλμ<ά>τια
b_2802960295,2.XER093,Xer_012_404v,23,ἄρουρα
b_7032836325,1.Zavorda,zavorda_8103_68v,80,ἡγήσ<α>το
b_7032836325,1.Zavorda,zavorda_8104_70r,104,κατημαξευ(μένος)
b_5553899179,3.EBE1082,EBE1082_059_40r,25,γηπόνος
b_2802960295,2.XER093,Xer_046_473r,22,λιὴζεται
b_2802960295,2.XER093,Xer_083_546v,30,ὧμ(εν)
b_7032836325,1.Zavorda,zavorda_8102_67v,55,ἐπαρήγουσ(αν)
b_5553899179,3.EBE1082,EBE1082_064_45r,18,δείνας
b_7032836325,1.Zavorda,zavorda_8102_67v,29,ἐπιρρώσει
b_2802960295,2.XER093,Xer_035_450v,9,ἡνιχούμ(ενον)
b_7032836325,1.Zavorda,zavorda_8092_59r,108,ἀλίσκοιτο
b_7032836325,1.Zavorda,zavorda_8096_62v,24,ἀρθρέμβολα
b_2802960295,2.XER093,Xer_035_450v,12,ἡνίοχος
b_2802960295,2.XER093,Xer_077_534v,20,ὕθλους
b_2802960295,2.XER093,Xer_069_518v,6,σιμότης
b_2802960295,2.XER093,Xer_053_486v,4,νηκτῶ
b_7032836325,1.Zavorda,zavorda_8106_72r,114,ναυσθλ(ώ)σ(ου)σ(ιν)
b_7032836325,1.Zavorda,zavorda_8101_67r,138,ἔπειτα
b_2802960295,2.XER093,Xer_038_456v,6,ἰἄλω
b_7032836325,1.Zavorda,zavorda_8095_62r,100,ἄρσ(εις)
b_7032836325,1.Zavorda,zavorda_8110_75r,110,ὑποτρέσαι
b_7032836325,1.Zavorda,zavorda_8104_70r,3,κα(τα)κάλλυν(ον)
b_7032836325,1.Zavorda,zavorda_8104_69v,32,ἱερομηνί<α>
b_5553899179,3.EBE1082,EBE1082_064_45r,6,δεννάζων
b_2802960295,2.XER093,Xer_021_423r,17,δριμὴν
b_7032836325,1.Zavorda,zavorda_8093_60r,7,ἀμουσία
b_2802960295,2.XER093,Xer_026_432v,14,ἐνιξανει
b_7032836325,1.Zavorda,zavorda_8104_70r,65,κατορ<σ>φν(ὸν)
b_2802960295,2.XER093,Xer_041_462v,22,κατελεβόμ(ενος)
b_2802960295,2.XER093,Xer_070_520v,22,στήφος
b_2802960295,2.XER093,Xer_048_476v,22,μάκαρ
b_5553899179,3.EBE1082,EBE1082_067_47v,23,διαφυγῶν
b_2802960295,2.XER093,Xer_026_433r,14,ἐντιθῆς
b_2802960295,2.XER093,Xer_034_448v,26,ἥθοι
b_2802960295,2.XER093,Xer_005_391r,1,ἄλλης
b_7032836325,1.Zavorda,zavorda_8106_72r,162,νηκ(ού)στησ(εν)
b_2802960295,2.XER093,Xer_014_408v,10,ἀφ’ ἕξομια
b_2802960295,2.XER093,Xer_060_500v,28,παρεκτικὸν
b_7032836325,1.Zavorda,zavorda_8094_60v,73,ἄναπτ(ος)
b_7032836325,1.Zavorda,zavorda_8092_58v,96,ἀίεν
b_2802960295,2.XER093,Xer_071_522v,14,σύντερος
b_7032836325,1.Zavorda,zavorda_8091_58r,61,ἀήτας
b_5553899179,3.EBE1082,EBE1082_051_31v,24,ἀφύγγετον
b_2802960295,2.XER093,Xer_063_506v,12,πολλοστὸς
b_7032836325,1.Zavorda,zavorda_8095_61v,42,ἀποτειχίζ(ων)
b_2802960295,2.XER093,Xer_078_537r,6,ὑπόβασιν
b_7032836325,1.Zavorda,zavorda_8108_74r,56,ῥωννύουσ<α>
b_2802960295,2.XER093,Xer_014_409r,21,ἄχων
b_7032836325,1.Zavorda,zavorda_8107_73r,158,περϊδαρδάπτεσθαι
b_7032836325,1.Zavorda,zavorda_8098_65r,54,δισκευθέντ<α>
b_2802960295,2.XER093,Xer_039_458v,23,ἰσθμὸς
b_2802960295,2.XER093,Xer_053_487r,5,νομεὺς
b_7032836325,1.Zavorda,zavorda_8110_74v,172,ὑπέρτατ(ον)
b_7032836325,1.Zavorda,zavorda_8103_68v,65,ζιβήνη
b_2802960295,2.XER093,Xer_060_501r,12,παρὴν
b_7032836325,1.Zavorda,zavorda_8107_72v,17,νουνεχ(ῶς)
b_7032836325,1.Zavorda,zavorda_8099_66r,76,ἑκ(ὼν)
b_7032836325,1.Zavorda,zavorda_8107_73r,24,ὀυκ ἐπιλήσο(μαι)
b_7032836325,1.Zavorda,zavorda_8107_73r,23,ὀυ προσίεντο
b_5553899179,3.EBE1082,EBE1082_055_36r,27,βοοπόρους
b_7032836325,1.Zavorda,zavorda_8092_59r,85,ἀλεῶρις
b_7032836325,1.Zavorda,zavorda_8093_59v,37,ἁλοὺς
b_7032836325,1.Zavorda,zavorda_8097_64r,115,δάπε<δ>ζ(ον)
b_2802960295,2.XER093,Xer_009_399r,14,ἀντωσάμενος
b_7032836325,1.Zavorda,zavorda_8102_67v,137,ἔρμ(ος)
b_2802960295,2.XER093,Xer_039_458v,20,ἵρις
b_7032836325,1.Zavorda,zavorda_8098_65r,102,δοχμία
b_7032836325,1.Zavorda,zavorda_8107_72v,186,ὁράδαμν(ος)
b_2802960295,2.XER093,Xer_047_474v,3,λῆρος
b_7032836325,1.Zavorda,zavorda_8096_62v,126,ἀτρόπους
b_7032836325,1.Zavorda,zavorda_8098_65r,84,δαιάζει
b_2802960295,2.XER093,Xer_019_418v,4,διεξάγητ(αι)
b_2802960295,2.XER093,Xer_061_503r,10,περιπαρῶσι
b_2802960295,2.XER093,Xer_052_484v,2,ναῦθα
b_2802960295,2.XER093,Xer_030_440v,24,ἐρύθημα
b_7032836325,1.Zavorda,zavorda_8104_69v,55,ἰθαγεν(ής)
b_7032836325,1.Zavorda,zavorda_8091_57v,20,ἀγείρεται
b_2802960295,2.XER093,Xer_008_397r,24,ἀντὶ το ρήσασαν
b_5553899179,3.EBE1082,EBE1082_055_35v,18,βίρρον
b_5553899179,3.EBE1082,EBE1082_068_48v,15,διἰκνούμ(εν)ο(ς)
b_2802960295,2.XER093,Xer_015_411r,17,βολῆ
b_7032836325,1.Zavorda,zavorda_8099_65v,121,εἰκότα
b_7032836325,1.Zavorda,zavorda_8103_69r,125,θυόων
b_7032836325,1.Zavorda,zavorda_8106_71v,97,λυττῶν(τες)
b_7032836325,1.Zavorda,zavorda_8090_57r,71,ἄγε
b_7032836325,1.Zavorda,zavorda_8098_64v,120,διευκρίνησ(εν)
b_2802960295,2.XER093,Xer_052_484v,14,νεανιεύματα
b_7032836325,1.Zavorda,zavorda_8098_64v,24,δεῖν ὀφείλ(ειν)
b_7032836325,1.Zavorda,zavorda_8107_73r,66,ὀφλησκάν(ω)
b_7032836325,1.Zavorda,zavorda_8106_71v,120,μακ<α>βάρ
b_5553899179,3.EBE1082,EBE1082_050_30v,6,αὐτοφόρβος
b_7032836325,1.Zavorda,zavorda_8108_74r,114,σκιτρ(ῶν)
b_7032836325,1.Zavorda,zavorda_8096_63r,54,ἁφὴ
b_2802960295,2.XER093,Xer_036_453r,7,θέμεθλα
b_7032836325,1.Zavorda,zavorda_8107_73r,144,παρασφῖσι
b_2802960295,2.XER093,Xer_015_410v,15,βάθρον
b_7032836325,1.Zavorda,zavorda_8091_57v,102,ἀδιάθρυπτα
b_2802960295,2.XER093,Xer_062_504v,22,πεῦσις
b_2802960295,2.XER093,Xer_066_512v,27,πυλῶν ἀνηλίων
b_7032836325,1.Zavorda,zavorda_8107_73r,74,ὀψίστ<ην>
b_7032836325,1.Zavorda,zavorda_8094_61r,132,ἆ <’>οίδ(ης)
b_2802960295,2.XER093,Xer_075_531r,17,τοιῶν γὰρ οῦν
b_7032836325,1.Zavorda,zavorda_8095_62r,98,ἀρτυλί(α)
b_7032836325,1.Zavorda,zavorda_8096_63r,71,ἀφάτω
b_7032836325,1.Zavorda,zavorda_8102_67v,139,ἐρω(μένους)
b_7032836325,1.Zavorda,zavorda_8106_71v,160,μεταφῦν<αι>
b_7032836325,1.Zavorda,zavorda_8103_69r,139,θυρε(ὸν)
b_7032836325,1.Zavorda,zavorda_8091_58r,10,ἄελλαι
b_7032836325,1.Zavorda,zavorda_8106_72r,159,νήδυμ(ον)
b_2802960295,2.XER093,Xer_072_524v,22,σχεδιασμὸς
b_7032836325,1.Zavorda,zavorda_8093_60r,62,ἄμμορ(ος)
b_7032836325,1.Zavorda,zavorda_8095_61v,22,ἀπεῖργ(ον)
b_2802960295,2.XER093,Xer_064_508v,20,προλήξαι
b_2802960295,2.XER093,Xer_035_451r,7,ἡρίον
b_5553899179,3.EBE1082,EBE1082_050_30v,1,αὐτουργός
b_2802960295,2.XER093,Xer_042_464v,13,κατευθύνοντι
b_2802960295,2.XER093,Xer_063_506v,9,πολυορκία
b_7032836325,1.Zavorda,zavorda_8108_73v,130,προστέρνη<¨>σα
b_7032836325,1.Zavorda,zavorda_8106_72r,143,νεμήσασθαι
b_7032836325,1.Zavorda,zavorda_8106_72r,200,νάρδ(ος)
b_7032836325,1.Zavorda,zavorda_8104_70r,134,(κατὰ) ῥ(οῦν)
b_5553899179,3.EBE1082,EBE1082_057_37v,4,βρεμέτω
b_7032836325,1.Zavorda,zavorda_8093_60r,55,ἀμολγόϊ
b_2802960295,2.XER093,Xer_046_473r,24,ληΐδις
b_7032836325,1.Zavorda,zavorda_8103_68v,83,ἥδιστ<α>
b_2802960295,2.XER093,Xer_012_405r,5,ἀσινεῖς
b_7032836325,1.Zavorda,zavorda_8107_73r,35,"ὀυκ
ἐφι(έν)ται"
b_2802960295,2.XER093,Xer_007_394v,16,ἀναιρρέσιμον
b_5553899179,3.EBE1082,EBE1082_049_30r,27,αυτόπται
b_7032836325,1.Zavorda,zavorda_8099_66r,63,ἐκ μαγγάν(ου)
b_7032836325,1.Zavorda,zavorda_8107_73r,21,ὀυτί
b_7032836325,1.Zavorda,zavorda_8090_57r,90,ἄγε
b_7032836325,1.Zavorda,zavorda_8092_58v,90,αἴσυλ<α>
b_2802960295,2.XER093,Xer_007_395r,12,ἀνάλογος
b_7032836325,1.Zavorda,zavorda_8105_70v,81,κελαιν(ὸν)
b_7032836325,1.Zavorda,zavorda_8102_67v,76,ἐπεισφορ(αῖς)
b_2802960295,2.XER093,Xer_041_462v,16,καταγώνιον
b_7032836325,1.Zavorda,zavorda_8106_71v,30,λεβιτονάρι(ον)
b_7032836325,1.Zavorda,zavorda_8104_70r,125,κατηπίοντο
b_7032836325,1.Zavorda,zavorda_8092_59r,96,ἀλλυδεὶς
b_5553899179,3.EBE1082,EBE1082_050_31r,18,ἀφελχθείη
b_2802960295,2.XER093,Xer_079_539r,2,ὑφερός
b_5553899179,3.EBE1082,EBE1082_053_34r,17,βασιλίς
b_7032836325,1.Zavorda,zavorda_8093_60r,103,ἀνάσσ(ης)
b_2802960295,2.XER093,Xer_070_521r,6,συμμορία
b_5553899179,3.EBE1082,EBE1082_063_43v,21,δαιτρευτῶς
b_2802960295,2.XER093,Xer_083_546v,17,ὠθιζόμενος
b_2802960295,2.XER093,Xer_018_416v,20,δασμοφόροι
b_2802960295,2.XER093,Xer_065_511r,20,προώμεθα
b_7032836325,1.Zavorda,zavorda_8102_67v,131,ἐρεσχελ(εῖς)
b_2802960295,2.XER093,Xer_013_407r,28,ἀφοσιωθήσεται
b_7032836325,1.Zavorda,zavorda_8110_74v,99,τυηνύμεν(ον)
b_2802960295,2.XER093,Xer_043_467r,5,κηδέστις
b_5553899179,3.EBE1082,EBE1082_050_31r,22,ἀφείλαντο
b_7032836325,1.Zavorda,zavorda_8097_63v,17,βαλλί(αν)
b_2802960295,2.XER093,Xer_031_443r,13,εὐπρεπες
b_7032836325,1.Zavorda,zavorda_8108_73v,13,πέπλ(ον)
b_2802960295,2.XER093,Xer_055_490v,22,οἵες
b_7032836325,1.Zavorda,zavorda_8106_71v,108,λυκ<ά>β(ας)>
b_7032836325,1.Zavorda,zavorda_8099_66r,26,ἔκστασ(ις)
b_7032836325,1.Zavorda,zavorda_8101_66v,85,ἐνίεισ(ιν)
b_7032836325,1.Zavorda,zavorda_8090_57r,118,ἀγρίοφων(ος)
b_7032836325,1.Zavorda,zavorda_8108_73v,76,πλαγχθ(έν)τ(ες)
b_7032836325,1.Zavorda,zavorda_8106_71v,5,λάτρ(ις)
b_2802960295,2.XER093,Xer_025_430v,23,ἔμφασις
b_5553899179,3.EBE1082,EBE1082_057_37v,26,βρότον
b_7032836325,1.Zavorda,zavorda_8108_73v,87,πότερ(ον)
b_5553899179,3.EBE1082,EBE1082_052_33r,9,βαδδίν
b_5553899179,3.EBE1082,EBE1082_051_32r,14,ἄχθομαι
b_7032836325,1.Zavorda,zavorda_8108_74r,12,πυρραμίδ(ας)
b_5553899179,3.EBE1082,EBE1082_054_35r,12,βεμβικίζεται
b_7032836325,1.Zavorda,zavorda_8102_68r,153,ἐυκλε(ὲς)
b_7032836325,1.Zavorda,zavorda_8097_63v,3,βεβυσ(μένος)
b_5553899179,3.EBE1082,EBE1082_058_38v,1,βωτιάνειρα
b_2802960295,2.XER093,Xer_027_434v,18,ἐξετηκότως
b_5553899179,3.EBE1082,EBE1082_063_43v,20,δαισάνη
b_7032836325,1.Zavorda,zavorda_8092_59r,39,ἀκατ<ά>πληκτ(ος)
b_7032836325,1.Zavorda,zavorda_8106_71v,28,λέλακ(εν)
b_7032836325,1.Zavorda,zavorda_8098_64v,149,διακεισό(μενον)
b_7032836325,1.Zavorda,zavorda_8097_64r,77,γριφὶς
b_2802960295,2.XER093,Xer_015_410v,7,βάσιμον
b_7032836325,1.Zavorda,zavorda_8105_71r,145,κωτίλοι
b_2802960295,2.XER093,Xer_012_404v,28,ἀσελγία
b_7032836325,1.Zavorda,zavorda_8105_71r,69,κραιπν(ὰ)
b_7032836325,1.Zavorda,zavorda_8102_67v,34,ἐπιτάρροθ(ος)
b_7032836325,1.Zavorda,zavorda_8096_62v,109,ἄτεγκτοι
b_7032836325,1.Zavorda,zavorda_8108_73v,5,περιαθρ(εῖν)
b_7032836325,1.Zavorda,zavorda_8105_71r,99,κτέρ(ας)
b_5553899179,3.EBE1082,EBE1082_064_45r,11,δερμύλλειν
b_2802960295,2.XER093,Xer_031_443r,24,εὐθύβολος
b_5553899179,3.EBE1082,EBE1082_057_38r,7,βρύχεται
b_2802960295,2.XER093,Xer_082_544v,9,χλευάζει
b_7032836325,1.Zavorda,zavorda_8104_70r,37,κατερυθρ<αί>νει
b_5553899179,3.EBE1082,EBE1082_062_43r,17,δαήρ
b_7032836325,1.Zavorda,zavorda_8090_57r,113,ἀγερώσοι
b_2802960295,2.XER093,Xer_046_472v,5,λαβύρινθον
b_7032836325,1.Zavorda,zavorda_8092_59r,84,ἅλα
b_7032836325,1.Zavorda,zavorda_8107_72v,117,ὀλοφυρμ(ούς)
b_7032836325,1.Zavorda,zavorda_8103_69r,20,θεεικελάα
b_7032836325,1.Zavorda,zavorda_8093_59v,87,ἀμύριτ(ον)
b_2802960295,2.XER093,Xer_013_406v,27,ἀτρεκέστατος
b_7032836325,1.Zavorda,zavorda_8108_74r,20,πύελ(ον)
b_2802960295,2.XER093,Xer_059_499r,3,παναμόνιον
b_5553899179,3.EBE1082,EBE1082_058_38v,2,βώνοσοι
b_2802960295,2.XER093,Xer_009_398v,19,ἀνθοσμία
b_7032836325,1.Zavorda,zavorda_8103_69r,141,θυ<¨>έσθια δεῖπνα
b_2802960295,2.XER093,Xer_027_435r,5,ἐκηρεύξατο
b_7032836325,1.Zavorda,zavorda_8101_67r,90,ἐπαΐον(τα)
b_7032836325,1.Zavorda,zavorda_8105_70v,18,κατεκήλησ(αν)
b_2802960295,2.XER093,Xer_008_397r,20,ἀνθωμολογῆτο
b_7032836325,1.Zavorda,zavorda_8091_57v,1,ἀγορὰ
b_2802960295,2.XER093,Xer_033_447r,26,ἡγεῖσθ(αι)
b_7032836325,1.Zavorda,zavorda_8104_70r,42,κα(τα)θεώ(μενοι)
b_2802960295,2.XER093,Xer_018_416v,6,δεδιῶς
b_7032836325,1.Zavorda,zavorda_8093_59v,62,ἀλακτί(ας)
b_7032836325,1.Zavorda,zavorda_8092_59r,18,ἀκαχ<΄>η(μενο[[΄]]ς)
b_7032836325,1.Zavorda,zavorda_8098_64v,17,δερμάτ(ων)
b_2802960295,2.XER093,Xer_065_511r,3,προσήκεσθε
b_7032836325,1.Zavorda,zavorda_8091_58r,127,αἰδὼ
b_7032836325,1.Zavorda,zavorda_8097_64r,89,γυμνάσια
b_2802960295,2.XER093,Xer_023_426v,20,εἴκαθεν
b_2802960295,2.XER093,Xer_060_500v,2,παρέσο
b_7032836325,1.Zavorda,zavorda_8096_63r,77,ἀφροντιστί
b_5553899179,3.EBE1082,EBE1082_050_30v,23,αὐχμηρός
b_7032836325,1.Zavorda,zavorda_8105_71r,21,κολόσυρ<τ(ον)>
b_2802960295,2.XER093,Xer_071_523r,5,συνεκτικῆ
b_2802960295,2.XER093,Xer_074_529r,7,τήκος
b_2802960295,2.XER093,Xer_026_432v,4,ἐναργῶς
b_5553899179,3.EBE1082,EBE1082_051_31v,9,ἀφιλοικτίρμω(ν)
b_2802960295,2.XER093,Xer_079_538v,25,ὑφαίνειν
b_7032836325,1.Zavorda,zavorda_8099_66r,153,ἔμφύλι(ον)
b_5553899179,3.EBE1082,EBE1082_059_40r,18,γεννήτωρ
b_7032836325,1.Zavorda,zavorda_8098_64v,32,δεισιμελέητ(ος)
b_7032836325,1.Zavorda,zavorda_8092_58v,55,ἀίθονες
b_2802960295,2.XER093,Xer_043_467r,10,κικλὶς
b_7032836325,1.Zavorda,zavorda_8108_74r,49,ῥαῦθ(ος)
b_7032836325,1.Zavorda,zavorda_8107_72v,88,ὀιών(ων)
b_7032836325,1.Zavorda,zavorda_8103_68v,92,ἥκιστα <(ἐπίρρημα)>
b_7032836325,1.Zavorda,zavorda_8106_71v,44,λοιμ(ῶν)
b_7032836325,1.Zavorda,zavorda_8096_63r,88,ἀφὼ
b_2802960295,2.XER093,Xer_028_437r,7,ἐπείχθητι
b_5553899179,3.EBE1082,EBE1082_058_39r,19,γάστρις
b_7032836325,1.Zavorda,zavorda_8110_75r,69,ὑπερκέοιτο
b_7032836325,1.Zavorda,zavorda_8091_58r,89,ἀθηλεῖς
b_7032836325,1.Zavorda,zavorda_8106_72r,142,νέμε<α>
b_7032836325,1.Zavorda,zavorda_8105_71r,7,κνέφαλ(ον)
b_7032836325,1.Zavorda,zavorda_8093_59v,13,ἅλος
b_2802960295,2.XER093,Xer_081_542v,19,φροῦδον
b_2802960295,2.XER093,Xer_052_485r,4,νέκυς
b_2802960295,2.XER093,Xer_003_387r,25,αἴσιος
b_2802960295,2.XER093,Xer_053_487r,9,νουνεχῆς
b_2802960295,2.XER093,Xer_055_491r,25,οἴοι
