BookID,BookName,PageName,IDAnnot,LemmaTranscription,DefinitionTranscription
b_7032836325,1.Zavorda,zavorda_8090_57r,44,ἄβκαλ(εν),ἔβαλεν
b_7032836325,1.Zavorda,zavorda_8090_57r,45,ἀβλακ(ὼν),ὁ ἁμαρτάν(ων)
b_7032836325,1.Zavorda,zavorda_8090_57r,46,ἄβυσσο(ς),"πολὺν
ὕδω<ρ>"
b_7032836325,1.Zavorda,zavorda_8090_57r,47,ἄβιοι,οἱ τόξα μὴ ἔχοντ(ες)
b_7032836325,1.Zavorda,zavorda_8090_57r,48,ἀβάσιστ(ος),<ἀ>φαιρέπον(ος) ἅπ(ας)
b_7032836325,1.Zavorda,zavorda_8090_57r,49,ἀβίοτ(ος),ὁ ἀνόητ(ος)
b_7032836325,1.Zavorda,zavorda_8090_57r,5,ἀγὲς,ἄθραυστον
b_7032836325,1.Zavorda,zavorda_8090_57r,50,αγαθ(ὸν),καλ(ὸν)
b_7032836325,1.Zavorda,zavorda_8090_57r,51,ἄγαμαι,τὸ θαυμάζ(ω)
b_7032836325,1.Zavorda,zavorda_8090_57r,52,ἀγά(μενοι),θαυμαζό(μενοι)
b_7032836325,1.Zavorda,zavorda_8090_57r,53,ἀγεννὲς,ἀσθεν(ὲς) καθόλ(ου)
b_7032836325,1.Zavorda,zavorda_8090_57r,54,ἀγχίθυρ(ος),ὁ γείτον(ας)
b_7032836325,1.Zavorda,zavorda_8090_57r,55,ἄγος,μιασμ(ὸς) · ῥύπασ<μα>
b_7032836325,1.Zavorda,zavorda_8090_57r,56,ἀγαπητέον,φιλ(εῖν)
b_7032836325,1.Zavorda,zavorda_8090_57r,57,ἀγανώπιδ(ος),τῆς πολυβλεπούσ(ης)
b_7032836325,1.Zavorda,zavorda_8090_57r,58,ἀγέρωχοι,"ἀνόητ(ος)|
(καὶ) ἀμύητ(ος) παντελ(ῶς)"
b_7032836325,1.Zavorda,zavorda_8090_57r,59,ἀγαυὸς,ὁ λαμπρ(ὸς)
b_7032836325,1.Zavorda,zavorda_8090_57r,6,ἀβέλτερ(ος),ἀνόητ(ος)·(καὶ) ἀμύητ(ος) παντελ(ῶς)
b_7032836325,1.Zavorda,zavorda_8090_57r,60,ἀγάσαιτο,"θαυμ<ά>σει(εν)
ἢ φθονήσ(ειν)"
b_7032836325,1.Zavorda,zavorda_8090_57r,61,ἄγειν,φέρ(ειν)
b_7032836325,1.Zavorda,zavorda_8090_57r,62,ἄγαν,πολύ
b_7032836325,1.Zavorda,zavorda_8090_57r,63,ἄγχου,ἄγχου
b_7032836325,1.Zavorda,zavorda_8090_57r,64,ἀγχινῶς,φρονίμως
b_7032836325,1.Zavorda,zavorda_8090_57r,65,ἀγάκλυτ(ος),ἔνδοξ(ος)
b_7032836325,1.Zavorda,zavorda_8090_57r,66,ἀγάλμητ(ον),ἀσθεν(ές)
b_7032836325,1.Zavorda,zavorda_8090_57r,67,ἀγερώψατο,ἠμ<ά>λισ(εν)
b_7032836325,1.Zavorda,zavorda_8090_57r,68,ἀγάστον(ος) μέροψ,πολυστένακτ(ος) ἄν(θρωπ)ος
b_7032836325,1.Zavorda,zavorda_8090_57r,69,ἀγείρ(ει),συνάγει
b_7032836325,1.Zavorda,zavorda_8090_57r,7,ἀββααδὼν,ἀπολύ(ων)
b_7032836325,1.Zavorda,zavorda_8090_57r,70,ἀγανόφρ(ων),ὁ πάνυ φρόνιμ(ος)
b_7032836325,1.Zavorda,zavorda_8090_57r,71,ἄγε,φέρε
b_7032836325,1.Zavorda,zavorda_8090_57r,72,ἄγαλ(ος),λοιδορί(α)
b_7032836325,1.Zavorda,zavorda_8090_57r,73,ἄγγαρο(ς),ὁ αγγαρευθ(εὶς) μέροψ
b_7032836325,1.Zavorda,zavorda_8090_57r,74,ἀγέραστ(ον),ἄτιμ(ον)
b_7032836325,1.Zavorda,zavorda_8090_57r,75,ἀγαν(ὸς),ὁ λαμπρ(ός)
b_7032836325,1.Zavorda,zavorda_8090_57r,76,ἀγαπήνωρ,ποθητ(ός)
b_7032836325,1.Zavorda,zavorda_8090_57r,77,ἀγρόται,"οἱ
ἄγροικοι"
b_7032836325,1.Zavorda,zavorda_8090_57r,78,ἀγχίνους,ὁ παν φρόνιμ(ος)
b_7032836325,1.Zavorda,zavorda_8090_57r,79,ἀγηναί(ων),συνάπτ(ων)
b_7032836325,1.Zavorda,zavorda_8090_57r,8,ἄαδε,τὸ ἤρεσ(εν)
b_7032836325,1.Zavorda,zavorda_8090_57r,80,ἀγυὰς,τὰ ἄμφοδα
b_7032836325,1.Zavorda,zavorda_8090_57r,81,ἄγε δήτα,δεῦτε δή
b_7032836325,1.Zavorda,zavorda_8090_57r,82,ἀγραυλ(ῶν),ὁ ἐν ἀγρῶ φυλάττ(ων)
b_7032836325,1.Zavorda,zavorda_8090_57r,83,ἄγραυλοι,"οἱ
ἐν ἀγρῶ αὐλιζό(μενοι)"
b_7032836325,1.Zavorda,zavorda_8090_57r,84,ἄγυρ(ις),ἐκκλησί<α>
b_7032836325,1.Zavorda,zavorda_8090_57r,85,ἀγιστεία,λατρεία
b_7032836325,1.Zavorda,zavorda_8090_57r,86,ἀγριόθυμ(ος),ἄγρι(ος) τ(ὴν) ψυχ<ήν>
b_7032836325,1.Zavorda,zavorda_8090_57r,87,ἀλγείνει,λυπεῖ
b_7032836325,1.Zavorda,zavorda_8090_57r,88,ἀγηνορίδ<α>,αὐθάδ<ην>
b_7032836325,1.Zavorda,zavorda_8090_57r,89,ἀγιάσατε,προευτρεπίσατε· ἢ κηρύξατε· ἢ ἀφορίσατε
b_7032836325,1.Zavorda,zavorda_8090_57r,9,ἄβρα,παιδίσκη
b_7032836325,1.Zavorda,zavorda_8090_57r,90,ἄγε,φέρε
b_7032836325,1.Zavorda,zavorda_8090_57r,91,ἀγηόχασ(ιν),ἤνεγκαν
b_7032836325,1.Zavorda,zavorda_8090_57r,92,ἀγωγὴ,"ἀν(α)στροφ<ή> ·
(καὶ) τρόπ(ος)"
b_7032836325,1.Zavorda,zavorda_8090_57r,93,ἀλγείνει,βαρύνει
b_7032836325,1.Zavorda,zavorda_8090_57r,94,ἀγγελιαφόρ(ος),ἅπ(ας) ἀποστελλό(μενος)
b_7032836325,1.Zavorda,zavorda_8090_57r,95,ἀγὴ,τετρημ(μένον) ἀγγεῖ(ον) καὶ σαθρότατ(ον)
b_7032836325,1.Zavorda,zavorda_8090_57r,96,ἀγχϊνοί(ας),συνέσε(ως)
b_7032836325,1.Zavorda,zavorda_8090_57r,97,ἀγγύθ(εν),ἐγγύθ(εν)
b_7032836325,1.Zavorda,zavorda_8090_57r,98,ἀγάλμητ(ον),ἀσθεν(ές)
b_7032836325,1.Zavorda,zavorda_8090_57r,99,ἄγελτ(ον),ὀχλῶδ(ες)
b_7032836325,1.Zavorda,zavorda_8091_57v,1,ἀγορὰ,ὁ λόγ(ος)
b_7032836325,1.Zavorda,zavorda_8091_57v,10,ἀγνώμ(ων),ἀχάριστ(ος)
b_7032836325,1.Zavorda,zavorda_8091_57v,100,ἀδήσ(εις),ἀρέσεις
b_7032836325,1.Zavorda,zavorda_8091_57v,101,ἀδήφατα,μεγάλα (καὶ) τέλει(α)
b_7032836325,1.Zavorda,zavorda_8091_57v,102,ἀδιάθρυπτα,ἀμάσητα
b_7032836325,1.Zavorda,zavorda_8091_57v,103,ἄδωρ(ον),"μὴ
κεχαρισ(μένον)"
b_7032836325,1.Zavorda,zavorda_8091_57v,104,ἀδρ(ὸν),μέγα
b_7032836325,1.Zavorda,zavorda_8091_57v,105,ἀδιαφορί<α>,ἀπαρατηρησί(α)
b_7032836325,1.Zavorda,zavorda_8091_57v,106,ἀδολεσχί<α>,μετεώρησ(ις)
b_7032836325,1.Zavorda,zavorda_8091_57v,107,ἀδρανέ(ων),ἀνέργ(ων)
b_7032836325,1.Zavorda,zavorda_8091_57v,108,ἀδόνητ(ον),ἀσάλευτ(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,109,ἄδων(ις),ὁ ψάλτ(ης)
b_7032836325,1.Zavorda,zavorda_8091_57v,11,ἀγὼν,τὸ στάδι(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,110,ἁδο[[΄]]να,ἡδονή
b_7032836325,1.Zavorda,zavorda_8091_57v,111,ἀδαήμονες,ἀμαθ(εῖς)
b_7032836325,1.Zavorda,zavorda_8091_57v,112,ἀδελφὰ,ὅμοι<α>
b_7032836325,1.Zavorda,zavorda_8091_57v,113,ἀδεὲς,ἄφοβ(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,114,ἀδήλως,ἀφανῶς
b_7032836325,1.Zavorda,zavorda_8091_57v,115,ἀδολεσχία,"φλυαρί<α> · τοπικ(ῶς) (δὲ) λέγε(ται)
(καὶ) φρόνησ(ις)"
b_7032836325,1.Zavorda,zavorda_8091_57v,116,ἀδδηφάγ(ος),ὁ πολυφάγ(ος)
b_7032836325,1.Zavorda,zavorda_8091_57v,117,ἀδραν(ὲς),ἀσθεν(ές)
b_7032836325,1.Zavorda,zavorda_8091_57v,118,ἄδα<ˋ>ρ,"πλάσμα ·
(κατὰ) τ(ὴν) τ(ῶν) ἑβραί(ων) διάλεκτ(ον)"
b_7032836325,1.Zavorda,zavorda_8091_57v,119,ἀέθω,ἐπέλ<θω>
b_7032836325,1.Zavorda,zavorda_8091_57v,12,ἄγονον,τὸν μὴ παῖδ(ας) τίκτον(τα)
b_7032836325,1.Zavorda,zavorda_8091_57v,120,ἀεργ(ὸς),ἀργ(ός) τε
b_7032836325,1.Zavorda,zavorda_8091_57v,121,ἀελήμω,θρόνω
b_7032836325,1.Zavorda,zavorda_8091_57v,13,ἀγείρατε,συν<ά>ξα<τε>
b_7032836325,1.Zavorda,zavorda_8091_57v,14,ἀγλαὰν ἕδρ(αν),"λαμπρ(ὰν) καθέδραν (καὶ)
θρόνι(ον)"
b_7032836325,1.Zavorda,zavorda_8091_57v,15,ἀγλαὸς,λαμπρός
b_7032836325,1.Zavorda,zavorda_8091_57v,16,ἀγὼν,ἡ παράταξ(ις)
b_7032836325,1.Zavorda,zavorda_8091_57v,17,ἀγωνοθέτ(ης),ὁ διδοὺς βραβεῖα
b_7032836325,1.Zavorda,zavorda_8091_57v,18,ἄγκυρ(α),"ἀσφάλεια ·
ἢ (καὶ) τὰ σίδηρ(α) τοῦ πλοί(ου)"
b_7032836325,1.Zavorda,zavorda_8091_57v,19,ἄγχω,τὸ πνίγ(ω)
b_7032836325,1.Zavorda,zavorda_8091_57v,2,ἀγορὰ,ἡ ἀγορασία
b_7032836325,1.Zavorda,zavorda_8091_57v,20,ἀγείρεται,συναθρόιζεται
b_7032836325,1.Zavorda,zavorda_8091_57v,21,ἀγορανόμ(ος),<’>εμπρόσωπ(ος)
b_7032836325,1.Zavorda,zavorda_8091_57v,22,ἀγυρτικ<ὰ>,"χυδαῖα ·
ψεύσμα(τα)"
b_7032836325,1.Zavorda,zavorda_8091_57v,23,ἀγχέμαχ(ος),ὁ ἐγγὺς δικάζ(ων)
b_7032836325,1.Zavorda,zavorda_8091_57v,24,ἀγανοῖς,πράεσι
b_7032836325,1.Zavorda,zavorda_8091_57v,25,ἀγχίστροφ(ος),"στρεφό<(μενος)> ·
ἢ ἐγγὺς ἀγορεύ(ων)"
b_7032836325,1.Zavorda,zavorda_8091_57v,26,ἀγχίμαλ(ον),ἰσόμαλ(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,27,ἄγχουσ(α),ἡ πνίγουσ<α>
b_7032836325,1.Zavorda,zavorda_8091_57v,28,ἀγορ(ὴν),ε'κκλησί(αν)
b_7032836325,1.Zavorda,zavorda_8091_57v,29,ἀγαυοὶ,ἡ <ʽ΄> λαμπροί
b_7032836325,1.Zavorda,zavorda_8091_57v,3,ἀγορὰ,πλῆθος λαοῦ
b_7032836325,1.Zavorda,zavorda_8091_57v,30,ἀγορο(μένων),συναθροιζο(μένων)
b_7032836325,1.Zavorda,zavorda_8091_57v,31,α[[ἀ]]γορᾶσθαι,διαλέγεσθαι
b_7032836325,1.Zavorda,zavorda_8091_57v,32,ἀγροτέροισ(ιν),ἀγρίοις
b_7032836325,1.Zavorda,zavorda_8091_57v,33,ἄγνυτα,κλάνε(ται)
b_7032836325,1.Zavorda,zavorda_8091_57v,34,ἀγελαῖοι,ποιμενικοί (καὶ) βοσκοί
b_7032836325,1.Zavorda,zavorda_8091_57v,35,ἀγήνορα,ὑπεροπτικ(όν)
b_7032836325,1.Zavorda,zavorda_8091_57v,36,ἀγκάσα,εἰς ἀγκάλ(ας) ἀγκαλίστη
b_7032836325,1.Zavorda,zavorda_8091_57v,37,ἀγέυομ(εν),ἀιν(οῦ)μ(εν)
b_7032836325,1.Zavorda,zavorda_8091_57v,38,ἀγλαὶ,λαμπραί
b_7032836325,1.Zavorda,zavorda_8091_57v,39,ἀγορή<α>σατο,ἐδημηγόρει
b_7032836325,1.Zavorda,zavorda_8091_57v,4,ἀγονία,ἀκαρπί(α)
b_7032836325,1.Zavorda,zavorda_8091_57v,40,ἀγακλεὲς,ἄγαν ἔνδοξ(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,41,ἀγκάζετο,περιέλαβε
b_7032836325,1.Zavorda,zavorda_8091_57v,42,ἀγύρ(εις),"ἀθρ(οίσ)μα(τα) ·
(καὶ) συν<ά>ξ(εις)"
b_7032836325,1.Zavorda,zavorda_8091_57v,43,ἀγί(ων) στῖφ(ος),τ(ῶν) ἁγί(ων) σύστημα
b_7032836325,1.Zavorda,zavorda_8091_57v,44,ἀγορίται,σύμβουλοι
b_7032836325,1.Zavorda,zavorda_8091_57v,45,ἀγκηθ(ὴς),ἄβλ<α>β(ος)
b_7032836325,1.Zavorda,zavorda_8091_57v,46,ἀγελαῖοι,ποιμέν(ες)
b_7032836325,1.Zavorda,zavorda_8091_57v,47,ἀγκαλίδαι,τρυφαί
b_7032836325,1.Zavorda,zavorda_8091_57v,48,ἀγείρονται,συν(α)θροίζον(ται)
b_7032836325,1.Zavorda,zavorda_8091_57v,49,ἀγλαοτίμ(ων),λαμπρ(ῶν)
b_7032836325,1.Zavorda,zavorda_8091_57v,5,ἄγον(ος),ὁ ἄπαις
b_7032836325,1.Zavorda,zavorda_8091_57v,50,ἄγαν νίφον,πάνυ χιονίζ(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,51,<ἄ>γ<η>ρ(ον),μὴ γηράσκ(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,52,ἀγασά(μενοι),θαυμάσαντ(ες)
b_7032836325,1.Zavorda,zavorda_8091_57v,53,ἀγητὴ,θαυμαστή
b_7032836325,1.Zavorda,zavorda_8091_57v,54,ἀγ<ά>(μενος),ἐκπλαγείς
b_7032836325,1.Zavorda,zavorda_8091_57v,55,ἀγαυρίαμα,στύγν(ω)σ(ις) · λύπη
b_7032836325,1.Zavorda,zavorda_8091_57v,56,ἄγαμ<αι>,θαυμ<ά>ζ(ω)
b_7032836325,1.Zavorda,zavorda_8091_57v,57,ἀγλ<ά>ϊσμα,λάμπρυμμα
b_7032836325,1.Zavorda,zavorda_8091_57v,58,ἄγαλμ<α>,θαυμ<ά>σι(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,59,άγερτ(ον),ληπτ(όν)
b_7032836325,1.Zavorda,zavorda_8091_57v,6,ἄγονος,"ὁ φρόνιμ(ος)· γονὶ, ἡ ἀφροσύνη (γάρ)"
b_7032836325,1.Zavorda,zavorda_8091_57v,60,ἀγερτώδη,τὰ πενιχρά
b_7032836325,1.Zavorda,zavorda_8091_57v,61,ἀγχιτέρμον(ας),γείτον(ας)
b_7032836325,1.Zavorda,zavorda_8091_57v,62,ἀγχιστρόφ(οις),πρόσεγγυς στρεφο(μένοις)
b_7032836325,1.Zavorda,zavorda_8091_57v,63,ἄγχι,πλησί(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,64,ἀγκύλ(ον),κρίκ(ον) (γὰ[[ά]]ρ) καὶ σκαμβόν
b_7032836325,1.Zavorda,zavorda_8091_57v,65,ἀγροικόται,οἱ αγῤοίκοι
b_7032836325,1.Zavorda,zavorda_8091_57v,66,ἀγχιστεὺς,ὁ ἀνεψι(ός) · (καὶ) π(ᾶς) συγγεν(ής)
b_7032836325,1.Zavorda,zavorda_8091_57v,67,ἀγκύλ(ον),"σκολι(ὸν) ·
στραβῶδ(ες) · ποικίλ(ον)"
b_7032836325,1.Zavorda,zavorda_8091_57v,68,ἀγρότ(ας),αγῤοίκ(ους)
b_7032836325,1.Zavorda,zavorda_8091_57v,69,ἀγνοῦ,καθαρ(οῦ)
b_7032836325,1.Zavorda,zavorda_8091_57v,7,ἀγύρτ(ης),"συρφετώδ(ης) · ὀχλαγωγ(ὸς) · προ
σαίτ(ης) · ἀλαζ(ῶν)"
b_7032836325,1.Zavorda,zavorda_8091_57v,70,ἀγνοὺ,"ἀκαθάρτ(ου) ·
ὁ καθαρ(ὸς) (περι)σπᾶ(ται) · ὁ (δὲ) μὴ καθαρ(ὸς) ὀξύν(εται)"
b_7032836325,1.Zavorda,zavorda_8091_57v,71,ἀδύτ(ων),τ(ῶν) ἐντ(ὸς) ἁγίων
b_7032836325,1.Zavorda,zavorda_8091_57v,72,ἀδέκαστ(ος),"δίκαι(ος) ·
ἀπροσωπόληπτ(ος) · (καὶ) ἀδωροδόκητ(ος)"
b_7032836325,1.Zavorda,zavorda_8091_57v,73,ἀδοκήτ(ων),ἀδήλ(ων)
b_7032836325,1.Zavorda,zavorda_8091_57v,74,ἀδροὶ,μεγάλοι · σφοδροί [[εἰσ(ήν)]]
b_7032836325,1.Zavorda,zavorda_8091_57v,75,ἀδαοὺς,ἀπείρους
b_7032836325,1.Zavorda,zavorda_8091_57v,76,ἄδὸς,ἡ ἡδονή · ἆ ἄδηλε[[λ]] ὦ ἀφανέρωτε
b_7032836325,1.Zavorda,zavorda_8091_57v,77,ἁδὺς,ἡδύς
b_7032836325,1.Zavorda,zavorda_8091_57v,78,ἀδρύνοιτο,αὐξάνοιτο
b_7032836325,1.Zavorda,zavorda_8091_57v,79,ἀδιάφορ(ον),τὸ μὴ ὑποπίπτ(ον) ἀιτία τινί
b_7032836325,1.Zavorda,zavorda_8091_57v,8,ἀγύρτ(ης),βολοῦ ὄνομ<α>
b_7032836325,1.Zavorda,zavorda_8091_57v,80,ἀδροτέρ(ου),ἐυστροφεστέρου · (καὶ) μείζονος
b_7032836325,1.Zavorda,zavorda_8091_57v,81,ἄδυτα,ἄμματα · ἢ ναούς
b_7032836325,1.Zavorda,zavorda_8091_57v,82,ἀδιάρθρω<τ(ον)>,ἄσημ(ον) (καὶ) μὴ γνωριζό(μενον) παντελ(ῶς)
b_7032836325,1.Zavorda,zavorda_8091_57v,83,ἀδμὴς,ἀδάμαστος
b_7032836325,1.Zavorda,zavorda_8091_57v,84,ἀδήριτ(ον),ἄμαχ<ον>
b_7032836325,1.Zavorda,zavorda_8091_57v,85,ἀδιαπλήτως,πλησιάστ(ως)
b_7032836325,1.Zavorda,zavorda_8091_57v,86,ἄδει,ὑμνεῖ
b_7032836325,1.Zavorda,zavorda_8091_57v,87,ἀδεάζω,στενάζω
b_7032836325,1.Zavorda,zavorda_8091_57v,88,ἀδμητὴ,ἡ ἀδάμαστ(ος)
b_7032836325,1.Zavorda,zavorda_8091_57v,89,ἀδηκότ(ες),ἀδημονοῦν(τες)
b_7032836325,1.Zavorda,zavorda_8091_57v,9,ἀγχίσπορ(ος),ὁ ἴδι(ος) (καὶ) ὁ συγγεν(ής)
b_7032836325,1.Zavorda,zavorda_8091_57v,90,ἀδαῦρα,[[αὐτὴ]] ἡ πνοὴ
b_7032836325,1.Zavorda,zavorda_8091_57v,91,ἀδιαλώβητ(ον),τὸ αβλαβ(ές)
b_7032836325,1.Zavorda,zavorda_8091_57v,92,ἀδιάσπαστ(ον),ἀδιαχώριστ(ον)
b_7032836325,1.Zavorda,zavorda_8091_57v,93,ἀδαλ(ὲς),ὑγιές
b_7032836325,1.Zavorda,zavorda_8091_57v,94,ἀδάμας,ὁ λίθος · ὁ ἀδάμαστ(ος)
b_7032836325,1.Zavorda,zavorda_8091_57v,95,ἀδελφίζειν λέγεται,ὁ ἀδελφὸν καλέσ(ας)
